,DF,COL,Q0,Q20,Q40,Q60,Q80,Q100
0,DL_abis,Aerial,4.0,7.0,10.0,12.0,14.0,17.0
1,DL_abis,Awareness,7.833333333333333,11.666666666666666,12.166666666666666,13.0,14.0,15.333333333333334
2,DL_abis,Clearing,3.0,8.0,10.0,11.0,13.0,17.0
3,DL_abis,Closing,9.0,11.25,12.0,13.0,13.75,16.5
4,DL_abis,Control,7.5,10.25,12.0,12.5,13.25,18.0
5,DL_abis,Creativity,9.666666666666666,11.333333333333334,11.833333333333334,12.666666666666666,13.666666666666666,15.666666666666666
6,DL_abis,Crossing,7.0,10.375,11.625,12.25,12.875,16.25
7,DL_abis,Decision,9.5,12.5,13.0,13.5,14.5,17.75
8,DL_abis,Defensive,9.0,11.25,12.0,13.0,13.75,16.5
9,DL_abis,Dribbling,6.5,9.5,11.0,12.0,13.0,16.0
10,DL_abis,Focus,10.0,11.5,12.5,13.0,14.0,15.5
11,DL_abis,Endeavour,8.75,11.25,12.5,13.25,14.0,16.0
12,DL_abis,Intelligence,9.4,11.3,12.1,12.7,13.4,14.9
13,DL_abis,Marking,8.0,11.5,12.0,12.666666666666666,13.5,15.333333333333334
14,DL_abis,Mobility,8.625,12.75,13.5,14.25,15.0,17.75
15,DL_abis,Movement,10.0,12.666666666666666,13.166666666666666,13.666666666666666,14.666666666666666,17.5
16,DL_abis,Off The Ball,7.25,10.0,10.75,11.75,12.75,15.5
17,DL_abis,Passing,7.333333333333333,10.5,12.0,12.666666666666666,13.166666666666666,16.333333333333332
18,DL_abis,Physical,8.5,11.25,12.25,13.0,14.5,16.0
19,DL_abis,Tackling,8.25,11.0,12.25,13.0,13.5,15.75
