,DF,COL,Q0,Q20,Q40,Q60,Q80,Q100
0,STC_abis,Aerial,2.0,7.0,9.0,12.0,14.0,20.0
1,STC_abis,Awareness,9.166666666666666,11.0,12.166666666666666,13.0,14.0,17.333333333333332
2,STC_abis,Clearing,3.0,8.0,10.0,11.0,13.0,17.0
3,STC_abis,Closing,6.5,9.5,10.25,11.25,12.0,15.0
4,STC_abis,Control,10.0,12.5,13.75,14.5,16.0,17.5
5,STC_abis,Creativity,9.333333333333334,12.333333333333334,13.333333333333334,14.0,14.833333333333334,18.0
6,STC_abis,Crossing,8.75,11.25,12.25,13.0,13.75,17.0
7,STC_abis,Decision,8.0,11.25,12.5,13.25,14.0,17.5
8,STC_abis,Defensive,6.5,9.5,10.25,11.25,12.0,15.0
9,STC_abis,Dribbling,8.5,12.5,13.5,14.5,15.5,18.0
10,STC_abis,Focus,8.0,10.5,11.5,12.5,13.5,17.0
11,STC_abis,Endeavour,8.125,10.25,11.25,12.125,13.125,16.625
12,STC_abis,Intelligence,9.2,11.8,12.6,13.4,14.2,16.4
13,STC_abis,Marking,6.0,8.0,8.833333333333334,9.5,10.666666666666666,13.333333333333334
14,STC_abis,Mobility,9.75,13.0,14.5,15.0,15.625,18.25
15,STC_abis,Movement,8.666666666666666,11.5,12.333333333333334,13.5,14.333333333333334,16.833333333333332
16,STC_abis,Off The Ball,9.0,12.5,13.5,14.5,15.5,19.5
17,STC_abis,Passing,8.666666666666666,12.0,13.0,13.833333333333334,15.0,17.333333333333332
18,STC_abis,Physical,6.0,11.0,12.5,13.0,14.5,18.5
19,STC_abis,Tackling,5.0,8.5,9.25,10.0,11.25,15.5
