,DF,COL,Q0,Q20,Q40,Q60,Q80,Q100
0,MR_abis,Aerial,2.0,6.0,8.0,10.0,13.0,16.0
1,MR_abis,Awareness,8.5,10.5,11.833333333333334,12.833333333333334,13.833333333333334,16.666666666666668
2,MR_abis,Clearing,3.0,7.0,8.0,9.0,10.0,14.5
3,MR_abis,Closing,7.0,9.0,10.0,11.0,12.0,15.0
4,MR_abis,Control,9.0,12.0,14.0,14.5,15.5,18.0
5,MR_abis,Creativity,9.0,11.5,12.666666666666666,13.333333333333334,14.0,16.666666666666668
6,MR_abis,Crossing,8.75,11.75,12.5,13.5,14.375,16.25
7,MR_abis,Decision,8.0,10.5,12.0,12.75,14.0,16.75
8,MR_abis,Defensive,7.0,9.0,10.0,11.0,12.0,15.0
9,MR_abis,Dribbling,7.5,12.5,13.5,14.5,15.5,18.0
10,MR_abis,Focus,7.25,10.5,11.5,12.0,13.0,16.5
11,MR_abis,Endeavour,7.5,10.25,11.375,12.125,13.5,16.25
12,MR_abis,Intelligence,9.2,11.3,12.2,13.1,14.0,16.0
13,MR_abis,Marking,6.166666666666667,7.833333333333333,8.666666666666666,9.5,10.666666666666666,14.666666666666666
14,MR_abis,Mobility,7.125,13.375,14.0,14.875,15.625,18.0
15,MR_abis,Movement,8.666666666666666,10.666666666666666,12.0,13.0,13.666666666666666,16.5
16,MR_abis,Off The Ball,8.25,11.75,13.0,13.5,14.5,17.5
17,MR_abis,Passing,8.666666666666666,11.833333333333334,13.166666666666666,13.666666666666666,14.666666666666666,17.0
18,MR_abis,Physical,6.0,10.5,11.75,12.5,13.25,17.0
19,MR_abis,Tackling,5.5,8.5,9.5,10.5,11.5,14.5
