,DF,COL,Q0,Q20,Q40,Q60,Q80,Q100
0,AMR_abis,Aerial,2.0,6.0,8.0,11.0,13.0,20.0
1,AMR_abis,Awareness,8.5,11.0,12.166666666666666,12.833333333333334,13.833333333333334,16.0
2,AMR_abis,Clearing,3.0,7.0,8.0,9.0,11.0,16.0
3,AMR_abis,Closing,7.0,9.5,10.5,11.25,12.0,14.75
4,AMR_abis,Control,10.0,13.0,14.0,14.5,16.0,17.5
5,AMR_abis,Creativity,9.0,11.833333333333334,13.0,13.666666666666666,14.333333333333334,18.166666666666668
6,AMR_abis,Crossing,8.75,11.875,12.75,13.5,14.125,16.25
7,AMR_abis,Decision,8.0,11.0,12.0,13.0,13.5,17.0
8,AMR_abis,Defensive,7.0,9.5,10.5,11.25,12.0,14.75
9,AMR_abis,Dribbling,8.5,12.75,13.5,14.5,15.5,18.0
10,AMR_abis,Focus,7.25,10.5,11.5,12.25,13.25,17.0
11,AMR_abis,Endeavour,7.5,10.25,11.125,12.0,13.25,16.625
12,AMR_abis,Intelligence,9.2,11.6,12.5,13.3,14.1,16.9
13,AMR_abis,Marking,6.166666666666667,8.0,8.833333333333334,9.5,10.833333333333334,14.0
14,AMR_abis,Mobility,9.875,13.375,14.25,15.0,15.75,18.25
15,AMR_abis,Movement,8.666666666666666,11.333333333333334,12.166666666666666,13.0,13.666666666666666,16.166666666666668
16,AMR_abis,Off The Ball,9.5,12.0,13.25,14.0,15.0,19.5
17,AMR_abis,Passing,8.666666666666666,12.5,13.333333333333334,14.0,14.666666666666666,17.0
18,AMR_abis,Physical,6.0,11.0,11.75,12.75,13.75,16.75
19,AMR_abis,Tackling,5.5,8.5,9.25,10.5,11.5,13.5
