Player,UID,Aerial,Awareness,Clearing,Closing,Control,Creativity,Crossing,Decision,Defensive,Dribbling,Focus,Endeavour,Intelligence,Marking,Mobility,Movement,Off The Ball,Passing,Physical,Tackling,Team
Javi López,67293674.0,15.0,12.5,11.0,14.25,13.0,13.0,12.75,12.25,14.25,12.5,14.25,8.75,12.8,14.166666666666666,14.5,12.333333333333334,13.5,12.833333333333334,13.25,14.25,alaves
Birger Meling,29126536.0,5.0,11.833333333333334,9.0,13.25,11.5,10.333333333333334,12.75,13.25,13.25,10.0,12.25,15.25,10.8,12.5,11.25,13.0,11.5,12.666666666666666,9.5,11.75,alaves
Josep,2000513274.0,10.0,11.333333333333334,8.0,11.25,8.5,11.833333333333334,9.625,13.5,11.25,10.5,10.5,12.75,11.5,11.833333333333334,15.5,13.0,10.75,10.166666666666666,15.0,11.25,albacete
Juan Manuel,2000510085.0,6.0,13.0,9.0,12.0,18.0,14.0,13.25,15.0,12.0,14.5,14.0,12.75,13.4,12.0,16.0,14.666666666666666,12.0,13.666666666666666,15.0,11.5,amadrd
Sergio Reguilón,67211900.0,7.0,14.166666666666666,11.0,13.0,13.25,14.0,13.125,14.0,13.0,13.0,13.5,14.75,13.8,13.0,14.375,14.5,15.25,13.0,12.5,13.0,barc
Oier López,67277836.0,10.0,12.5,11.0,11.5,10.75,13.333333333333334,9.375,13.5,11.5,12.0,12.0,12.0,12.6,12.0,14.375,13.833333333333334,10.75,10.333333333333334,11.5,13.0,bilbao
Julen Letamendia,2000570277.0,8.0,14.0,10.0,13.0,12.0,15.333333333333334,11.625,14.0,13.0,12.0,14.0,14.75,14.0,13.0,15.0,15.333333333333334,11.0,12.0,14.0,14.5,bilbao
Cameron Wells,2000431769.0,7.0,12.333333333333334,7.0,13.0,15.5,11.166666666666666,12.125,14.0,13.0,12.5,11.75,12.5,11.5,12.666666666666666,15.25,13.666666666666666,10.5,13.0,12.0,12.5,cadiz
Maximilian Mittelstädt,91143714.0,10.0,13.333333333333334,8.0,11.75,13.25,11.833333333333334,12.875,12.75,11.75,12.0,12.0,13.375,12.7,11.166666666666666,12.5,12.5,12.25,12.833333333333334,9.5,12.25,cadiz
Tommaso Augello,43096264.0,9.0,11.833333333333334,6.0,13.25,12.5,11.666666666666666,13.25,13.75,13.25,10.0,12.25,13.75,11.6,13.166666666666666,10.0,13.333333333333334,12.0,12.666666666666666,10.5,12.25,coruna
