Player,UID,Aerial,Awareness,Clearing,Closing,Control,Creativity,Crossing,Decision,Defensive,Dribbling,Focus,Endeavour,Intelligence,Marking,Mobility,Movement,Off The Ball,Passing,Physical,Tackling,Team
Andrés Céspedes,2000043877.0,13.5,10.333333333333334,2.0,10.75,6.0,8.666666666666666,7.5,11.75,10.75,3.5,10.25,12.75,9.2,7.5,13.125,11.5,6.5,9.166666666666666,10.75,6.25,alaves
Carlos Abad,67198215.0,14.5,11.0,1.5,12.5,8.25,9.0,10.25,12.5,12.5,6.75,11.25,12.0,10.0,9.0,9.25,11.666666666666666,6.75,13.0,10.5,6.25,alaves
Stefan Ranđelović,62247042.0,13.5,15.666666666666666,2.5,13.25,9.0,8.666666666666666,9.75,14.25,13.25,6.0,12.25,13.625,12.0,9.5,10.875,13.833333333333334,8.25,11.5,11.25,8.25,alaves
Mauricio Morán,2000192669.0,12.0,9.833333333333334,2.0,12.0,5.0,8.333333333333334,7.5,11.75,12.0,3.5,9.25,13.125,8.8,8.833333333333334,13.0,11.333333333333334,5.25,9.0,14.5,6.0,albacete
Guillermo Centurión,78095397.0,14.5,8.833333333333334,1.5,9.0,9.75,8.333333333333334,8.625,12.0,9.0,6.25,8.0,11.75,8.6,7.166666666666667,12.0,10.833333333333334,4.0,10.833333333333334,9.5,4.5,albacete
Sem Westerveld,37079077.0,16.0,4.333333333333333,0.0,10.0,4.0,6.333333333333333,6.25,10.0,10.0,2.5,10.5,11.75,5.2,6.666666666666667,8.25,8.666666666666666,6.0,8.333333333333334,7.0,4.5,albacete
Jan Oblak,64016316.0,13.0,11.333333333333334,3.0,16.5,12.0,15.0,11.75,14.5,16.5,7.25,16.5,12.25,13.2,11.666666666666666,8.25,14.0,9.0,15.0,10.5,9.5,amadrd
Matteo Godfroid,18114989.0,17.0,10.666666666666666,9.0,12.75,9.5,8.0,9.25,10.25,12.75,5.25,13.25,8.5,8.8,9.166666666666666,12.25,10.833333333333334,8.25,11.666666666666666,11.75,7.75,amadrd
0,35017428.0,16.0,14.333333333333334,7.0,15.5,13.5,11.666666666666666,12.75,13.5,15.5,8.0,16.5,14.25,12.2,11.333333333333334,9.25,14.666666666666666,9.5,16.333333333333332,12.5,9.5,barc
Unai Simón,67200923.0,15.0,14.0,12.0,16.0,13.0,10.666666666666666,11.0,13.5,16.0,8.0,15.0,11.25,11.8,11.333333333333334,12.25,14.0,8.5,14.0,10.0,8.5,barc
Sergi Ruiz,2000155987.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,barc
Diego Aizpurua,2000193388.0,13.0,10.333333333333334,1.0,13.0,10.5,10.666666666666666,9.5,12.0,13.0,7.25,13.0,10.25,10.0,9.333333333333334,13.5,12.333333333333334,6.25,12.0,13.5,6.5,bilbao
Alfredo Trelles,2000200467.0,11.5,11.666666666666666,1.5,12.5,4.5,9.166666666666666,6.625,14.0,12.5,2.5,10.5,12.875,10.5,9.166666666666666,10.75,12.666666666666666,5.75,7.666666666666667,9.5,5.75,cadiz
Juan Soriano,67193103.0,15.5,12.666666666666666,5.5,11.0,6.75,12.166666666666666,6.625,12.75,11.0,4.5,13.0,11.25,12.1,8.5,10.25,13.166666666666666,11.25,8.166666666666666,12.0,7.0,cadiz
José Aurelio Suárez,67153377.0,13.5,9.0,3.5,11.5,12.25,9.333333333333334,9.75,11.5,11.5,7.5,12.25,11.0,8.8,8.5,10.75,11.333333333333334,6.75,12.333333333333334,12.5,6.5,coruna
Saúl,2000664224.0,14.0,10.666666666666666,1.5,9.0,3.5,9.5,5.5,13.0,9.0,4.0,11.0,12.125,10.1,7.0,10.375,12.0,4.25,6.5,8.0,4.5,coruna
Gregor Kobel,98040383.0,17.0,12.0,6.5,14.5,10.0,9.0,9.375,12.75,14.5,5.25,14.0,11.75,10.2,10.666666666666666,11.5,12.5,9.5,12.0,11.75,9.0,espanyol
Cezary Miszta,96122113.0,18.5,10.5,6.0,12.5,10.75,10.666666666666666,9.625,11.5,12.5,7.25,13.5,11.5,9.8,9.166666666666666,11.0,12.5,9.0,12.166666666666666,9.5,6.0,espanyol
Arnau Tenas,67265794.0,16.5,8.5,2.0,10.5,11.25,12.0,8.875,9.5,10.5,7.25,10.5,12.0,10.0,8.5,11.25,10.166666666666666,4.75,11.166666666666666,10.0,4.75,granada
Cristian Rivero,67246343.0,12.5,12.0,2.5,10.5,6.25,9.5,7.125,13.75,10.5,4.0,12.0,10.5,10.7,7.833333333333333,11.5,12.833333333333334,7.25,8.833333333333334,8.5,7.5,granada
Koke Vegas,67196252.0,14.0,11.833333333333334,9.0,12.75,9.0,9.333333333333334,8.375,11.75,12.75,5.5,13.25,12.125,10.0,9.166666666666666,10.0,12.333333333333334,7.75,10.5,11.25,8.25,laspalmas
Alfredo Iglesias,2000194460.0,14.5,15.0,2.5,8.5,5.25,10.166666666666666,5.5,15.75,8.5,4.25,7.5,10.0,12.7,6.833333333333333,11.75,14.5,4.0,6.833333333333333,10.0,4.5,laspalmas
Javi Izquierdo,67288498.0,17.0,12.0,2.0,14.0,8.0,9.333333333333334,8.0,11.25,14.0,4.0,12.0,11.0,10.0,9.833333333333334,11.75,12.166666666666666,6.5,9.666666666666666,12.25,7.25,leganes
Aarón Escandell,67192427.0,13.0,11.833333333333334,4.0,13.5,4.0,8.666666666666666,6.625,11.75,13.5,2.5,12.25,11.125,9.8,9.5,8.75,12.0,6.75,8.0,9.5,7.75,leganes
Ramiro Macagno,14157119.0,13.5,14.0,6.5,11.0,8.25,13.166666666666666,7.0,12.75,11.0,4.75,12.0,10.25,13.3,8.166666666666666,11.75,13.5,6.5,8.5,11.0,7.0,realhisp
Jairo,2000737759.0,11.0,11.0,1.0,11.5,7.5,8.0,7.75,12.0,11.5,6.5,11.0,9.5,9.6,8.666666666666666,13.5,11.0,5.5,9.333333333333334,10.0,5.5,realhisp
Dragan Rosić,62167554.0,15.5,12.0,5.5,10.0,6.75,10.833333333333334,6.875,12.25,10.0,4.25,11.5,11.75,11.1,7.333333333333333,11.0,12.5,6.75,8.5,11.0,6.5,realhisp
Thibaut Courtois,18026122.0,19.0,14.333333333333334,9.0,15.0,12.5,15.333333333333334,11.0,15.0,15.0,11.0,15.0,12.25,14.6,10.666666666666666,8.0,15.333333333333334,7.5,13.666666666666666,11.5,8.5,rmdrd
Francisco Mora,2000437769.0,17.5,11.333333333333334,2.0,12.25,7.25,10.333333333333334,6.625,13.0,12.25,4.0,9.75,11.375,10.4,9.333333333333334,12.25,13.0,6.75,8.5,14.25,5.5,rmdrd
