,DF,COL,Q0,Q20,Q40,Q60,Q80,Q100
0,WBR_abis,Aerial,3.0,7.0,10.0,12.0,14.0,17.0
1,WBR_abis,Awareness,10.166666666666666,11.333333333333334,12.0,12.666666666666666,13.5,16.5
2,WBR_abis,Clearing,5.0,8.0,9.0,10.0,11.0,15.0
3,WBR_abis,Closing,8.5,11.5,11.75,12.75,13.75,15.5
4,WBR_abis,Control,6.75,11.0,12.0,12.5,13.5,16.5
5,WBR_abis,Creativity,10.166666666666666,11.333333333333334,12.0,12.666666666666666,13.666666666666666,15.666666666666666
6,WBR_abis,Crossing,7.125,10.75,11.5,12.25,13.125,13.75
7,WBR_abis,Decision,9.0,12.0,12.75,13.5,14.0,16.5
8,WBR_abis,Defensive,8.5,11.5,11.75,12.75,13.75,15.5
9,WBR_abis,Dribbling,7.0,10.25,11.0,11.75,13.0,15.5
10,WBR_abis,Focus,10.5,12.0,12.5,13.0,13.5,15.25
11,WBR_abis,Endeavour,8.875,11.25,12.5,13.375,14.25,16.75
12,WBR_abis,Intelligence,10.4,11.3,11.7,12.4,13.2,14.6
13,WBR_abis,Marking,6.833333333333333,11.333333333333334,12.0,12.5,13.666666666666666,16.0
14,WBR_abis,Mobility,8.5,13.125,13.75,14.375,15.25,16.0
15,WBR_abis,Movement,9.5,12.5,13.0,13.333333333333334,14.333333333333334,16.666666666666668
16,WBR_abis,Off The Ball,8.25,9.75,11.0,12.0,13.0,15.75
17,WBR_abis,Passing,8.0,11.166666666666666,12.0,12.666666666666666,13.5,14.833333333333334
18,WBR_abis,Physical,9.5,11.25,12.25,13.25,13.75,15.0
19,WBR_abis,Tackling,8.25,10.5,12.25,13.0,13.5,16.0
