Player,UID,Aerial,Awareness,Clearing,Closing,Control,Creativity,Crossing,Decision,Defensive,Dribbling,Focus,Endeavour,Intelligence,Marking,Mobility,Movement,Off The Ball,Passing,Physical,Tackling,Team
Schurrle,83223653.0,7.0,14.666666666666666,9.0,11.0,12.5,14.833333333333334,12.375,13.75,11.0,13.5,13.0,9.5,14.9,11.166666666666666,12.375,13.833333333333334,13.75,12.833333333333334,11.25,11.0,alaves
Rafa Mir,67221051.0,14.0,10.5,16.0,11.0,12.25,13.333333333333334,10.875,10.5,11.0,12.0,12.5,10.25,11.6,9.666666666666666,14.375,11.5,13.25,11.666666666666666,14.0,8.25,alaves
Adil Aouchiche,49048441.0,13.0,13.166666666666666,9.0,11.75,14.25,12.666666666666666,14.375,11.75,11.75,14.5,13.75,10.625,13.0,9.833333333333334,14.75,12.0,16.0,15.333333333333334,12.5,12.25,alaves
Alexander Sørloth,53063430.0,15.0,13.166666666666666,14.0,9.5,12.75,13.0,11.5,13.5,9.5,13.5,14.0,12.5,13.0,8.333333333333334,13.625,13.5,13.75,13.166666666666666,14.0,8.75,alaves
Suleimane Rodrigues,2000190096.0,12.5,11.166666666666666,8.0,11.0,12.5,11.5,12.875,10.0,11.0,11.25,10.5,10.75,11.1,11.166666666666666,11.75,10.833333333333334,11.0,13.833333333333334,13.25,10.25,alaves
Ángel Luis Arcas,2000571805.0,16.0,16.333333333333332,10.5,12.75,13.0,10.333333333333334,10.75,14.25,12.75,11.0,12.5,11.875,13.0,12.5,14.0,14.5,13.5,12.666666666666666,12.25,13.5,albacete
Ramiro Gabarri,2000198124.0,7.0,11.0,12.0,8.75,14.0,12.5,13.5,9.25,8.75,14.0,10.25,9.25,11.5,6.666666666666667,15.625,10.5,12.5,14.5,13.75,8.25,albacete
Gustavo Zamora,2000512210.0,10.5,12.333333333333334,10.0,8.75,15.75,13.166666666666666,10.375,11.0,8.75,13.5,10.5,8.875,12.9,7.333333333333333,15.25,11.333333333333334,13.75,12.5,11.75,8.25,albacete
Luis Nsambi,2000631649.0,16.0,15.833333333333334,7.0,9.0,15.0,12.833333333333334,11.25,16.25,9.0,15.25,10.5,9.625,15.1,8.333333333333334,13.0,14.333333333333334,13.75,13.5,10.0,10.5,albacete
Alberto,2000512206.0,12.0,12.833333333333334,9.0,10.25,14.0,12.666666666666666,13.5,10.75,10.25,15.0,11.5,10.625,12.7,8.833333333333334,13.375,11.5,13.5,14.0,11.75,9.75,albacete
Bright Adjei,2000660374.0,9.0,15.0,8.0,9.5,16.5,13.666666666666666,12.25,14.0,9.5,15.0,10.5,9.5,13.8,8.666666666666666,12.0,15.0,13.5,13.666666666666666,12.5,9.5,albacete
Álex Olmedo,2000034591.0,4.0,12.0,9.0,9.0,15.5,11.666666666666666,11.5,13.0,9.0,12.0,9.5,9.25,12.2,7.666666666666667,13.0,12.0,10.0,13.0,10.5,9.5,albacete
Raúl De Tomás,67156425.0,10.0,12.166666666666666,13.0,12.5,13.75,13.333333333333334,13.75,12.75,12.5,10.5,13.25,10.375,13.0,9.333333333333334,11.25,12.333333333333334,14.5,13.666666666666666,11.75,11.25,albacete
Chema Nuñez,67232678.0,5.0,11.166666666666666,7.0,11.5,13.5,13.333333333333334,12.375,11.0,11.5,12.25,11.5,10.0,12.6,10.833333333333334,12.0,10.833333333333334,11.5,12.833333333333334,8.75,8.75,albacete
Francisco Jesús Carbonell,2000440196.0,9.0,15.0,13.0,12.0,14.0,14.833333333333334,11.875,16.25,12.0,13.0,13.5,11.25,15.3,11.5,13.875,15.166666666666666,12.75,13.166666666666666,12.25,11.5,albacete
Pierre Dwomoh,2000006277.0,16.0,13.333333333333334,12.0,12.0,16.5,15.333333333333334,15.25,13.0,12.0,16.0,14.0,12.75,14.2,11.0,14.5,13.666666666666666,15.5,16.0,11.5,11.5,amadrd
0,62127037.0,16.0,16.0,16.0,12.5,16.0,15.666666666666666,13.75,14.5,12.5,14.5,12.0,15.5,15.8,11.333333333333334,13.25,15.0,15.0,15.0,15.5,12.5,amadrd
João Félix,83169822.0,7.0,14.666666666666666,11.0,11.5,17.0,17.333333333333332,16.0,14.0,11.5,17.5,15.5,13.25,16.0,9.333333333333334,13.75,14.666666666666666,18.0,17.0,12.5,11.5,amadrd
Manoel Azambuja,2000410625.0,10.0,15.5,12.0,14.0,17.0,18.166666666666668,15.5,16.0,14.0,18.0,15.0,11.75,16.9,12.666666666666666,16.375,16.166666666666668,17.0,16.0,14.5,13.5,amadrd
