,DF,COL,Q0,Q20,Q40,Q60,Q80,Q100
0,DR_abis,Aerial,3.0,8.0,10.0,12.0,15.0,17.0
1,DR_abis,Awareness,9.5,11.5,12.333333333333334,13.166666666666666,14.0,16.5
2,DR_abis,Clearing,5.0,9.0,10.0,11.0,13.0,17.0
3,DR_abis,Closing,8.0,11.5,12.0,12.75,14.0,16.5
4,DR_abis,Control,7.5,10.25,11.5,12.0,13.5,16.0
5,DR_abis,Creativity,9.0,11.166666666666666,11.833333333333334,12.333333333333334,13.666666666666666,15.666666666666666
6,DR_abis,Crossing,6.625,9.75,11.0,11.75,12.5,14.5
7,DR_abis,Decision,9.0,12.25,13.25,14.0,15.0,17.75
8,DR_abis,Defensive,8.0,11.5,12.0,12.75,14.0,16.5
9,DR_abis,Dribbling,6.5,8.75,10.5,11.25,12.25,15.5
10,DR_abis,Focus,8.5,11.5,12.5,13.0,14.0,16.0
11,DR_abis,Endeavour,8.875,11.375,12.5,13.375,14.125,17.875
12,DR_abis,Intelligence,9.4,11.2,11.8,12.4,13.2,14.9
13,DR_abis,Marking,6.833333333333333,11.666666666666666,12.166666666666666,12.833333333333334,13.666666666666666,16.0
14,DR_abis,Mobility,7.5,12.5,13.5,14.125,15.25,17.75
15,DR_abis,Movement,9.5,12.5,13.333333333333334,14.0,14.5,17.5
16,DR_abis,Off The Ball,6.0,9.5,10.5,11.5,12.5,15.75
17,DR_abis,Passing,8.166666666666666,10.5,11.666666666666666,12.5,13.333333333333334,14.833333333333334
18,DR_abis,Physical,8.5,11.5,12.25,13.5,14.0,17.25
19,DR_abis,Tackling,8.25,11.0,12.5,13.0,14.0,16.0
