Player,UID,AMC,AP,T,SS,AM,EG
Víctor,2000440738,12.4,12.6,12.4,12.5,12.8,12.9
Scott Diaz,2000706461,12.5,12.3,12.5,12.2,12.7,11.5
Leandro Alves,2000568887,9.2,10.0,9.2,11.4,10.6,11.1
Özgün Karatepe,2000631119,11.5,10.4,11.5,11.2,11.4,9.9
Federico Trinidad,2000561699,11.3,12.1,11.3,12.5,11.7,12.3
Alen Bartolović,2000506471,11.2,12.0,11.2,12.0,11.9,12.9
Saverio van Lopik,2000437951,12.4,12.8,12.4,12.0,12.7,12.4
Gonzalo Cuadros,2000647507,12.3,12.8,12.3,12.2,12.7,12.8
Vicente,2000571659,11.1,11.8,11.1,10.9,11.1,11.8
Manuel Bosch,2000514796,12.8,13.2,12.8,12.5,12.9,13.3
Jannis Emde,2000504247,11.4,12.0,11.4,11.5,12.0,12.5
Harald Klingmann,2000504134,11.0,10.2,11.0,10.4,10.6,10.1
Aritz García,2000439255,10.2,9.6,10.2,9.2,9.5,9.2
Carl Mooney,2000410920,12.3,12.7,12.3,13.2,12.4,12.5
Álvaro Sánchez,2000685713,12.5,12.6,12.5,11.7,12.2,12.4
Francesco Zamuner,2000626880,12.2,11.6,12.2,12.1,12.4,11.7
Roberto van Brakel,2000572868,12.7,13.3,12.7,12.2,12.8,13.3
Mateo Gómez,2000512705,9.4,9.3,9.4,9.0,9.2,9.3
Felipe,2000510074,12.3,12.4,12.3,12.6,12.4,13.1
David Krecek,2000569970,11.2,10.5,11.2,9.8,10.5,10.3
Agustín Agirre,2000439259,12.1,12.0,12.1,11.8,11.9,11.9
Kian Van Den Bergh,2000632259,11.7,12.0,11.7,11.4,11.9,12.7
Agustín Kranevitter,2000612966,9.6,8.7,9.6,7.9,8.9,8.2
Antonio Navarro,2000571902,11.5,11.1,11.5,9.9,10.5,10.4
Buster Juul Vibe,2000566892,11.6,11.8,11.6,12.7,12.5,12.7
Lukas Chrenko,2000662685,10.8,10.2,10.8,11.0,11.2,10.3
Matt Bonfield,2000567798,10.6,10.5,10.6,9.6,10.4,10.0
Stefán Þór Jónsson,2000531873,10.5,9.7,10.5,9.8,10.1,9.0
Raffaele Russo,2000324450,9.9,9.5,9.9,6.6,8.5,8.4
Ronald Woudenberg,2000633117,8.6,7.8,8.6,7.0,8.1,7.0
