Player,UID,DM,AM,BWM,HB,SV,RGA
Víctor,2000440738,11.0,11.0,11.0,10.7,11.5,12.5
Scott Diaz,2000706461,10.9,10.6,10.6,11.6,11.5,12.4
Leandro Alves,2000568887,8.1,7.6,7.6,8.6,8.4,9.1
Özgün Karatepe,2000631119,13.3,12.9,12.9,13.4,12.9,10.8
Federico Trinidad,2000561699,8.8,9.0,9.0,8.7,9.3,11.0
Alen Bartolović,2000506471,8.7,8.5,8.5,8.3,9.0,10.2
Saverio van Lopik,2000437951,9.5,8.8,8.8,8.7,10.5,12.1
Gonzalo Cuadros,2000647507,9.1,8.8,8.8,8.9,10.1,11.9
Vicente,2000571659,8.2,7.9,7.9,8.8,8.7,10.8
Manuel Bosch,2000514796,11.2,10.7,10.7,10.1,11.8,12.7
Jannis Emde,2000504247,9.2,9.2,9.2,9.8,9.5,11.0
Harald Klingmann,2000504134,12.5,12.7,12.7,12.7,12.1,10.1
Aritz García,2000439255,13.2,13.1,13.1,13.4,12.0,9.3
Carl Mooney,2000410920,10.1,10.6,10.6,9.6,9.9,11.3
Álvaro Sánchez,2000685713,9.4,9.6,9.6,9.3,9.0,10.8
Francesco Zamuner,2000626880,11.2,10.7,10.7,11.8,11.7,11.8
Roberto van Brakel,2000572868,9.6,9.5,9.5,9.5,9.8,11.7
Mateo Gómez,2000512705,11.4,11.1,11.1,11.7,11.0,9.2
Felipe,2000510074,11.7,11.9,11.9,11.7,11.0,11.2
David Krecek,2000569970,13.4,14.1,14.1,14.6,12.1,9.2
Agustín Agirre,2000439259,12.9,12.3,12.3,12.8,13.2,12.5
Kian Van Den Bergh,2000632259,9.7,10.5,10.5,10.0,9.1,10.4
Agustín Kranevitter,2000612966,9.5,9.0,9.0,10.0,9.0,9.6
Antonio Navarro,2000571902,11.6,11.7,11.7,12.2,10.5,10.4
Buster Juul Vibe,2000566892,9.2,9.1,9.1,9.0,9.3,10.8
Lukas Chrenko,2000662685,12.9,12.7,12.7,13.2,12.7,11.1
Matt Bonfield,2000567798,11.7,11.4,11.4,11.8,11.2,10.4
Stefán Þór Jónsson,2000531873,12.8,12.8,12.8,13.2,11.7,9.3
Raffaele Russo,2000324450,9.0,9.2,9.2,10.0,7.3,8.2
Ronald Woudenberg,2000633117,8.8,7.9,7.9,8.7,7.8,8.6
