Player,UID,AMC,AP,T,SS,AM,EG
Gautier Larsonneur,85133818.0,15.65,15.65,15.65,14.4,15.9,15.5
Enrico Brancadori,2000436507.0,13.6,13.3,13.6,13.0,13.7,13.8
Rubén Iranzo,2000032467.0,18.15,17.25,18.15,17.15,17.65,17.45
Urko González de Zárate,2000058330.0,11.7,11.2,11.7,10.7,11.5,10.6
0,28100123.0,13.0,13.35,13.0,12.25,12.4,13.05
José Gayà,67178177.0,15.0,15.1,15.0,14.3,14.9,14.6
Orkun Kökçü,37061602.0,14.1,14.0,14.1,13.6,14.1,14.1
Damián Ribera,2000193186.0,17.3,17.35,17.3,16.8,17.2,15.7
Sérgio Mané,2000507867.0,14.5,14.5,14.5,14.0,14.8,14.7
Bartol Barišić,24065111.0,13.5,13.4,13.5,14.2,13.8,13.3
Gabriel Jesus,19220266.0,14.7,14.9,14.7,14.8,14.7,15.0
Predrag Rajković,62076152.0,14.7,13.65,14.7,13.85,14.3,13.05
Ivo Gujinović,2000565341.0,18.75,17.85,18.75,17.45,18.1,16.65
Morten Thorsby,53098756.0,17.85,17.15,17.85,16.5,16.05,15.85
Joaquín Salgado,2000272916.0,12.8,13.3,12.8,14.1,13.5,13.3
Aron Ehlers,2000194937.0,19.6,20.2,19.6,18.1,18.9,19.4
Sheldon Peltier,2000187635.0,19.65,18.75,19.65,17.8,19.3,18.6
Mouctar Diakhaby,48036643.0,17.75,16.7,17.75,16.45,16.95,16.45
Malcom,19229435.0,13.5,14.2,13.5,13.8,14.3,14.8
Nicolas Cozza,49037761.0,13.1,12.8,13.1,12.4,12.9,12.7
Rodri,67217524.0,14.0,13.7,14.0,13.0,13.8,13.1
Nico Serrano,67295206.0,17.35,18.1,17.35,18.2,18.65,18.7
Cristhian Mosquera,2000030816.0,16.85,15.35,16.85,14.8,15.6,14.95
Hugo Montañana,2000034349.0,18.95,18.95,18.95,18.4,19.2,18.7
Georges Teixeira,2000187375.0,18.25,17.05,18.25,16.0,17.0,16.1
Luís Pereira,2000188430.0,18.5,17.75,18.5,17.95,18.6,17.95
Adrian,2000193185.0,20.35,21.1,20.35,21.1,20.9,20.9
Josema,2000439264.0,11.5,10.7,11.5,10.4,10.5,9.8
