Player,UID,Defending,Physical,Speed,Vision,Attacking,Technical,Aerial,Mental
Gautier Larsonneur,85133818.0,6.83,17.12,16.75,16.17,8.17,16.17,10.0,17.33
Enrico Brancadori,2000436507.0,16.33,16.5,16.0,12.33,11.33,13.33,17.5,14.67
Rubén Iranzo,2000032467.0,15.33,20.62,21.5,14.83,16.5,14.0,15.0,18.42
Urko González de Zárate,2000058330.0,14.0,12.75,15.0,9.67,6.0,9.0,14.5,11.83
0,28100123.0,14.33,14.75,15.5,14.5,10.83,11.67,11.0,14.33
José Gayà,67178177.0,13.67,13.25,14.0,15.0,13.0,14.67,5.5,14.67
Orkun Kökçü,37061602.0,6.33,14.25,13.5,13.67,12.67,14.67,7.5,13.17
Damián Ribera,2000193186.0,11.0,16.5,14.5,17.0,15.33,16.0,8.0,18.25
Sérgio Mané,2000507867.0,8.33,13.75,13.5,13.67,12.33,14.67,10.0,13.0
Bartol Barišić,24065111.0,5.0,13.5,12.0,12.0,15.67,14.33,15.0,14.0
Gabriel Jesus,19220266.0,7.33,13.5,14.5,15.0,15.33,15.33,11.0,13.5
Predrag Rajković,62076152.0,11.0,17.38,13.75,13.33,12.67,13.0,11.5,18.75
Ivo Gujinović,2000565341.0,14.67,21.5,20.0,15.83,12.5,13.67,10.5,21.75
Morten Thorsby,53098756.0,17.0,18.75,19.5,17.33,18.33,12.33,20.25,20.67
Joaquín Salgado,2000272916.0,4.0,13.25,16.5,13.0,16.0,14.33,9.5,11.0
Aron Ehlers,2000194937.0,11.33,17.88,15.5,21.0,17.0,18.17,9.0,18.92
Sheldon Peltier,2000187635.0,11.0,21.25,22.0,15.17,14.17,19.33,13.0,19.42
Mouctar Diakhaby,48036643.0,14.33,20.0,17.75,16.33,12.0,14.67,15.5,19.5
Malcom,19229435.0,4.83,13.5,15.0,14.33,13.33,15.67,7.5,12.33
Nicolas Cozza,49037761.0,13.33,14.5,13.0,12.67,11.33,12.0,11.5,13.17
Rodri,67217524.0,13.67,12.5,12.5,13.67,11.33,13.0,13.5,13.83
Nico Serrano,67295206.0,9.0,17.5,15.0,18.17,18.67,20.17,12.0,14.67
Cristhian Mosquera,2000030816.0,12.67,20.0,18.5,14.33,11.0,11.67,13.5,17.25
Hugo Montañana,2000034349.0,12.0,18.12,20.75,16.33,12.5,19.67,12.0,16.25
Georges Teixeira,2000187375.0,13.33,19.12,18.75,14.5,10.5,12.83,15.0,18.42
Luís Pereira,2000188430.0,16.83,21.12,18.5,15.83,13.5,15.67,8.5,21.67
Adrian,2000193185.0,10.17,19.5,17.25,21.5,20.0,20.83,7.5,20.33
Josema,2000439264.0,13.0,14.0,12.5,11.33,8.33,8.67,11.5,14.83
