Player,UID,AML,AMR,IW_AML,IW_AMR,W_AML,W_AMR,IF_AML,IF_AMR,WG_AML,WG_AMR
Gautier Larsonneur,85133818.0,15.9,15.9,15.9,15.9,13.95,13.95,14.4,14.4,13.29,13.29
Enrico Brancadori,2000436507.0,13.7,13.7,13.7,13.7,13.6,13.6,13.0,13.0,14.25,14.25
Rubén Iranzo,2000032467.0,17.65,17.65,17.65,17.65,18.45,18.45,17.15,17.15,17.88,17.88
Urko González de Zárate,2000058330.0,11.5,11.5,11.5,11.5,10.6,10.6,10.7,10.7,11.25,11.25
0,28100123.0,12.4,12.4,12.4,12.4,15.15,15.15,12.25,12.25,14.46,14.46
José Gayà,67178177.0,14.9,14.9,14.9,14.9,14.2,14.2,14.3,14.3,12.75,12.75
Orkun Kökçü,37061602.0,14.1,14.1,14.1,14.1,13.5,13.5,13.6,13.6,12.5,12.5
Damián Ribera,2000193186.0,17.2,17.2,17.2,17.2,14.8,14.8,16.8,16.8,13.67,13.67
Sérgio Mané,2000507867.0,14.8,14.8,14.8,14.8,13.0,13.0,14.0,14.0,12.5,12.5
Bartol Barišić,24065111.0,13.8,13.8,13.8,13.8,12.4,12.4,14.2,14.2,12.83,12.83
Gabriel Jesus,19220266.0,14.7,14.7,14.7,14.7,14.2,14.2,14.8,14.8,13.67,13.67
Predrag Rajković,62076152.0,14.3,14.3,14.3,14.3,12.3,12.3,13.85,13.85,12.17,12.17
Ivo Gujinović,2000565341.0,18.1,18.1,18.1,18.1,19.1,19.1,17.45,17.45,17.67,17.67
Morten Thorsby,53098756.0,16.05,16.05,16.05,16.05,18.95,18.95,16.5,16.5,19.17,19.17
Joaquín Salgado,2000272916.0,13.5,13.5,13.5,13.5,14.1,14.1,14.1,14.1,13.33,13.33
Aron Ehlers,2000194937.0,18.9,18.9,18.9,18.9,18.55,18.55,18.1,18.1,16.96,16.96
Sheldon Peltier,2000187635.0,19.3,19.3,19.3,19.3,18.15,18.15,17.8,17.8,17.29,17.29
Mouctar Diakhaby,48036643.0,16.95,16.95,16.95,16.95,16.2,16.2,16.45,16.45,16.08,16.08
Malcom,19229435.0,14.3,14.3,14.3,14.3,14.1,14.1,13.8,13.8,13.0,13.0
Nicolas Cozza,49037761.0,12.9,12.9,12.9,12.9,12.7,12.7,12.4,12.4,12.5,12.5
Rodri,67217524.0,13.8,13.8,13.8,13.8,12.1,12.1,13.0,13.0,12.33,12.33
Nico Serrano,67295206.0,18.65,18.65,18.65,18.65,17.35,17.35,18.2,18.2,16.46,16.46
Cristhian Mosquera,2000030816.0,15.6,15.6,15.6,15.6,15.3,15.3,14.8,14.8,15.0,15.0
Hugo Montañana,2000034349.0,19.2,19.2,19.2,19.2,18.0,18.0,18.4,18.4,17.0,17.0
Georges Teixeira,2000187375.0,17.0,17.0,17.0,17.0,15.9,15.9,16.0,16.0,15.75,15.75
Luís Pereira,2000188430.0,18.6,18.6,18.6,18.6,18.0,18.0,17.95,17.95,16.42,16.42
Adrian,2000193185.0,20.9,20.9,20.9,20.9,19.95,19.95,21.1,21.1,17.88,17.88
Josema,2000439264.0,10.5,10.5,10.5,10.5,11.2,11.2,10.4,10.4,11.25,11.25
