Player,UID,Acc,Agi,Pac,Wor,Jum,Fir,Dri,Cmp,Sta,Pos,Cnt,Fre,Cor,Fin,OtB,Pas,Tec,Ant,Dec,Lon,Fla,Tck,Hea,Agg,Bra,Bal,Str,Det,Mar,Vis,Tea,Cro,Ldr,Nat,L Th,Pen,Aer,Cmd,Com,Ecc,Han,Kic,Pun,1v1,Ref,TRO,Thr,Age
Gautier Larsonneur,85133818.0,16.0,14.0,17.5,17.5,18.0,18.0,13.0,19.5,17.5,14.0,15.0,14.5,9.0,2.5,2.5,16.0,17.5,22.0,17.5,2.0,15.0,4.0,2.0,5.5,14.0,20.5,16.5,18.0,2.5,17.5,17.5,2.5,20.5,19.0,2.0,5.5,11.0,14.0,14.0,12.0,13.0,12.0,8.0,17.0,16.0,14.0,15.0,31.0
Enrico Brancadori,2000436507.0,16.0,17.0,16.0,13.0,17.0,12.0,13.0,15.0,15.0,17.0,16.0,8.0,7.0,9.0,10.0,12.0,15.0,16.0,15.0,6.0,13.0,16.0,18.0,10.0,12.0,19.0,15.0,17.0,16.0,16.0,12.0,9.0,8.0,16.0,8.0,7.0,1.0,3.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,3.0,22.0
Rubén Iranzo,2000032467.0,21.5,22.5,21.5,20.0,14.0,13.0,13.5,18.0,23.0,16.0,24.0,7.5,12.0,15.0,16.5,14.0,15.5,21.0,20.0,14.0,15.0,16.0,16.0,8.0,18.0,24.0,13.0,12.0,14.0,20.0,15.5,14.0,9.5,20.0,9.0,12.0,2.0,3.5,3.0,3.0,2.5,3.0,5.0,4.5,3.0,2.5,1.0,25.0
Urko González de Zárate,2000058330.0,15.0,15.0,15.0,13.0,15.0,12.0,6.0,6.0,14.0,15.0,12.0,8.0,6.0,4.0,8.0,13.0,9.0,13.0,15.0,9.0,7.0,14.0,14.0,14.0,7.0,12.0,10.0,15.0,13.0,12.0,9.0,7.0,4.0,16.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,2.0,27.0
0,28100123.0,16.0,17.0,15.0,16.0,13.0,12.0,11.0,12.0,15.0,11.0,14.0,4.5,7.0,6.0,14.5,11.0,12.0,12.0,13.0,2.5,17.5,20.0,9.0,15.0,18.0,14.0,13.0,14.0,12.0,7.5,15.0,17.5,7.0,16.0,16.0,7.0,2.5,1.0,2.5,2.0,2.5,2.0,2.5,4.0,2.0,3.0,2.5,30.0
José Gayà,67178177.0,15.0,16.0,13.0,15.0,6.0,16.0,12.0,15.0,13.0,14.0,13.0,13.0,13.0,8.0,16.0,16.0,16.0,15.0,16.0,10.0,14.0,15.0,5.0,12.0,13.0,14.0,10.0,16.0,12.0,14.0,15.0,15.0,15.0,14.0,7.0,14.0,2.0,3.0,3.0,3.0,1.0,3.0,3.0,2.0,3.0,2.0,2.0,33.0
Orkun Kökçü,37061602.0,13.0,16.0,14.0,12.0,7.0,15.0,14.0,14.0,15.0,7.0,13.0,12.0,14.0,10.0,14.0,15.0,15.0,13.0,13.0,12.0,12.0,6.0,8.0,10.0,13.0,14.0,12.0,13.0,6.0,15.0,14.0,13.0,8.0,14.0,3.0,9.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,1.0,2.0,2.0,3.0,27.0
Damián Ribera,2000193186.0,14.0,27.0,15.0,15.0,5.0,18.0,13.0,19.0,15.0,11.5,14.5,7.0,11.5,11.0,16.0,17.0,17.0,19.5,26.5,9.0,15.0,10.0,11.0,6.0,13.0,16.0,8.0,17.0,11.5,15.0,19.0,10.0,19.5,21.0,7.0,10.5,2.5,4.0,2.5,2.0,2.5,6.0,2.0,4.0,2.5,2.5,2.5,23.0
Sérgio Mané,2000507867.0,13.0,15.0,14.0,12.0,11.0,15.0,14.0,13.0,13.0,11.0,12.0,13.0,11.0,10.0,14.0,17.0,15.0,13.0,17.0,13.0,12.0,7.0,9.0,11.0,9.0,17.0,10.0,15.0,7.0,18.0,12.0,9.0,11.0,13.0,6.0,10.0,3.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,3.0,1.0,4.0,20.0
Bartol Barišić,24065111.0,11.0,13.0,13.0,12.0,15.0,16.0,12.0,16.0,14.0,7.0,14.0,5.0,6.0,15.0,16.0,11.0,15.0,17.0,14.0,10.0,13.0,4.0,15.0,10.0,12.0,13.0,14.0,15.0,4.0,11.0,12.0,8.0,8.0,12.0,4.0,15.0,1.0,3.0,4.0,2.0,2.0,1.0,2.0,2.0,4.0,2.0,1.0,25.0
