Player,UID,AF,CF,DLF,F9,P,PF,TM
Gautier Larsonneur,85133818.0,14.5,13.2,16.75,14.7,14.5,13.5,13.55
Enrico Brancadori,2000436507.0,14.6,13.6,14.5,13.7,14.6,13.2,14.0
Rubén Iranzo,2000032467.0,19.65,16.4,17.5,17.15,19.65,17.5,16.2
Urko González de Zárate,2000058330.0,10.8,10.8,11.0,10.7,10.8,11.5,11.0
0,28100123.0,13.25,11.3,12.1,12.45,13.25,13.75,11.95
José Gayà,67178177.0,13.7,13.1,14.8,15.0,13.7,13.2,12.1
Orkun Kökçü,37061602.0,13.7,12.9,14.0,14.1,13.7,12.7,12.2
Damián Ribera,2000193186.0,16.55,14.75,17.2,16.8,16.55,13.85,14.05
Sérgio Mané,2000507867.0,13.6,13.3,14.9,14.9,13.6,12.2,12.8
Bartol Barišić,24065111.0,14.0,14.2,14.3,13.3,14.0,13.4,14.4
Gabriel Jesus,19220266.0,14.6,14.6,14.4,14.2,14.6,14.0,13.6
Predrag Rajković,62076152.0,14.7,13.75,15.7,13.25,14.7,15.45,15.35
Ivo Gujinović,2000565341.0,19.15,14.8,16.7,16.55,19.15,18.4,14.9
Morten Thorsby,53098756.0,18.3,16.25,15.55,14.6,18.3,20.0,17.75
Joaquín Salgado,2000272916.0,15.3,13.1,13.0,12.7,15.3,14.2,12.9
Aron Ehlers,2000194937.0,17.05,16.2,19.3,19.4,17.05,16.05,15.55
Sheldon Peltier,2000187635.0,18.6,17.1,19.9,19.25,18.6,17.85,16.7
Mouctar Diakhaby,48036643.0,16.5,15.5,16.85,15.25,16.5,17.25,15.65
Malcom,19229435.0,14.4,13.2,14.4,15.0,14.4,12.2,12.2
Nicolas Cozza,49037761.0,13.1,12.4,13.3,12.8,13.1,12.5,12.6
Rodri,67217524.0,12.5,12.8,14.0,13.1,12.5,12.2,13.0
Nico Serrano,67295206.0,18.8,17.1,18.7,19.5,18.8,16.05,16.5
Cristhian Mosquera,2000030816.0,16.05,13.9,15.8,14.2,16.05,15.6,14.35
Hugo Montañana,2000034349.0,17.4,16.25,17.6,18.55,17.4,16.8,14.2
Georges Teixeira,2000187375.0,15.2,15.85,16.65,15.55,15.2,16.7,15.15
Luís Pereira,2000188430.0,18.45,16.4,18.65,18.25,18.45,17.7,15.6
Adrian,2000193185.0,19.85,18.7,20.25,20.5,19.85,18.8,17.85
Josema,2000439264.0,11.3,10.0,10.9,9.9,11.3,11.8,11.8
