Player,UID,FB,WB,IWB,CWB,NNFB
Gaizka Casado,2000629746,10.6,10.0,11.7,11.08,9.3
Diego Le Coz,2000566166,9.7,10.0,10.6,11.0,10.9
Pablo Pérez,2000511072,8.0,8.5,7.0,9.46,7.3
Cédric Basile,2000506654,11.9,10.8,11.6,10.69,11.3
Michele Faraone,2000439673,9.2,9.4,9.1,9.92,8.8
Roberto Aizpurua,2000439253,8.8,9.3,8.2,9.46,8.4
Pavel Sedlacek,2000567549,8.5,8.8,7.8,9.31,7.3
Adriano Ferazzoli,2000506119,9.4,9.7,9.8,10.69,8.0
Jason Faltermeier,2000435779,10.9,9.6,11.4,10.77,11.0
Nacer Brahimi,2000199524,11.0,9.5,10.7,9.31,12.5
Moussa Aboua,2000188777,9.4,8.8,9.0,9.85,8.4
Álejandro Gándara,2000737996,9.0,9.5,7.9,9.92,7.1
Vladimir Weber,2000709956,11.5,10.8,11.1,10.77,11.1
Lukas Majernik,2000709581,9.7,10.7,10.1,11.31,8.6
José Ángel Mansilla,2000631647,11.8,10.6,11.7,10.62,12.5
Frédéric Pelletier,2000573450,8.8,9.7,8.4,10.46,7.2
Pepe Martí,2000509918,11.2,10.0,11.0,9.92,10.8
Sebastian Stefansen,2000506681,8.0,8.7,6.9,9.15,6.8
Jonay,2000570836,11.9,10.1,11.4,10.46,12.5
Erik Kurdov,2000566868,12.0,10.1,10.8,9.23,12.6
Hervé Alves,2000566859,9.9,10.4,8.9,10.85,8.4
Cédric Picard,2000566055,11.3,9.5,10.2,8.92,12.0
Diego Sarriegi,2000439257,8.4,9.0,8.2,9.23,7.6
Juraj Horvath,2000189395,8.3,8.2,9.2,9.54,8.1
William Christoffersen,2000659946,8.3,5.5,8.1,6.08,8.4
Evangelos Alexopoulos,2000658599,8.9,10.3,8.1,10.54,7.9
Asgeir Granås,2000657174,11.2,10.3,10.3,10.08,11.5
Aitor Morcillo,2000631374,12.3,10.8,11.2,10.77,11.2
Juan Manuel,2000629223,8.4,5.9,8.7,5.92,8.8
Ruymán,2000442664,10.7,10.8,10.3,10.92,9.7
Iñaki Vélez,2000439250,11.5,10.3,10.6,9.54,11.8
Ramazan Cengiz,2000435409,8.4,8.9,8.2,9.31,7.4
Héctor Otiniano,2000647504,12.0,10.6,11.0,10.77,10.5
Jorge,2000571911,12.1,10.6,12.1,11.08,12.1
Armando D'Amato,2000567834,12.1,10.6,11.5,10.23,12.3
Cláudio Mendes,2000565719,10.1,7.2,9.3,7.62,9.8
Emanuel Busnja,2000567525,7.0,5.3,7.4,5.62,6.9
Mikel Oyarzun,2000439254,10.7,8.9,10.3,9.31,11.6
