Player,UID,DLP,Regista,BWM,BBM,CM,AP,Mezzala,Carrilero
Gaizka Casado,2000629746,12.8,12.2,9.8,12.9,13.2,12.8,13.4,11.9
Diego Le Coz,2000566166,12.5,12.2,11.2,12.1,12.1,12.7,13.0,11.0
Pablo Pérez,2000511072,9.5,8.7,8.4,10.3,9.9,10.6,10.9,8.2
Cédric Basile,2000506654,12.3,11.2,11.6,12.0,12.3,11.2,11.3,12.1
Michele Faraone,2000439673,10.6,9.9,9.5,11.1,11.2,11.8,12.1,9.9
Roberto Aizpurua,2000439253,9.8,9.3,9.1,10.3,9.9,10.9,11.1,9.1
Pavel Sedlacek,2000567549,9.3,8.9,7.7,9.9,9.6,10.3,10.3,8.2
Adriano Ferazzoli,2000506119,10.9,10.9,8.7,12.2,12.1,11.9,12.4,10.7
Jason Faltermeier,2000435779,12.9,11.7,12.1,13.2,13.7,12.4,13.7,12.4
Nacer Brahimi,2000199524,10.8,9.8,12.2,10.2,10.3,9.6,9.7,10.8
Moussa Aboua,2000188777,11.8,10.5,9.7,11.8,12.0,12.3,12.3,10.1
Álejandro Gándara,2000737996,9.1,8.9,8.1,10.7,10.1,10.5,11.3,9.2
Vladimir Weber,2000709956,11.5,10.6,11.0,11.9,11.9,10.8,11.5,11.4
Lukas Majernik,2000709581,11.1,11.9,8.9,11.4,11.4,12.8,13.7,10.5
José Ángel Mansilla,2000631647,10.9,10.5,12.1,10.8,11.1,10.8,10.8,11.9
Frédéric Pelletier,2000573450,10.2,10.5,7.4,10.3,10.0,12.0,12.2,8.9
Pepe Martí,2000509918,11.6,10.1,11.0,10.7,11.2,10.4,10.6,11.0
Sebastian Stefansen,2000506681,8.7,8.2,7.0,9.6,9.2,10.1,10.6,7.6
Jonay,2000570836,11.9,11.2,12.7,11.9,11.6,10.7,10.6,12.4
Erik Kurdov,2000566868,9.1,8.0,12.6,9.7,10.0,7.7,7.8,11.3
Hervé Alves,2000566859,10.0,10.0,8.6,11.1,10.5,11.2,11.7,9.7
Cédric Picard,2000566055,9.5,8.5,12.2,10.0,9.9,8.3,8.1,11.0
Diego Sarriegi,2000439257,10.0,10.0,8.0,9.5,9.7,10.8,11.4,8.6
Juraj Horvath,2000189395,10.7,10.7,8.7,11.3,11.3,11.5,12.0,10.1
William Christoffersen,2000659946,9.2,8.2,9.0,8.8,9.3,8.8,8.9,9.2
Evangelos Alexopoulos,2000658599,8.5,9.3,8.3,9.8,9.3,10.6,10.5,8.6
Asgeir Granås,2000657174,9.6,9.2,11.1,9.7,9.9,9.2,9.4,10.3
Aitor Morcillo,2000631374,11.3,10.1,12.1,11.8,12.0,10.2,10.5,12.3
Juan Manuel,2000629223,9.3,7.8,9.5,8.2,9.4,8.0,8.4,9.1
Ruymán,2000442664,10.5,10.5,10.3,11.8,11.6,11.3,11.3,11.0
Iñaki Vélez,2000439250,8.9,8.4,12.1,10.1,10.1,8.2,8.8,11.2
Ramazan Cengiz,2000435409,9.3,9.8,7.7,9.7,9.4,10.9,11.3,8.3
Héctor Otiniano,2000647504,12.0,10.8,11.5,12.4,12.6,10.7,11.2,12.3
Jorge,2000571911,11.0,10.7,12.3,12.5,12.3,10.2,11.2,12.8
Armando D'Amato,2000567834,10.7,9.9,12.4,11.0,11.3,9.4,9.9,11.7
Cláudio Mendes,2000565719,10.5,8.8,10.8,10.0,10.6,8.1,8.5,10.8
Emanuel Busnja,2000567525,8.8,7.9,7.2,7.0,8.3,7.9,8.7,7.6
Mikel Oyarzun,2000439254,10.4,9.0,12.0,11.2,11.6,8.0,8.5,11.3
