Player,UID,Aerial,Awareness,Clearing,Closing,Control,Creativity,Crossing,Decision,Defensive,Dribbling,Focus,Endeavour,Intelligence,Marking,Mobility,Movement,Off The Ball,Passing,Physical,Shooting,Tackling
Arnau Tenas,67265794.0,16.5,8.5,2.0,10.5,11.25,12.0,9.333333333333334,9.5,10.5,7.25,10.5,12.0,10.0,8.5,11.25,10.166666666666666,2.0,13.0,10.0,6.166666666666667,2.0
Ismael Casas,67271373.0,7.0,11.333333333333334,10.0,13.0,11.75,12.0,13.166666666666666,13.5,13.0,11.75,13.75,14.0,11.6,13.0,14.5,13.0,11.0,13.0,11.0,9.0,12.0
Lovre Vujčić,2000188309.0,16.0,10.666666666666666,12.0,10.5,10.0,10.333333333333334,9.0,11.5,10.5,9.5,10.5,13.75,10.4,11.333333333333334,13.75,11.333333333333334,6.0,11.0,13.0,7.666666666666667,16.0
Ulises Campus,2000273292.0,12.5,13.5,10.5,13.0,12.0,12.333333333333334,9.666666666666666,15.25,13.0,10.5,12.0,12.25,12.3,13.166666666666666,12.5,15.5,7.0,11.5,12.25,9.166666666666666,16.0
Jorge Cuenca,67248170.0,15.0,11.0,15.0,13.5,12.75,11.666666666666666,10.5,12.5,13.5,9.75,12.75,13.5,11.0,13.333333333333334,13.5,12.666666666666666,5.0,12.5,13.0,9.0,14.0
Antonio Raúl Escuín,2000440594.0,16.0,9.666666666666666,11.0,13.0,10.25,12.666666666666666,10.5,14.0,13.0,8.75,12.75,13.0,11.0,13.0,13.75,13.333333333333334,7.0,11.5,12.5,9.333333333333334,15.0
Serafín,2000512562.0,15.0,9.5,8.0,10.0,14.5,13.0,14.0,11.0,10.0,14.75,11.5,10.25,11.4,10.5,17.25,10.833333333333334,13.5,15.5,14.75,12.0,7.0
Iván Martínez,2000510865.0,11.0,11.166666666666666,10.0,11.5,10.25,10.666666666666666,12.166666666666666,13.25,11.5,8.5,13.25,15.5,10.4,11.333333333333334,14.0,13.333333333333334,9.5,12.75,12.75,10.833333333333334,12.0
Félix,2000192673.0,12.0,13.833333333333334,10.0,11.75,14.75,13.333333333333334,12.166666666666666,13.25,11.75,13.0,11.75,11.375,13.8,11.833333333333334,12.875,13.0,12.5,13.5,11.0,11.0,10.0
Luis Suárez,76046285.0,13.0,12.333333333333334,13.0,9.5,13.0,14.0,12.333333333333334,11.5,9.5,12.5,12.25,16.0,12.8,7.833333333333333,14.75,12.666666666666666,16.0,12.5,13.5,12.666666666666666,6.0
Jose Luis,2000438355.0,14.0,15.5,11.0,12.0,15.0,16.833333333333332,14.666666666666666,17.5,12.0,15.5,12.0,12.0,16.3,11.0,14.625,16.833333333333332,13.0,16.5,13.5,13.0,10.0
Cristian Manea,57120897.0,12.0,11.5,11.0,12.75,11.0,10.333333333333334,12.833333333333334,11.75,12.75,9.0,12.75,13.5,10.8,12.833333333333334,14.0,11.666666666666666,9.5,12.25,13.5,9.833333333333334,14.0
Cristian Rivero,67246343.0,12.5,12.0,2.5,10.5,6.25,9.5,5.666666666666667,13.75,10.5,4.0,12.0,10.5,10.7,7.833333333333333,11.5,12.833333333333334,3.0,7.5,8.5,2.6666666666666665,3.5
Olmo,2000512864.0,8.0,13.5,9.0,12.75,12.25,10.666666666666666,9.666666666666666,13.75,12.75,10.5,12.25,13.125,11.8,12.166666666666666,14.75,13.666666666666666,10.5,11.25,14.0,7.666666666666667,13.0
Antonio Javier García,2000571328.0,7.0,11.333333333333334,12.0,11.5,14.5,14.166666666666666,12.333333333333334,12.0,11.5,15.0,12.0,11.625,12.7,9.666666666666666,15.25,12.333333333333334,12.0,13.0,14.0,13.5,3.5
Eugenio Caínzos,2000630560.0,5.0,12.333333333333334,10.0,9.25,16.75,12.833333333333334,14.5,11.75,9.25,12.75,9.25,12.5,12.9,8.166666666666666,14.5,11.5,11.0,17.25,12.5,10.333333333333334,6.0
Saúl Salcedo,79026928.0,13.0,11.5,16.0,13.0,10.25,13.0,9.5,13.0,13.0,8.5,13.0,13.25,11.6,13.333333333333334,11.375,13.833333333333334,11.5,10.0,11.5,6.0,15.0
Domingo Funcasta,2000510087.0,12.0,14.166666666666666,14.0,7.5,11.5,12.833333333333334,11.333333333333334,17.0,7.5,13.75,10.0,10.625,14.1,7.333333333333333,14.125,14.833333333333334,13.5,11.25,10.5,9.666666666666666,7.0
Moussa Djenepo,6601602.0,8.0,9.833333333333334,7.0,10.0,13.25,10.666666666666666,12.833333333333334,12.25,10.0,12.5,11.75,12.375,10.8,8.666666666666666,15.0,10.666666666666666,10.5,12.25,13.75,9.5,4.0
Jesse Lingard,28047560.0,5.0,13.666666666666666,3.0,9.0,14.0,13.166666666666666,12.0,14.75,9.0,12.5,12.0,14.0,13.3,7.166666666666667,9.875,14.5,18.0,13.0,7.25,11.5,7.5
Denis Vavro,63025710.0,16.0,13.333333333333334,15.0,12.25,8.75,11.166666666666666,6.666666666666667,13.75,12.25,6.5,13.0,13.875,11.7,13.166666666666666,13.25,14.166666666666666,13.0,8.0,14.5,9.166666666666666,16.0
