Player,UID,GK,DRL,DC,WBRL,DM,MRL,MC,AMRL,AMC,SC
Arnau Tenas,67265794.0,1088.5,1158.5,1388.0,1098.5,1258.5,1090.0,1302.5,1200.0,1257.0,1381.5
Ismael Casas,67271373.0,1237.5,1478.5,1631.0,1473.0,1613.5,1526.0,1701.0,1724.0,1677.0,1868.0
Lovre Vujčić,2000188309.0,843.0,1042.0,1259.0,994.0,1147.0,983.0,1154.0,1115.0,1108.0,1284.0
Ulises Campus,2000273292.0,1246.0,1449.5,1763.0,1367.5,1592.0,1358.5,1581.0,1533.5,1525.5,1752.0
Jorge Cuenca,67248170.0,1185.0,1429.5,1657.5,1381.0,1582.5,1403.0,1634.5,1581.5,1583.5,1798.0
Antonio Raúl Escuín,2000440594.0,1308.0,1486.0,1728.0,1421.5,1609.0,1430.5,1628.5,1601.5,1588.5,1808.5
Serafín,2000512562.0,1088.0,1357.0,1565.5,1347.5,1507.5,1408.5,1596.5,1588.5,1565.0,1793.0
Iván Martínez,2000510865.0,1136.0,1378.5,1600.5,1340.0,1557.0,1371.0,1591.0,1508.0,1503.0,1724.0
Félix,2000192673.0,1022.0,1332.5,1520.5,1316.0,1536.5,1381.5,1630.0,1527.5,1579.5,1767.0
Luis Suárez,76046285.0,990.0,1154.0,1331.5,1131.5,1285.5,1190.0,1337.5,1331.0,1319.0,1601.5
Jose Luis,2000438355.0,1166.0,1355.0,1610.0,1299.0,1541.0,1345.0,1556.5,1488.0,1508.0,1727.5
Cristian Manea,57120897.0,1157.0,1419.0,1601.0,1404.0,1560.5,1451.0,1627.5,1627.5,1597.0,1830.5
Cristian Rivero,67246343.0,993.0,1043.5,1227.0,986.0,1152.5,1007.0,1197.0,1135.5,1168.0,1251.5
Olmo,2000512864.0,1197.0,1404.5,1616.0,1369.5,1518.5,1383.0,1559.0,1579.0,1548.5,1788.0
Antonio Javier García,2000571328.0,1072.0,1291.0,1434.0,1289.5,1436.0,1363.0,1540.0,1546.0,1516.0,1780.5
Eugenio Caínzos,2000630560.0,1017.0,1244.0,1373.0,1263.5,1379.0,1342.5,1503.5,1523.5,1515.0,1703.5
Saúl Salcedo,79026928.0,1143.0,1315.0,1577.0,1251.5,1447.0,1262.0,1464.0,1400.5,1390.5,1654.5
Domingo Funcasta,2000510087.0,1017.0,1258.0,1398.5,1253.0,1412.5,1345.5,1513.5,1508.5,1498.0,1703.0
Moussa Djenepo,6601602.0,1069.0,1222.0,1335.0,1224.5,1343.5,1321.0,1461.0,1474.0,1441.5,1639.0
Jesse Lingard,28047560.0,919.0,1114.0,1189.0,1121.5,1313.5,1200.0,1413.0,1316.0,1353.5,1503.5
Denis Vavro,63025710.0,1180.0,1397.0,1662.5,1334.5,1549.0,1334.0,1574.0,1501.5,1521.0,1792.5
Alberto Quintana,67280840.0,1112.0,1392.5,1702.5,1344.5,1541.0,1374.0,1595.0,1555.0,1558.5,1857.5
Edimilson Fernandes,98030084.0,1021.0,1281.5,1534.5,1250.5,1432.5,1294.0,1488.5,1445.0,1442.5,1693.0
José María Garai,2000437777.0,1040.5,1282.0,1456.5,1272.5,1436.0,1339.5,1533.5,1507.5,1517.5,1723.0
Can Balcı,2000566216.0,1107.0,1298.5,1529.0,1229.5,1443.5,1218.5,1443.0,1371.0,1385.0,1586.5
0,2000606148.0,965.0,1212.0,1227.5,1243.5,1268.0,1354.5,1479.5,1569.5,1516.0,1712.5
Migue Ortiz,2000630559.0,790.0,995.0,1102.0,998.0,1138.0,1055.0,1226.0,1191.0,1203.0,1368.0
