Player,UID,DLP,Regista,BWM,BBM,CM,AP,Mezzala,Carrilero
Arnau Tenas,67265794.0,15.75,14.2,14.1,14.5,15.35,13.3,13.95,14.75
Ismael Casas,67271373.0,17.75,17.35,17.65,18.1,17.9,17.8,17.55,18.05
Lovre Vujčić,2000188309.0,10.8,9.8,13.4,11.5,11.8,9.7,10.5,12.7
Ulises Campus,2000273292.0,18.15,15.15,18.5,17.8,17.85,14.75,14.75,18.25
Jorge Cuenca,67248170.0,17.25,15.5,17.5,17.0,17.7,16.0,16.2,17.75
Antonio Raúl Escuín,2000440594.0,16.65,15.2,17.75,16.7,16.65,15.85,15.6,17.55
Serafín,2000512562.0,15.1,15.75,13.8,15.95,15.4,16.95,18.55,15.1
Iván Martínez,2000510865.0,16.7,15.4,19.8,17.7,17.0,15.95,15.45,18.7
Félix,2000192673.0,18.65,17.4,14.7,17.65,18.3,19.1,18.85,16.4
Luis Suárez,76046285.0,13.4,13.9,14.35,14.0,13.5,14.5,14.7,13.75
Jose Luis,2000438355.0,18.75,16.2,15.7,17.25,17.35,17.6,17.75,17.15
Cristian Manea,57120897.0,16.65,16.35,17.4,16.4,16.6,16.8,16.0,16.65
Cristian Rivero,67246343.0,14.65,12.5,12.5,12.2,13.65,12.4,12.5,13.6
Olmo,2000512864.0,16.4,14.45,17.7,16.8,16.4,15.25,16.2,16.65
Antonio Javier García,2000571328.0,15.65,15.25,14.95,16.9,16.65,16.3,17.1,15.55
Eugenio Caínzos,2000630560.0,16.3,15.25,12.7,16.0,16.0,16.75,17.25,13.7
Saúl Salcedo,79026928.0,16.3,16.0,18.0,16.85,16.1,15.7,15.85,17.5
Domingo Funcasta,2000510087.0,16.5,15.05,13.35,16.25,16.35,17.2,17.35,14.75
Moussa Djenepo,6601602.0,15.5,14.95,13.25,15.0,14.9,16.7,16.8,13.6
Jesse Lingard,28047560.0,17.95,17.45,16.8,19.0,17.75,16.75,17.05,17.55
Denis Vavro,63025710.0,15.8,14.5,19.15,16.5,16.0,14.6,15.2,17.25
Alberto Quintana,67280840.0,18.15,15.95,16.3,18.05,17.75,16.3,16.6,17.1
Edimilson Fernandes,98030084.0,16.8,16.25,15.0,16.8,16.2,15.65,16.05,15.85
José María Garai,2000437777.0,16.95,15.75,14.05,17.1,17.0,17.65,17.05,14.8
Can Balcı,2000566216.0,15.85,14.65,17.2,16.1,16.1,14.25,15.2,17.25
0,2000606148.0,13.4,12.45,11.9,14.75,14.95,15.1,15.85,12.4
Migue Ortiz,2000630559.0,12.7,12.4,10.9,13.0,13.3,13.5,14.2,12.1
