Player,UID,AML,AMR,IW_AML,IW_AMR,W_AML,W_AMR,IF_AML,IF_AMR,WG_AML,WG_AMR
Arnau Tenas,67265794.0,13.15,13.15,13.15,13.15,10.5,10.5,12.35,12.35,10.96,10.96
Ismael Casas,67271373.0,17.9,17.9,17.9,17.9,18.9,18.9,17.5,17.5,17.17,17.17
Lovre Vujčić,2000188309.0,10.9,10.9,10.9,10.9,11.3,11.3,10.6,10.6,11.75,11.75
Ulises Campus,2000273292.0,15.55,15.55,15.55,15.55,14.75,14.75,15.15,15.15,15.04,15.04
Jorge Cuenca,67248170.0,16.4,16.4,16.4,16.4,15.0,15.0,15.85,15.85,15.0,15.0
Antonio Raúl Escuín,2000440594.0,15.5,15.5,15.5,15.5,15.3,15.3,15.55,15.55,15.0,15.0
Serafín,2000512562.0,17.15,17.15,17.15,17.15,18.6,18.6,16.65,16.65,17.42,17.42
Iván Martínez,2000510865.0,15.75,15.75,15.75,15.75,16.0,16.0,16.6,16.6,15.08,15.08
Félix,2000192673.0,18.8,18.8,18.8,18.8,16.1,16.1,17.6,17.6,15.25,15.25
Luis Suárez,76046285.0,14.2,14.2,14.2,14.2,14.1,14.1,14.6,14.6,13.92,13.92
Jose Luis,2000438355.0,16.1,16.1,16.1,16.1,15.4,15.4,15.7,15.7,14.92,14.92
Cristian Manea,57120897.0,15.85,15.85,15.85,15.85,17.05,17.05,15.65,15.65,16.12,16.12
Cristian Rivero,67246343.0,11.35,11.35,11.35,11.35,10.1,10.1,9.65,9.65,10.17,10.17
Olmo,2000512864.0,15.4,15.4,15.4,15.4,16.9,16.9,15.1,15.1,16.04,16.04
Antonio Javier García,2000571328.0,17.5,17.5,17.5,17.5,18.9,18.9,17.65,17.65,17.33,17.33
Eugenio Caínzos,2000630560.0,16.2,16.2,16.2,16.2,16.35,16.35,15.65,15.65,15.33,15.33
Saúl Salcedo,79026928.0,15.5,15.5,15.5,15.5,15.1,15.1,15.4,15.4,15.0,15.0
Domingo Funcasta,2000510087.0,17.2,17.2,17.2,17.2,17.65,17.65,16.15,16.15,16.88,16.88
Moussa Djenepo,6601602.0,15.6,15.6,15.6,15.6,17.1,17.1,15.4,15.4,15.5,15.5
Jesse Lingard,28047560.0,18.15,18.15,18.15,18.15,17.4,17.4,18.3,18.3,15.17,15.17
Denis Vavro,63025710.0,14.95,14.95,14.95,14.95,15.6,15.6,14.65,14.65,15.58,15.58
Alberto Quintana,67280840.0,16.95,16.95,16.95,16.95,16.3,16.3,16.45,16.45,17.21,17.21
Edimilson Fernandes,98030084.0,16.3,16.3,16.3,16.3,16.15,16.15,16.15,16.15,16.12,16.12
José María Garai,2000437777.0,16.8,16.8,16.8,16.8,15.45,15.45,15.95,15.95,14.75,14.75
Can Balcı,2000566216.0,15.1,15.1,15.1,15.1,13.25,13.25,14.6,14.6,13.12,13.12
0,2000606148.0,15.5,15.5,15.5,15.5,19.7,19.7,14.15,14.15,19.21,19.21
Migue Ortiz,2000630559.0,13.8,13.8,13.8,13.8,12.8,12.8,13.2,13.2,12.0,12.0
