Player,UID,CD,BPD,NNCB,Lib
Arnau Tenas,67265794.0,12.85,13.75,13.75,12.95
Ismael Casas,67271373.0,14.35,13.9,14.5,15.8
Lovre Vujčić,2000188309.0,13.4,12.7,13.2,11.1
Ulises Campus,2000273292.0,18.95,16.35,17.5,15.6
Jorge Cuenca,67248170.0,15.95,16.1,16.25,15.2
Antonio Raúl Escuín,2000440594.0,16.35,15.15,16.2,14.25
Serafín,2000512562.0,12.35,13.35,12.95,14.8
Iván Martínez,2000510865.0,16.2,15.5,16.95,15.45
Félix,2000192673.0,13.35,14.0,13.3,17.05
Luis Suárez,76046285.0,13.05,12.85,13.35,12.95
Jose Luis,2000438355.0,15.6,14.7,14.5,15.2
Cristian Manea,57120897.0,15.4,14.95,15.55,15.4
Cristian Rivero,67246343.0,11.6,11.2,11.35,10.85
Olmo,2000512864.0,16.35,14.2,15.7,14.75
Antonio Javier García,2000571328.0,11.9,11.5,11.5,13.05
Eugenio Caínzos,2000630560.0,10.65,11.35,11.1,13.65
Saúl Salcedo,79026928.0,17.2,16.15,17.2,15.75
Domingo Funcasta,2000510087.0,12.3,11.2,10.85,13.1
Moussa Djenepo,6601602.0,11.3,10.45,10.7,12.45
Jesse Lingard,28047560.0,12.2,11.1,11.65,15.85
Denis Vavro,63025710.0,18.2,16.3,17.8,15.4
Alberto Quintana,67280840.0,17.35,16.35,16.5,15.75
Edimilson Fernandes,98030084.0,15.2,14.75,14.75,15.7
José María Garai,2000437777.0,12.3,12.3,12.6,14.4
Can Balcı,2000566216.0,16.5,15.4,15.6,15.2
0,2000606148.0,9.35,8.65,8.5,9.55
Migue Ortiz,2000630559.0,9.5,10.4,9.2,11.6
