Player,UID,CD,BPD,NNCB,Lib
Sergi Pascual,2000196434,13.7,13.9,13.4,14.3
António Silva,83320135,13.4,13.7,13.7,12.6
David Carmo,83111598,14.4,14.0,14.2,13.0
Mikel Oyarzábal,67220143,12.7,13.2,12.7,14.6
Gaetano Oristanio,43425611,10.0,10.9,9.5,12.3
Adam Hlozek,31041522,10.2,10.7,10.6,10.3
Scott Diaz,2000706461,11.0,10.9,11.2,11.9
John Bueno,2000419425,9.9,11.1,9.5,13.1
Luka Bransteter,2000054638,11.1,10.7,11.3,11.2
William Saliba,49039004,14.7,14.1,14.5,12.9
Tibo De Vos,2000663034,9.5,10.3,9.3,11.3
Özgün Karatepe,2000631119,12.9,12.1,12.9,11.3
Ignacio Vallina,2000570634,14.1,13.9,13.9,14.3
Alen Bartolović,2000506471,7.7,8.2,7.4,8.6
Paweł Brzyski,2000433744,12.7,12.4,12.3,12.7
Ayrton Tallura,2000274550,9.5,10.4,9.8,12.7
Renato Pereira,2000190646,12.3,12.2,12.1,12.5
José Gragera,67263880,13.4,13.6,13.4,13.1
Álex Remiro,67183918,9.7,9.8,9.2,9.5
Gabriel Martinelli,19351309,11.2,11.2,11.0,11.9
Piotr Jabłoński,2000623979,10.6,10.6,9.6,11.6
Pablo,2000572050,9.5,10.9,9.3,11.9
Vicente,2000571659,8.1,8.1,8.0,9.2
Matthias Hasa,2000568032,8.6,10.1,8.4,10.6
Manuel Bosch,2000514796,9.7,11.0,9.8,12.1
Harald Klingmann,2000504134,12.9,12.0,12.6,11.2
Aritz García,2000439255,13.5,12.0,13.3,10.1
John Damiano,2000435431,13.0,12.3,12.5,12.7
Kai Ocaña,2000194470,10.4,10.2,10.9,11.0
Denis Zakaria,98034601,13.5,13.2,14.0,13.3
Robin Le Normand,48037162,14.8,14.6,14.8,12.9
Brandon Williams,28115834,12.6,12.1,12.9,12.1
Francesco Zamuner,2000626880,11.1,11.0,11.4,12.0
Felipe,2000510074,10.7,10.4,10.4,10.3
Lukas Mohr,2000432897,13.0,12.9,12.6,12.3
Kim Christian Høyenhall,2000182998,9.1,9.9,9.1,9.5
Koldo Valencia,2000663358,8.7,8.4,8.6,9.9
Souza,2000607666,14.8,14.3,14.7,13.8
Agustín Kranevitter,2000612966,8.8,8.9,9.0,8.3
Antonio Navarro,2000571902,10.5,9.0,10.1,9.8
Stefán Þór Jónsson,2000531873,12.6,11.9,12.9,10.6
Ronald Woudenberg,2000633117,7.5,7.5,7.9,7.4
