Player,UID,Defending,Physical,Speed,Vision,Attacking,Technical,Aerial,Mental
Sergi Pascual,2000196434,13.33,15.25,13.5,11.67,14.0,13.67,14.0,13.17
António Silva,83320135,15.33,14.0,17.0,9.67,8.67,7.33,13.5,12.5
David Carmo,83111598,13.33,13.75,13.0,11.67,11.0,11.33,14.5,13.83
Mikel Oyarzábal,67220143,12.0,14.0,13.5,14.67,15.67,15.33,11.5,14.33
Gaetano Oristanio,43425611,7.33,14.0,14.5,13.67,13.67,14.67,10.0,12.33
Adam Hlozek,31041522,6.33,14.25,16.0,12.67,13.33,13.33,12.0,11.5
Scott Diaz,2000706461,9.33,11.0,13.5,11.33,11.0,12.0,11.0,14.0
John Bueno,2000419425,9.0,17.5,14.0,14.67,14.67,16.33,6.5,12.5
Luka Bransteter,2000054638,6.33,14.25,15.0,11.67,15.0,13.67,13.0,13.67
William Saliba,49039004,13.67,15.5,15.0,12.33,10.33,11.33,15.5,14.0
Tibo De Vos,2000663034,7.0,13.5,16.0,12.33,12.67,14.0,10.0,11.83
Özgün Karatepe,2000631119,12.67,12.75,14.0,8.33,9.0,10.33,10.5,14.17
Ignacio Vallina,2000570634,13.33,14.5,14.5,15.0,10.67,14.0,13.5,15.67
Alen Bartolović,2000506471,4.67,13.5,14.0,10.33,12.33,13.0,12.5,9.0
Paweł Brzyski,2000433744,10.0,13.75,14.5,12.67,11.67,12.33,14.0,14.5
Ayrton Tallura,2000274550,7.0,13.5,13.5,16.0,11.0,17.33,8.5,12.33
Renato Pereira,2000190646,12.0,15.0,13.0,12.33,9.67,11.33,11.0,13.83
José Gragera,67263880,12.33,12.0,12.0,12.0,10.0,13.0,15.0,13.67
Álex Remiro,67183918,6.0,11.25,11.5,10.33,6.0,9.0,9.0,12.67
Gabriel Martinelli,19351309,6.0,13.25,16.0,14.33,13.67,14.67,13.0,14.33
Piotr Jabłoński,2000623979,12.0,14.25,15.0,11.67,10.0,12.0,5.5,13.5
Pablo,2000572050,8.67,15.0,16.0,12.33,12.0,14.67,10.0,9.83
Vicente,2000571659,5.33,12.75,15.5,11.0,11.0,12.33,8.5,10.67
Matthias Hasa,2000568032,5.33,13.75,15.0,14.33,9.67,16.0,10.0,10.83
Manuel Bosch,2000514796,10.33,13.25,15.5,12.33,11.33,13.0,9.5,9.83
Harald Klingmann,2000504134,12.67,13.0,13.0,8.67,8.33,10.67,13.0,13.0
Aritz García,2000439255,13.0,13.75,12.0,9.0,7.0,7.0,13.0,13.33
John Damiano,2000435431,13.67,13.75,13.0,12.0,8.0,10.67,6.5,16.17
Kai Ocaña,2000194470,8.33,15.0,15.5,10.0,10.33,14.0,10.5,12.83
Denis Zakaria,98034601,13.33,14.0,14.0,11.67,11.33,12.33,13.0,13.83
Robin Le Normand,48037162,14.67,13.75,13.5,12.33,8.33,11.33,15.0,14.17
Brandon Williams,28115834,12.33,13.5,15.5,12.67,11.67,12.67,10.5,14.0
Francesco Zamuner,2000626880,10.67,11.75,12.0,9.0,10.0,12.67,9.5,13.33
Felipe,2000510074,8.0,15.25,13.0,12.0,12.33,11.67,12.0,12.33
Lukas Mohr,2000432897,14.0,14.0,14.5,10.0,8.33,11.33,13.0,13.17
Kim Christian Høyenhall,2000182998,6.67,12.5,10.5,7.33,4.67,8.33,8.5,11.0
Koldo Valencia,2000663358,7.67,11.0,14.5,11.67,10.67,12.67,6.5,12.0
Souza,2000607666,15.0,15.5,14.0,11.67,9.67,11.0,15.0,15.33
Agustín Kranevitter,2000612966,6.0,12.25,7.5,7.67,4.33,6.0,9.0,12.0
Antonio Navarro,2000571902,9.67,13.0,14.5,10.67,6.67,9.67,6.5,14.17
Stefán Þór Jónsson,2000531873,13.0,12.0,11.0,8.67,6.67,8.0,12.0,12.33
Ronald Woudenberg,2000633117,6.33,10.5,9.5,6.0,4.0,4.33,7.0,10.5
