Player,UID,GK,DRL,DC,WBRL,DM,MRL,MC,AMRL,AMC,SC
Pablo,2000193992.0,834.0,877.0,1031.0,834.0,938.0,823.0,967.0,928.0,947.0,1033.0
Alejandro Francés,67281886.0,1221.5,1448.0,1667.0,1404.0,1604.5,1434.5,1643.5,1614.5,1599.5,1808.5
Arkadiusz Marciniak,2000232548.0,1241.5,1471.0,1723.5,1414.0,1598.5,1404.5,1606.5,1598.5,1568.0,1822.5
Quique Clemente,67246261.0,1241.5,1479.5,1700.5,1458.0,1659.0,1501.5,1723.0,1687.5,1683.5,1889.5
Eric Kahl,93142833.0,1207.5,1458.0,1627.5,1454.5,1609.0,1501.5,1692.0,1694.5,1673.0,1873.5
Ismaïla Sarr,48042766.0,923.0,1089.0,1233.5,1080.5,1213.5,1142.0,1277.5,1291.0,1272.0,1492.5
Francho,67278162.0,1200.0,1465.0,1741.0,1430.0,1620.0,1446.0,1677.5,1647.0,1637.0,1920.5
Renato Adriano,2000411533.0,1167.5,1435.0,1680.5,1402.0,1583.0,1415.0,1658.0,1587.0,1629.0,1854.5
Ruben Vargas,98041215.0,951.5,1159.0,1318.5,1135.0,1322.5,1201.5,1365.0,1335.5,1333.0,1537.5
Javi Mas,2000511079.0,1154.5,1435.5,1689.5,1413.5,1587.0,1466.5,1664.5,1667.5,1650.0,1949.5
Jorge Cañadas,2000511078.0,1064.0,1300.5,1490.5,1289.0,1438.0,1363.5,1561.5,1535.5,1523.5,1819.5
Martín Merino,2000201919.0,1011.5,940.0,1165.5,831.0,1008.0,828.5,991.0,878.5,963.0,1040.5
Óscar Gil,67227188.0,1192.0,1439.5,1616.5,1432.5,1568.5,1451.5,1640.5,1647.0,1593.0,1785.0
Dídac,2000437768.0,862.0,1051.0,1220.0,1028.0,1173.0,1057.0,1240.0,1198.0,1220.0,1451.0
Fernando Silva,2000439540.0,1105.5,1370.0,1464.0,1382.5,1531.5,1488.5,1641.5,1686.5,1664.0,1938.0
Luis Carbonell,95078291.0,1040.5,1204.5,1385.5,1178.0,1362.5,1245.5,1402.5,1381.5,1379.0,1608.0
Alejandro Balde,67296654.0,1157.0,1411.0,1565.5,1420.5,1581.5,1498.5,1661.5,1698.5,1653.0,1890.5
Carles Aleñá,67213011.0,1047.0,1272.5,1396.5,1282.0,1479.5,1384.5,1606.0,1518.0,1566.5,1760.0
Malcom,19229435.0,813.0,1007.5,1087.0,1032.0,1138.5,1121.5,1247.5,1266.5,1262.5,1446.5
Marvin,67277459.0,924.0,1131.5,1197.0,1147.0,1287.0,1237.5,1376.5,1396.0,1384.0,1549.0
Ander Imaz,2000439533.0,922.0,1176.0,1236.0,1213.5,1315.0,1312.0,1459.5,1491.0,1446.0,1634.5
Jesus Carrasco,2000439537.0,716.0,893.0,969.0,910.0,983.0,975.0,1075.0,1120.0,1092.0,1260.0
Francisco Jesús,2000511084.0,1081.5,1318.5,1516.5,1290.5,1482.0,1324.0,1515.0,1479.5,1481.0,1699.5
Vladimir Moldovan,2000570460.0,1067.5,1361.0,1581.0,1325.0,1584.5,1371.5,1649.5,1512.0,1568.0,1783.5
Jorge Tato,2000571897.0,922.0,1103.0,1230.5,1089.5,1195.5,1152.0,1264.0,1302.0,1266.5,1502.0
