Player,UID,DM,AM,BWM,HB,SV,RGA
Pablo,2000193992.0,10.2,9.7,9.7,10.3,9.2,9.5
Alejandro Francés,67281886.0,18.4,17.95,17.95,18.3,17.35,17.0
Arkadiusz Marciniak,2000232548.0,18.45,18.35,18.35,19.2,16.9,14.6
Quique Clemente,67246261.0,17.8,18.0,18.0,17.9,18.0,18.4
Eric Kahl,93142833.0,16.9,16.3,16.3,17.25,16.45,17.0
Ismaïla Sarr,48042766.0,11.85,11.55,11.55,12.05,12.35,13.3
Francho,67278162.0,19.2,19.3,19.3,18.45,18.2,17.45
Renato Adriano,2000411533.0,17.2,17.25,17.25,16.0,17.25,17.0
Ruben Vargas,98041215.0,12.95,12.95,12.95,13.65,13.65,14.2
Javi Mas,2000511079.0,16.55,16.3,16.3,16.1,17.05,17.85
Jorge Cañadas,2000511078.0,14.95,14.35,14.35,14.2,15.4,16.8
Martín Merino,2000201919.0,10.4,8.6,8.6,10.4,9.0,11.55
Óscar Gil,67227188.0,17.75,18.3,18.3,17.65,16.35,15.15
Dídac,2000437768.0,12.3,11.9,11.9,12.6,12.2,13.4
Fernando Silva,2000439540.0,15.3,15.6,15.6,15.6,13.85,17.75
Luis Carbonell,95078291.0,13.7,13.5,13.5,13.95,13.95,15.0
Alejandro Balde,67296654.0,15.7,15.55,15.55,16.0,15.15,17.45
Carles Aleñá,67213011.0,14.2,14.25,14.25,15.25,15.75,19.35
Malcom,19229435.0,9.65,9.45,9.45,9.6,10.45,14.2
Marvin,67277459.0,11.8,11.5,11.5,12.7,12.55,14.8
Ander Imaz,2000439533.0,12.2,11.9,11.9,11.3,12.5,14.9
Jesus Carrasco,2000439537.0,8.6,8.9,8.9,9.0,8.4,10.3
Francisco Jesús,2000511084.0,15.9,15.55,15.55,16.1,15.45,16.1
Vladimir Moldovan,2000570460.0,17.8,17.95,17.95,16.65,17.55,18.6
Jorge Tato,2000571897.0,12.3,12.9,12.9,12.2,11.35,10.9
