Player,UID,CD,BPD,NNCB,Lib
Pablo,2000193992.0,9.2,9.0,9.0,8.1
Alejandro Francés,67281886.0,16.1,14.9,15.95,16.0
Arkadiusz Marciniak,2000232548.0,17.5,16.5,17.9,14.55
Quique Clemente,67246261.0,16.65,16.5,16.3,17.6
Eric Kahl,93142833.0,14.45,14.1,14.75,15.85
Ismaïla Sarr,48042766.0,10.95,11.15,11.05,12.15
Francho,67278162.0,17.25,16.25,17.0,17.55
Renato Adriano,2000411533.0,15.5,15.5,14.85,17.25
Ruben Vargas,98041215.0,12.35,12.55,12.65,13.95
Javi Mas,2000511079.0,15.5,15.55,15.9,16.85
Jorge Cañadas,2000511078.0,12.7,12.9,12.55,14.1
Martín Merino,2000201919.0,11.05,9.85,11.5,9.7
Óscar Gil,67227188.0,15.25,14.2,14.05,14.2
Dídac,2000437768.0,12.1,11.8,12.0,12.1
Fernando Silva,2000439540.0,11.95,11.0,11.65,14.1
Luis Carbonell,95078291.0,12.25,12.1,12.55,13.6
Alejandro Balde,67296654.0,13.8,13.65,13.65,15.7
Carles Aleñá,67213011.0,12.7,13.1,12.4,16.4
Malcom,19229435.0,8.65,9.45,8.25,11.85
Marvin,67277459.0,9.85,9.9,10.0,12.55
Ander Imaz,2000439533.0,8.35,9.55,7.9,12.15
Jesus Carrasco,2000439537.0,7.9,8.0,7.4,8.7
Francisco Jesús,2000511084.0,14.35,15.0,14.95,15.4
Vladimir Moldovan,2000570460.0,15.65,15.85,14.5,17.55
Jorge Tato,2000571897.0,10.8,9.6,9.9,9.8
