Player,UID,AMC,AP,T,SS,AM,EG
Pablo,2000193992.0,10.2,9.0,10.2,8.6,9.2,7.8
Alejandro Francés,67281886.0,13.2,12.7,13.2,12.3,12.75,12.4
Arkadiusz Marciniak,2000232548.0,10.85,10.35,10.85,9.95,10.65,9.95
Quique Clemente,67246261.0,13.1,12.7,13.1,11.7,12.8,12.4
Eric Kahl,93142833.0,13.0,12.6,13.0,12.45,13.0,12.6
Ismaïla Sarr,48042766.0,12.0,12.3,12.0,12.9,12.6,12.9
Francho,67278162.0,14.1,13.65,14.1,13.45,13.8,13.25
Renato Adriano,2000411533.0,14.5,14.0,14.5,12.9,13.8,13.3
Ruben Vargas,98041215.0,13.2,13.7,13.2,13.35,13.55,14.0
Javi Mas,2000511079.0,13.45,14.15,13.45,13.25,14.05,14.65
Jorge Cañadas,2000511078.0,13.2,13.9,13.2,14.25,14.05,14.9
Martín Merino,2000201919.0,7.4,6.2,7.4,5.65,6.8,5.95
Óscar Gil,67227188.0,12.3,12.5,12.3,11.1,11.5,11.6
Dídac,2000437768.0,13.7,14.0,13.7,14.1,14.2,13.8
Fernando Silva,2000439540.0,13.45,14.45,13.45,14.15,13.9,14.5
Luis Carbonell,95078291.0,12.45,13.05,12.45,13.05,13.15,13.5
Alejandro Balde,67296654.0,12.1,12.4,12.1,12.6,12.65,12.85
Carles Aleñá,67213011.0,13.65,14.15,13.65,13.2,13.55,14.2
Malcom,19229435.0,13.5,14.2,13.5,13.8,14.3,14.8
Marvin,67277459.0,10.7,11.1,10.7,11.1,11.25,11.8
Ander Imaz,2000439533.0,11.7,12.4,11.7,12.5,12.55,13.05
Jesus Carrasco,2000439537.0,11.4,12.0,11.4,11.0,11.7,11.9
Francisco Jesús,2000511084.0,11.4,10.9,11.4,10.9,11.1,10.9
Vladimir Moldovan,2000570460.0,14.1,14.2,14.1,13.6,13.65,14.0
Jorge Tato,2000571897.0,11.55,11.6,11.55,11.75,11.35,11.8
