Player,UID,Aerial,Awareness,Clearing,Closing,Control,Creativity,Crossing,Decision,Defensive,Dribbling,Focus,Endeavour,Intelligence,Marking,Mobility,Movement,Off The Ball,Passing,Physical,Tackling
Pablo,2000193992.0,16.0,10.666666666666666,1.0,10.5,7.5,10.0,7.25,14.5,10.5,5.0,10.5,11.0,10.0,8.0,14.0,13.666666666666666,5.5,9.333333333333334,12.0,4.5
Alejandro Francés,67281886.0,12.0,17.833333333333332,13.0,16.5,14.75,19.666666666666668,15.625,19.25,16.5,16.0,21.0,17.5,18.3,15.333333333333334,19.0,19.833333333333332,16.5,16.166666666666668,17.0,16.5
Arkadiusz Marciniak,2000232548.0,17.0,18.833333333333332,12.0,16.75,10.5,17.666666666666668,12.375,19.0,16.75,9.75,19.0,15.75,17.4,15.833333333333334,21.25,20.166666666666668,15.0,13.5,22.0,17.75
Quique Clemente,67246261.0,12.0,21.333333333333332,12.0,20.25,16.25,19.166666666666668,19.875,19.0,20.25,18.0,24.25,15.375,19.8,17.833333333333332,20.125,20.166666666666668,19.5,22.0,18.25,19.75
Eric Kahl,93142833.0,13.0,16.666666666666668,7.0,15.75,16.5,17.666666666666668,18.5,18.0,15.75,18.25,19.0,17.25,16.9,14.5,20.5,18.166666666666668,17.75,19.166666666666668,18.5,14.75
Ismaïla Sarr,48042766.0,8.0,13.0,7.0,11.5,13.0,15.0,12.5,10.5,11.5,13.0,14.5,12.75,13.0,11.0,16.75,13.333333333333334,13.0,12.666666666666666,13.0,8.75
Francho,67278162.0,12.0,18.5,15.0,18.0,15.75,17.833333333333332,14.75,20.5,18.0,18.5,21.0,15.625,17.5,19.0,18.25,20.833333333333332,19.75,16.5,14.75,15.0
Renato Adriano,2000411533.0,17.0,19.833333333333332,11.0,18.25,18.75,16.333333333333332,16.375,19.75,18.25,13.5,19.0,15.625,17.2,17.833333333333332,20.875,20.666666666666668,19.5,19.833333333333332,18.25,16.5
Ruben Vargas,98041215.0,8.0,14.666666666666666,11.0,12.25,14.5,15.0,13.5,12.0,12.25,13.5,13.75,14.5,14.2,11.5,16.875,14.0,14.0,13.333333333333334,12.0,13.75
Javi Mas,2000511079.0,15.5,18.5,15.5,19.0,19.0,20.333333333333332,17.125,18.25,19.0,21.0,19.75,19.125,18.8,18.833333333333332,20.5,19.666666666666668,20.25,18.833333333333332,17.0,16.25
Jorge Cañadas,2000511078.0,14.0,16.333333333333332,13.0,14.25,16.5,21.666666666666668,14.75,15.5,14.25,17.75,17.25,14.875,18.6,14.0,19.0,17.333333333333332,19.5,15.5,19.5,11.5
Martín Merino,2000201919.0,22.5,13.333333333333334,2.0,11.25,4.75,13.666666666666666,6.5,14.0,11.25,4.5,15.0,13.0,13.2,9.0,14.375,14.333333333333334,5.75,7.833333333333333,14.25,6.0
Óscar Gil,67227188.0,9.0,16.666666666666668,8.0,14.25,10.75,17.333333333333332,15.25,19.75,14.25,10.25,16.0,17.0,17.3,14.166666666666666,20.75,18.333333333333332,16.25,14.833333333333334,18.25,14.25
Dídac,2000437768.0,10.0,12.333333333333334,15.0,11.0,15.5,15.0,11.25,14.0,11.0,15.5,12.5,14.0,13.6,10.666666666666666,12.0,14.0,13.5,13.666666666666666,12.0,10.5
Fernando Silva,2000439540.0,9.0,21.0,11.0,11.75,19.25,24.333333333333332,15.25,22.5,11.75,21.0,14.0,17.5,22.4,10.0,22.25,23.0,19.0,15.333333333333334,17.5,10.75
Luis Carbonell,95078291.0,7.0,16.333333333333332,8.0,18.5,14.0,17.666666666666668,15.75,17.0,18.5,14.5,18.5,15.25,16.6,15.666666666666666,17.375,17.666666666666668,18.25,16.166666666666668,15.5,16.25
Alejandro Balde,67296654.0,8.0,16.5,10.0,11.75,18.25,20.166666666666668,17.0,17.25,11.75,21.0,14.75,16.0,17.8,11.5,21.5,18.5,16.75,16.666666666666668,17.75,11.75
Carles Aleñá,67213011.0,11.0,19.833333333333332,7.0,18.0,19.25,20.166666666666668,22.0,18.25,18.0,19.5,19.75,18.125,20.4,13.666666666666666,15.25,18.166666666666668,19.5,23.166666666666668,16.0,15.25
Malcom,19229435.0,7.0,14.0,8.0,10.0,16.0,15.333333333333334,14.5,12.0,10.0,16.0,12.0,10.25,14.6,8.166666666666666,15.5,13.0,14.5,14.666666666666666,12.5,8.0
Marvin,67277459.0,7.0,14.333333333333334,5.0,12.0,14.75,16.666666666666668,16.125,12.5,12.0,19.0,15.0,13.75,15.6,9.5,16.875,13.333333333333334,13.5,16.333333333333332,12.75,11.5
Ander Imaz,2000439533.0,5.0,13.0,7.0,8.75,15.25,17.166666666666668,15.5,15.0,8.75,20.25,11.0,14.5,15.4,8.5,19.125,14.5,15.25,15.166666666666666,12.75,6.75
Jesus Carrasco,2000439537.0,11.0,12.0,8.0,8.0,12.5,10.666666666666666,10.75,12.5,8.0,13.0,8.5,10.0,11.8,6.0,14.0,11.333333333333334,11.5,11.0,10.5,8.0
Francisco Jesús,2000511084.0,13.0,16.166666666666668,9.0,15.0,18.5,16.833333333333332,16.375,18.25,15.0,16.25,18.25,13.625,16.1,13.666666666666666,18.875,18.333333333333332,14.0,17.833333333333332,21.25,15.5
Vladimir Moldovan,2000570460.0,15.0,18.833333333333332,11.0,16.25,18.75,19.666666666666668,16.5,21.25,16.25,18.0,17.0,14.0,19.4,15.5,16.75,20.333333333333332,17.0,18.5,18.25,15.75
Jorge Tato,2000571897.0,14.0,15.166666666666666,7.0,13.25,10.5,12.833333333333334,12.375,19.5,13.25,10.5,14.5,15.625,14.0,11.333333333333334,19.75,17.666666666666668,15.75,12.5,17.5,12.25
