Player,UID,DLP,Regista,BWM,BBM,CM,AP,Mezzala,Carrilero
Pablo,2000193992.0,11.0,9.5,10.3,10.6,11.1,9.3,10.1,11.0
Alejandro Francés,67281886.0,18.1,16.75,18.3,17.55,17.6,16.75,17.0,18.1
Arkadiusz Marciniak,2000232548.0,15.65,14.4,19.2,15.7,16.2,15.5,15.85,17.35
Quique Clemente,67246261.0,20.55,18.05,17.9,17.55,18.35,19.05,18.5,17.95
Eric Kahl,93142833.0,18.2,17.3,17.25,17.75,17.7,17.9,17.95,17.0
Ismaïla Sarr,48042766.0,12.8,13.1,12.05,12.7,12.5,14.0,14.2,12.15
Francho,67278162.0,18.55,17.2,18.45,18.8,17.95,16.65,17.4,18.4
Renato Adriano,2000411533.0,19.35,16.9,16.0,18.55,18.45,17.85,18.05,17.4
Ruben Vargas,98041215.0,13.6,14.1,13.65,13.75,13.65,15.35,15.35,13.75
Javi Mas,2000511079.0,18.5,17.15,16.1,17.8,17.6,18.25,19.2,16.6
Jorge Cañadas,2000511078.0,15.4,15.5,14.2,16.9,16.5,17.15,18.6,15.2
Martín Merino,2000201919.0,12.75,11.5,10.4,8.95,10.7,11.2,12.55,10.45
Óscar Gil,67227188.0,15.05,14.85,17.65,17.05,16.55,15.6,15.0,17.35
Dídac,2000437768.0,13.1,12.3,12.6,13.7,13.4,12.7,13.6,12.7
Fernando Silva,2000439540.0,17.3,16.45,15.6,18.8,18.05,18.75,20.25,16.15
Luis Carbonell,95078291.0,15.85,14.85,13.95,14.45,14.45,16.55,16.25,14.1
Alejandro Balde,67296654.0,16.65,17.1,16.0,17.65,16.75,18.1,19.15,16.25
Carles Aleñá,67213011.0,20.0,18.75,15.25,18.05,18.7,19.45,19.1,16.65
Malcom,19229435.0,13.4,13.8,9.6,13.0,13.0,15.0,15.3,11.1
Marvin,67277459.0,14.85,14.25,12.7,13.85,14.35,15.45,16.0,13.1
Ander Imaz,2000439533.0,13.5,14.4,11.3,15.85,15.1,16.65,17.85,13.6
Jesus Carrasco,2000439537.0,10.3,10.1,9.0,10.9,11.0,11.7,12.0,9.6
Francisco Jesús,2000511084.0,17.45,16.1,16.1,16.05,16.3,16.4,17.15,16.3
Vladimir Moldovan,2000570460.0,18.85,17.65,16.65,19.3,19.05,17.5,18.9,18.85
Jorge Tato,2000571897.0,12.8,11.3,12.2,13.3,12.9,13.3,13.95,12.65
