Player,UID,AF,CF,DLF,F9,P,PF,TM
Pablo,2000193992.0,9.6,7.3,10.0,8.6,9.6,9.6,9.1
Alejandro Francés,67281886.0,17.55,14.95,16.65,16.3,17.55,16.9,14.4
Arkadiusz Marciniak,2000232548.0,17.7,13.9,16.6,14.35,17.7,18.15,15.65
Quique Clemente,67246261.0,18.0,16.4,19.1,17.6,18.0,17.1,15.55
Eric Kahl,93142833.0,18.2,15.45,17.95,17.6,18.2,17.75,14.55
Ismaïla Sarr,48042766.0,15.2,12.7,13.2,13.2,15.2,13.4,12.1
Francho,67278162.0,18.75,16.2,16.8,16.5,18.75,18.85,16.0
Renato Adriano,2000411533.0,18.3,15.9,18.8,16.55,18.3,17.15,16.7
Ruben Vargas,98041215.0,15.05,13.7,13.8,14.2,15.05,13.7,12.8
Javi Mas,2000511079.0,19.65,16.0,18.35,18.3,19.65,17.3,16.35
Jorge Cañadas,2000511078.0,19.0,16.1,17.7,17.75,19.0,16.15,16.0
Martín Merino,2000201919.0,9.9,6.95,11.55,10.55,9.9,6.65,8.95
Óscar Gil,67227188.0,16.95,14.4,15.45,14.5,16.95,18.4,14.6
Dídac,2000437768.0,13.1,13.2,13.5,12.8,13.1,12.8,12.6
Fernando Silva,2000439540.0,21.15,16.6,17.95,18.95,21.15,19.6,16.8
Luis Carbonell,95078291.0,16.5,13.1,15.85,15.35,16.5,14.3,13.4
Alejandro Balde,67296654.0,19.05,16.15,17.3,18.4,19.05,17.65,15.5
Carles Aleñá,67213011.0,16.9,17.3,19.3,19.45,16.9,15.55,16.15
Malcom,19229435.0,14.4,13.2,14.4,15.0,14.4,12.2,12.2
Marvin,67277459.0,16.1,13.35,14.35,15.45,16.1,13.7,11.7
Ander Imaz,2000439533.0,17.5,14.25,14.65,16.6,17.5,14.9,12.7
Jesus Carrasco,2000439537.0,12.0,10.5,11.2,11.4,12.0,11.4,10.4
Francisco Jesús,2000511084.0,16.05,14.7,17.6,16.5,16.05,15.85,15.45
Vladimir Moldovan,2000570460.0,16.95,16.9,18.25,18.1,16.95,16.05,17.35
Jorge Tato,2000571897.0,16.25,11.0,13.6,13.15,16.25,14.7,13.85
