Player,UID,FB,WB,IWB,CWB,NNFB
Gregor Kobel,98040383.0,12.4,8.3,12.2,9.85,11.95
César Ramírez,2000194011.0,15.5,12.95,14.65,13.38,15.05
Dušan Stojinović,62218369.0,14.0,13.85,13.9,13.46,13.85
Guillem Molina,67260507.0,14.7,12.35,13.85,12.04,14.5
Toni Herrero,67277687.0,13.6,13.2,13.1,13.0,13.2
Rami Hajal,93099931.0,13.1,12.0,13.15,12.31,12.8
Óscar Melendo,67214687.0,14.65,13.85,14.45,14.04,13.65
Francisco Conceição,83261140.0,12.8,14.55,14.35,15.62,14.25
David,2000441683.0,12.9,13.85,14.2,14.81,11.65
Matías Vargas,14141967.0,13.85,13.65,13.75,14.04,13.6
0,29236380.0,12.95,13.35,11.25,12.81,11.65
Lucas Forsberg,93141098.0,17.15,15.55,16.0,15.73,15.25
Cezary Miszta,96122113.0,15.15,10.85,15.55,12.23,14.75
Tymoteusz Puchacz,96086694.0,15.95,16.05,13.9,15.23,15.35
Oier Zarraga,67260201.0,16.3,14.45,15.2,14.12,16.85
Jorge De Frutos,67231100.0,14.25,14.6,14.05,14.69,13.75
Chumi,95036003.0,14.2,11.45,14.1,11.42,14.85
Brais Méndez,67199158.0,14.3,15.1,14.75,15.23,12.65
Miguel Menino,83320117.0,15.05,14.7,14.2,14.38,14.75
Carlos,2000202592.0,16.9,15.15,16.1,14.65,16.25
Noé Blasco,2000440885.0,10.9,11.7,10.8,12.38,9.5
Josep,2000513274.0,15.35,15.1,13.65,14.08,15.55
Isak Amundsen,53178292.0,15.2,13.2,14.3,13.15,15.4
José Luis Ruano,2000572819.0,14.7,15.5,14.55,16.04,14.65
