Aerial Presence,Awareness,Clearing,Closing Down,Control,Creativity,Crossing,Decision Making,Defensive Positioning,Dribbling,Focus,Endeavour,Intelligence,Marking,Mobility,Movement,Off The Ball,Passing,Physical Presence,Tackling
25.0,17.333333333333332,9.0,18.25,14.5,13.0,13.625,18.5,18.25,7.5,17.75,15.5,14.7,13.5,15.125,18.166666666666668,13.75,17.5,17.0,13.0
9.0,17.833333333333332,10.0,14.5,15.75,14.166666666666666,14.875,20.25,14.5,17.0,18.25,13.5,15.8,13.666666666666666,14.875,19.166666666666668,14.0,16.5,16.25,14.5
14.0,15.0,14.0,15.5,12.25,10.666666666666666,14.5,14.0,15.5,14.0,18.5,12.625,12.8,14.666666666666666,15.125,13.666666666666666,17.75,14.5,14.75,15.5
13.0,13.166666666666666,14.0,11.75,11.5,12.0,8.25,14.0,11.75,9.25,15.0,13.5,12.7,12.833333333333334,17.75,13.333333333333334,11.75,10.166666666666666,14.75,10.75
11.0,12.666666666666666,10.0,13.5,12.5,13.333333333333334,12.5,12.5,13.5,13.0,13.5,12.75,12.6,13.333333333333334,13.25,13.333333333333334,12.5,12.666666666666666,11.5,13.0
12.0,16.166666666666668,11.0,11.5,13.5,21.166666666666668,14.375,19.0,11.5,13.5,16.0,14.375,18.8,10.0,16.5,18.666666666666668,13.25,14.166666666666666,15.0,11.5
6.0,18.5,7.0,17.5,14.5,20.666666666666668,17.125,19.75,17.5,14.5,18.5,15.0,19.4,13.666666666666666,18.0,20.0,17.5,16.333333333333332,15.5,14.5
5.0,15.333333333333334,7.0,15.75,18.75,20.166666666666668,20.125,14.5,15.75,22.5,17.5,20.75,18.0,12.166666666666666,16.5,15.166666666666666,19.5,20.666666666666668,14.0,13.0
9.0,19.666666666666668,11.0,19.75,15.0,17.833333333333332,18.625,20.5,19.75,21.5,16.0,14.5,19.1,15.666666666666666,18.5,19.333333333333332,20.75,21.333333333333332,17.0,13.75
5.0,18.0,6.0,20.75,15.5,17.666666666666668,19.25,18.5,20.75,15.5,20.0,15.375,17.6,15.666666666666666,18.0,18.666666666666668,19.5,18.333333333333332,14.5,14.75
14.0,11.0,9.0,13.25,11.0,12.333333333333334,11.25,12.5,13.25,13.5,12.0,13.25,11.8,12.666666666666666,15.75,12.0,14.5,12.666666666666666,13.0,13.25
15.0,17.166666666666668,6.0,13.75,14.75,14.333333333333334,14.875,16.75,13.75,11.75,17.5,14.125,15.2,13.166666666666666,20.75,17.333333333333332,15.5,15.833333333333334,16.0,13.25
27.0,14.833333333333334,8.0,18.0,15.25,15.166666666666666,13.625,16.25,18.0,10.0,19.5,16.375,13.8,13.0,15.625,17.833333333333332,12.75,17.333333333333332,13.5,8.5
12.0,16.333333333333332,11.0,14.0,12.75,16.666666666666668,15.875,17.5,14.0,13.5,16.75,19.0,16.8,12.666666666666666,22.0,16.666666666666668,16.5,14.5,18.5,14.0
7.0,17.666666666666668,14.0,18.5,13.0,16.833333333333332,14.875,19.25,18.5,12.0,17.5,20.0,16.9,17.166666666666668,16.5,19.166666666666668,15.5,15.0,15.25,17.75
6.0,17.833333333333332,7.0,13.75,14.25,18.166666666666668,17.625,17.5,13.75,17.25,18.25,18.125,18.0,11.833333333333334,16.75,17.666666666666668,20.25,17.5,13.0,15.25
14.0,15.0,13.0,15.75,11.5,12.5,11.625,14.5,15.75,9.25,18.25,14.875,13.9,14.833333333333334,14.25,14.0,11.75,13.166666666666666,15.5,15.25
10.0,19.166666666666668,9.0,16.25,16.0,20.666666666666668,18.375,22.5,16.25,15.75,16.75,14.5,20.5,12.833333333333334,14.75,20.666666666666668,20.75,17.0,11.0,14.5
9.0,16.833333333333332,11.0,17.75,13.5,19.666666666666668,17.125,17.75,17.75,15.0,17.75,16.125,17.5,15.666666666666666,17.625,19.166666666666668,17.5,16.0,16.25,16.25
13.0,15.833333333333334,9.0,16.75,11.25,19.166666666666668,12.75,16.75,16.75,11.25,18.25,14.375,17.1,15.5,19.75,17.666666666666668,15.75,15.0,19.0,17.75
10.0,13.333333333333334,8.0,8.0,14.0,12.333333333333334,13.75,12.0,8.0,15.5,8.5,10.75,12.8,8.0,14.25,12.333333333333334,11.0,13.333333333333334,11.0,7.5
10.0,14.666666666666666,8.0,13.25,11.0,13.0,12.75,16.25,13.25,15.25,15.0,15.625,14.2,13.166666666666666,19.25,14.833333333333334,15.5,13.166666666666666,19.0,13.25
14.0,15.666666666666666,13.0,14.75,14.0,12.833333333333334,14.5,16.0,14.75,14.5,18.5,15.0,14.1,14.5,16.75,15.666666666666666,12.25,14.833333333333334,19.25,14.75
10.0,12.833333333333334,12.0,12.5,17.0,17.666666666666668,16.125,13.75,12.5,21.0,11.75,15.125,15.2,14.0,18.25,14.333333333333334,12.5,17.0,13.75,7.5
