Player,UID,DLP,Regista,BWM,BBM,CM,AP,Mezzala,Carrilero
Gregor Kobel,98040383.0,16.0,12.6,13.5,14.25,15.35,13.75,13.2,14.0
César Ramírez,2000194011.0,17.4,14.7,16.2,16.1,16.2,14.75,15.45,16.2
Dušan Stojinović,62218369.0,14.6,14.15,14.15,13.7,13.55,14.65,14.6,13.8
Guillem Molina,67260507.0,13.65,13.15,14.3,12.95,12.8,12.4,13.7,13.7
Toni Herrero,67277687.0,13.0,12.8,13.1,13.0,12.9,12.6,12.6,13.2
Rami Hajal,93099931.0,15.55,15.05,13.55,14.75,15.15,16.0,16.15,14.65
Óscar Melendo,67214687.0,17.4,17.05,14.95,16.5,16.5,17.75,17.5,16.2
Francisco Conceição,83261140.0,17.6,17.6,14.85,16.9,16.8,18.9,19.15,14.9
David,2000441683.0,18.7,16.95,12.85,17.5,17.9,19.0,20.65,15.3
Matías Vargas,14141967.0,17.65,16.95,14.95,16.25,16.35,18.5,17.3,15.3
0,29236380.0,11.65,10.85,11.7,12.15,11.75,11.7,12.3,11.6
Lucas Forsberg,93141098.0,16.0,16.0,15.7,16.25,16.35,16.4,16.25,16.5
Cezary Miszta,96122113.0,17.7,15.75,15.85,17.7,17.6,14.7,15.05,17.55
Tymoteusz Puchacz,96086694.0,14.95,14.8,16.05,15.0,15.2,16.0,15.95,14.7
Oier Zarraga,67260201.0,16.25,14.9,17.5,15.55,15.65,15.45,14.85,16.3
Jorge De Frutos,67231100.0,16.4,16.05,14.8,16.0,15.6,17.6,17.35,15.05
Chumi,95036003.0,14.15,12.2,15.15,12.6,13.6,12.15,12.25,14.1
Brais Méndez,67199158.0,17.45,17.75,14.15,18.2,18.0,19.15,17.85,16.7
Miguel Menino,83320117.0,15.95,15.45,15.35,15.7,15.4,16.85,16.35,15.5
Carlos,2000202592.0,15.35,14.4,16.2,15.4,15.75,15.35,15.85,16.6
Noé Blasco,2000440885.0,12.3,12.6,10.1,12.5,12.4,13.4,13.8,11.1
Josep,2000513274.0,14.4,13.2,16.0,14.55,14.25,13.8,15.25,14.15
Isak Amundsen,53178292.0,15.2,13.2,15.9,13.95,14.55,13.55,14.1,14.8
José Luis Ruano,2000572819.0,15.7,15.5,14.1,16.25,15.85,15.65,17.2,14.45
