Player,UID,FB,WB,IWB,CWB,NNFB
Pedro Javier López,2000202554.0,13.4,9.25,12.25,9.92,12.6
Nikola Colic,2000212623.0,18.75,15.75,17.5,16.12,18.05
Ramón Santos,2000440896.0,17.9,15.45,15.8,14.85,16.1
Xabier Gourgues,2000663362.0,13.0,11.2,12.0,10.92,13.0
Manu Sánchez,67284340.0,17.35,14.9,17.15,15.31,17.25
Jon Moncayola,67267210.0,17.6,15.15,15.85,15.15,17.25
Pierre Kunde,67211690.0,16.55,16.65,15.2,15.69,17.95
Mohamed Cissé,2000565877.0,11.8,12.1,10.9,12.31,11.4
Bart Ramselaar,37045888.0,16.5,16.15,17.3,16.62,15.65
Yann Karamoh,85144982.0,10.8,12.4,10.95,13.46,9.85
Roberto,2000440887.0,14.6,14.65,14.55,15.35,12.5
Uğur Özbay,2000432893.0,12.9,11.1,12.1,10.69,12.2
Silvan Hefti,98038279.0,17.55,15.55,17.05,15.92,18.2
Alberto Leon Fernández,2000631656.0,12.6,13.75,11.55,13.54,10.95
Eugenio,2000632614.0,13.05,12.05,11.55,12.04,10.85
Carlos Abraham,2000440884.0,18.6,15.7,17.3,15.69,17.05
Gaizka Larrazabal,67256616.0,15.35,15.35,15.6,15.38,15.75
Mama Baldé,55070279.0,14.2,14.3,13.75,14.12,13.75
Santi Comesaña,67224142.0,16.75,15.45,15.25,14.96,15.95
Javi Martínez,67249495.0,14.65,13.85,16.0,14.54,14.05
Juan Artola,67260216.0,14.1,15.05,14.85,14.96,12.6
Julio Villalba,79028819.0,12.8,12.6,13.5,13.69,14.55
Álvaro García,89062864.0,14.9,13.4,15.75,14.31,14.95
Samy Chouchane,2000010841.0,17.0,15.1,15.2,15.04,15.95
Alex Hernando,2000197164.0,14.6,10.1,11.25,9.0,13.2
José Alberto Nieto,2000197171.0,14.95,15.5,15.85,15.92,14.25
Jordi,2000513013.0,18.45,15.85,16.9,15.92,17.2
Laure,2000631655.0,14.8,15.0,15.7,15.46,15.4
