Player,UID,DLP,Regista,BWM,BBM,CM,AP,Mezzala,Carrilero
Pedro Javier López,2000202554.0,16.95,13.45,13.5,14.05,14.95,13.85,14.05,14.35
Nikola Colic,2000212623.0,17.4,16.15,18.55,18.15,18.05,15.7,16.55,19.05
Ramón Santos,2000440896.0,16.1,14.95,17.15,16.35,16.75,15.35,16.7,17.05
Xabier Gourgues,2000663362.0,11.7,10.5,13.1,11.5,11.7,10.4,11.1,12.3
Manu Sánchez,67284340.0,17.0,16.4,17.65,16.45,17.1,16.2,16.3,17.8
Jon Moncayola,67267210.0,17.9,15.3,18.15,16.9,17.35,14.8,14.15,17.2
Pierre Kunde,67211690.0,14.9,14.65,18.25,16.25,15.5,14.3,15.45,15.8
Mohamed Cissé,2000565877.0,12.1,11.7,11.6,12.6,12.2,13.3,13.4,11.5
Bart Ramselaar,37045888.0,18.9,18.45,16.05,18.55,18.25,19.0,19.6,17.55
Yann Karamoh,85144982.0,15.65,15.15,11.1,14.0,13.9,16.45,16.25,11.85
Roberto,2000440887.0,18.5,16.1,14.0,18.3,17.75,19.45,21.0,15.85
Uğur Özbay,2000432893.0,11.6,10.4,12.4,11.9,12.3,10.2,10.4,12.7
Silvan Hefti,98038279.0,17.1,16.05,18.9,17.15,17.65,16.35,15.55,17.85
Alberto Leon Fernández,2000631656.0,12.6,12.4,11.4,13.3,12.8,14.95,16.45,11.95
Eugenio,2000632614.0,12.75,12.45,11.65,13.5,13.2,12.85,13.25,12.85
Carlos Abraham,2000440884.0,17.05,16.15,18.25,19.4,18.8,15.85,16.9,19.7
Gaizka Larrazabal,67256616.0,17.1,16.8,16.1,17.3,17.05,16.95,17.2,16.1
Mama Baldé,55070279.0,14.65,14.15,14.35,15.25,15.05,15.55,16.0,13.8
Santi Comesaña,67224142.0,16.45,15.2,16.1,15.95,15.5,15.4,15.15,15.85
Javi Martínez,67249495.0,18.3,17.15,15.05,17.25,17.55,17.4,17.85,16.85
Juan Artola,67260216.0,15.95,16.1,12.9,15.6,15.35,17.2,17.1,15.1
Julio Villalba,79028819.0,16.85,15.4,16.2,16.65,16.7,17.15,17.7,14.8
Álvaro García,89062864.0,16.1,16.05,14.4,14.9,15.4,15.1,15.35,15.8
Samy Chouchane,2000010841.0,15.45,14.75,16.4,16.85,16.45,14.25,13.8,17.1
Alex Hernando,2000197164.0,12.9,10.0,15.15,12.3,12.9,8.9,9.45,13.8
José Alberto Nieto,2000197171.0,18.15,17.75,14.8,18.9,18.3,18.9,20.55,17.15
Jordi,2000513013.0,18.6,16.45,17.7,17.55,17.8,15.75,16.65,18.05
Laure,2000631655.0,16.45,16.1,16.0,18.35,18.15,16.95,17.25,17.35
