Player,UID,AMC,AP,T,SS,AM,EG
Pedro Javier López,2000202554.0,13.9,12.1,13.9,12.15,13.1,10.65
Nikola Colic,2000212623.0,17.75,16.55,17.75,16.45,16.8,16.0
Ramón Santos,2000440896.0,16.95,16.2,16.95,14.5,16.0,15.3
Xabier Gourgues,2000663362.0,11.1,10.3,11.1,10.8,11.0,10.2
Manu Sánchez,67284340.0,17.3,15.5,17.3,16.25,16.45,15.0
Jon Moncayola,67267210.0,15.75,15.25,15.75,15.05,14.75,14.45
Pierre Kunde,67211690.0,15.55,14.9,15.55,16.05,15.45,15.9
Mohamed Cissé,2000565877.0,12.4,12.7,12.4,13.6,13.2,13.1
Bart Ramselaar,37045888.0,19.3,19.15,19.3,18.85,19.7,19.5
Yann Karamoh,85144982.0,14.1,14.85,14.1,14.85,14.45,15.85
Roberto,2000440887.0,17.9,19.65,17.9,20.2,19.9,20.7
Uğur Özbay,2000432893.0,11.8,11.1,11.8,10.5,11.0,10.3
Silvan Hefti,98038279.0,17.45,16.4,17.45,15.8,16.3,15.75
Alberto Leon Fernández,2000631656.0,13.7,15.05,13.7,14.4,14.85,16.2
Eugenio,2000632614.0,12.35,12.7,12.35,12.75,12.65,12.4
Carlos Abraham,2000440884.0,18.7,17.8,18.7,17.8,17.9,16.05
Gaizka Larrazabal,67256616.0,17.5,17.8,17.5,17.25,17.6,17.7
Mama Baldé,55070279.0,15.35,16.25,15.35,15.0,15.9,16.25
Santi Comesaña,67224142.0,15.35,14.7,15.35,15.15,15.1,14.1
Javi Martínez,67249495.0,18.15,18.3,18.15,16.95,17.8,17.9
Juan Artola,67260216.0,15.5,16.25,15.5,15.85,16.75,16.25
Julio Villalba,79028819.0,17.2,17.8,17.2,16.9,16.95,18.05
Álvaro García,89062864.0,15.95,14.9,15.95,14.35,15.0,14.2
Samy Chouchane,2000010841.0,15.4,14.7,15.4,15.25,14.9,13.05
Alex Hernando,2000197164.0,12.3,10.65,12.3,9.45,10.15,8.75
José Alberto Nieto,2000197171.0,18.9,19.5,18.9,20.25,20.35,19.55
Jordi,2000513013.0,18.1,17.35,18.1,16.25,17.0,16.75
Laure,2000631655.0,18.55,19.3,18.55,17.6,18.35,18.2
