Player,UID,Defending,Physical,Speed,Vision,Attacking,Technical,Aerial,Mental
Pedro Javier López,2000202554.0,7.0,17.5,15.0,9.17,7.5,10.17,13.25,19.0
Nikola Colic,2000212623.0,14.67,20.0,18.5,15.83,10.5,15.67,11.0,20.17
Ramón Santos,2000440896.0,13.0,20.12,21.25,15.67,9.67,13.33,12.5,18.17
Xabier Gourgues,2000663362.0,12.33,13.25,13.5,9.33,9.33,10.0,15.0,14.5
Manu Sánchez,67284340.0,12.67,18.0,20.0,14.0,14.5,14.0,10.0,18.75
Jon Moncayola,67267210.0,15.5,15.88,17.75,15.0,14.5,13.83,15.5,18.92
Pierre Kunde,67211690.0,15.0,17.62,17.0,12.5,18.0,13.17,14.0,18.42
Mohamed Cissé,2000565877.0,7.33,14.5,15.5,12.33,14.0,14.0,9.0,12.17
Bart Ramselaar,37045888.0,12.33,17.0,13.5,18.17,16.83,18.67,10.5,19.25
Yann Karamoh,85144982.0,6.67,14.88,15.0,17.5,18.5,16.83,11.0,13.42
Roberto,2000440887.0,7.5,19.5,15.5,23.67,23.67,18.67,8.0,17.0
Uğur Özbay,2000432893.0,12.0,13.75,12.0,9.33,8.0,7.67,12.0,12.17
Silvan Hefti,98038279.0,13.33,18.75,18.5,15.5,14.0,14.0,11.0,17.58
Alberto Leon Fernández,2000631656.0,8.5,17.12,17.0,16.17,14.17,15.83,9.5,13.5
Eugenio,2000632614.0,9.17,13.25,16.0,14.33,11.33,12.0,7.5,13.5
Carlos Abraham,2000440884.0,13.33,18.25,16.5,17.67,12.33,14.17,9.0,19.92
Gaizka Larrazabal,67256616.0,11.67,17.25,13.5,17.83,16.0,15.33,9.5,16.67
Mama Baldé,55070279.0,11.0,15.38,14.0,16.67,14.17,14.5,8.5,15.17
Santi Comesaña,67224142.0,15.33,14.38,16.75,14.5,16.17,14.0,17.0,18.5
Javi Martínez,67249495.0,11.83,16.38,11.0,18.67,15.83,16.33,9.5,17.25
Juan Artola,67260216.0,14.0,13.0,13.0,17.33,16.67,16.17,7.5,16.25
Julio Villalba,79028819.0,6.83,17.12,12.0,19.0,18.5,16.17,12.0,18.92
Álvaro García,89062864.0,14.33,14.0,16.25,13.83,10.0,13.67,10.5,16.17
Samy Chouchane,2000010841.0,14.67,13.75,18.75,12.5,11.83,13.17,10.5,17.0
Alex Hernando,2000197164.0,7.0,13.0,17.25,12.17,6.83,3.83,9.5,19.0
José Alberto Nieto,2000197171.0,11.33,16.88,12.5,18.17,19.33,20.33,7.5,17.75
Jordi,2000513013.0,14.33,18.12,19.75,16.83,11.67,15.0,13.0,18.25
Laure,2000631655.0,12.17,16.62,11.5,18.17,14.5,17.0,6.5,20.17
