Player,UID,WM,W,DW,IW,IF,WG
Pedro Javier López,2000202554.0,9.85,10.25,11.85,13.1,12.15,10.75
Nikola Colic,2000212623.0,16.55,16.65,17.85,16.8,16.45,15.71
Ramón Santos,2000440896.0,15.55,16.95,15.7,16.0,14.5,16.21
Xabier Gourgues,2000663362.0,10.6,10.7,11.8,11.0,10.8,11.42
Manu Sánchez,67284340.0,15.85,15.25,16.6,16.45,16.25,14.38
Jon Moncayola,67267210.0,14.5,15.65,16.75,14.75,15.05,15.62
Pierre Kunde,67211690.0,15.5,17.15,15.7,15.45,16.05,16.62
Mohamed Cissé,2000565877.0,12.4,13.8,11.1,13.2,13.6,13.0
Bart Ramselaar,37045888.0,17.75,17.95,17.1,19.7,18.85,16.71
Yann Karamoh,85144982.0,13.65,15.75,11.65,14.45,14.85,14.96
Roberto,2000440887.0,17.4,19.55,14.5,19.9,20.2,17.62
Uğur Özbay,2000432893.0,11.0,10.8,12.2,11.0,10.5,11.0
Silvan Hefti,98038279.0,16.55,16.45,17.4,16.3,15.8,15.54
Alberto Leon Fernández,2000631656.0,14.0,16.75,11.35,14.85,14.4,15.54
Eugenio,2000632614.0,12.3,14.0,12.25,12.65,12.75,12.92
Carlos Abraham,2000440884.0,17.7,16.75,17.85,17.9,17.8,15.46
Gaizka Larrazabal,67256616.0,16.15,17.15,15.9,17.6,17.25,15.88
Mama Baldé,55070279.0,14.8,16.25,13.9,15.9,15.0,14.96
Santi Comesaña,67224142.0,14.7,15.3,15.9,15.1,15.15,15.58
Javi Martínez,67249495.0,16.15,15.65,15.3,17.8,16.95,14.62
Juan Artola,67260216.0,16.35,15.65,14.65,16.75,15.85,14.29
Julio Villalba,79028819.0,15.55,16.65,13.5,16.95,16.9,15.88
Álvaro García,89062864.0,13.85,12.75,14.75,15.0,14.35,12.38
Samy Chouchane,2000010841.0,15.05,14.5,15.75,14.9,15.25,13.83
Alex Hernando,2000197164.0,10.0,12.0,12.4,10.15,9.45,11.58
José Alberto Nieto,2000197171.0,18.1,17.6,15.0,20.35,20.25,15.92
Jordi,2000513013.0,15.75,17.1,17.05,17.0,16.25,16.42
Laure,2000631655.0,18.1,16.95,15.35,18.35,17.6,15.21
