Player,UID,AML,AMR,IW_AML,IW_AMR,W_AML,W_AMR,IF_AML,IF_AMR,WG_AML,WG_AMR
Pedro Javier López,2000202554.0,13.1,13.1,13.1,13.1,10.25,10.25,12.15,12.15,10.75,10.75
Nikola Colic,2000212623.0,16.8,16.8,16.8,16.8,16.65,16.65,16.45,16.45,15.71,15.71
Ramón Santos,2000440896.0,16.0,16.0,16.0,16.0,16.95,16.95,14.5,14.5,16.21,16.21
Xabier Gourgues,2000663362.0,11.0,11.0,11.0,11.0,10.7,10.7,10.8,10.8,11.42,11.42
Manu Sánchez,67284340.0,16.45,16.45,16.45,16.45,15.25,15.25,16.25,16.25,14.38,14.38
Jon Moncayola,67267210.0,14.75,14.75,14.75,14.75,15.65,15.65,15.05,15.05,15.62,15.62
Pierre Kunde,67211690.0,15.45,15.45,15.45,15.45,17.15,17.15,16.05,16.05,16.62,16.62
Mohamed Cissé,2000565877.0,13.2,13.2,13.2,13.2,13.8,13.8,13.6,13.6,13.0,13.0
Bart Ramselaar,37045888.0,19.7,19.7,19.7,19.7,17.95,17.95,18.85,18.85,16.71,16.71
Yann Karamoh,85144982.0,14.45,14.45,14.45,14.45,15.75,15.75,14.85,14.85,14.96,14.96
Roberto,2000440887.0,19.9,19.9,19.9,19.9,19.55,19.55,20.2,20.2,17.62,17.62
Uğur Özbay,2000432893.0,11.0,11.0,11.0,11.0,10.8,10.8,10.5,10.5,11.0,11.0
Silvan Hefti,98038279.0,16.3,16.3,16.3,16.3,16.45,16.45,15.8,15.8,15.54,15.54
Alberto Leon Fernández,2000631656.0,14.85,14.85,14.85,14.85,16.75,16.75,14.4,14.4,15.54,15.54
Eugenio,2000632614.0,12.65,12.65,12.65,12.65,14.0,14.0,12.75,12.75,12.92,12.92
Carlos Abraham,2000440884.0,17.9,17.9,17.9,17.9,16.75,16.75,17.8,17.8,15.46,15.46
Gaizka Larrazabal,67256616.0,17.6,17.6,17.6,17.6,17.15,17.15,17.25,17.25,15.88,15.88
Mama Baldé,55070279.0,15.9,15.9,15.9,15.9,16.25,16.25,15.0,15.0,14.96,14.96
Santi Comesaña,67224142.0,15.1,15.1,15.1,15.1,15.3,15.3,15.15,15.15,15.58,15.58
Javi Martínez,67249495.0,17.8,17.8,17.8,17.8,15.65,15.65,16.95,16.95,14.62,14.62
Juan Artola,67260216.0,16.75,16.75,16.75,16.75,15.65,15.65,15.85,15.85,14.29,14.29
Julio Villalba,79028819.0,16.95,16.95,16.95,16.95,16.65,16.65,16.9,16.9,15.88,15.88
Álvaro García,89062864.0,15.0,15.0,15.0,15.0,12.75,12.75,14.35,14.35,12.38,12.38
Samy Chouchane,2000010841.0,14.9,14.9,14.9,14.9,14.5,14.5,15.25,15.25,13.83,13.83
Alex Hernando,2000197164.0,10.15,10.15,10.15,10.15,12.0,12.0,9.45,9.45,11.58,11.58
José Alberto Nieto,2000197171.0,20.35,20.35,20.35,20.35,17.6,17.6,20.25,20.25,15.92,15.92
Jordi,2000513013.0,17.0,17.0,17.0,17.0,17.1,17.1,16.25,16.25,16.42,16.42
Laure,2000631655.0,18.35,18.35,18.35,18.35,16.95,16.95,17.6,17.6,15.21,15.21
