Player,UID,CD,BPD,NNCB,Lib
0,35017428.0,11.1,11.2,10.8,10.6
Noël Roux,2000188122.0,12.2,12.1,12.1,14.15
Ronald Araújo,78085068.0,15.8,15.5,15.2,13.8
Alessandro Bastoni,43252460.0,15.1,14.8,14.9,14.75
Juan Vela,2000489085.0,16.4,16.25,16.5,16.15
Florentino Luís,83169817.0,15.4,15.0,15.1,15.0
Vítor Ferreira,83174762.0,11.9,12.2,11.6,15.0
Jonay Morán,2000194461.0,11.7,12.8,11.6,14.5
Péricles,2000410450.0,9.4,9.8,9.2,10.7
Pierre Fournier,2000435814.0,9.9,11.0,9.3,12.5
Radovan Drakulić,2000211170.0,12.4,13.3,12.1,12.7
Diego Laínez,51063318.0,9.8,10.0,9.4,12.6
Pau Torres,67217522.0,15.6,15.8,15.7,13.9
Ilaix Moriba,67279753.0,14.8,15.4,14.9,16.6
Phil Foden,28108494.0,11.4,12.2,10.7,14.8
Benoît Badiashile,49038942.0,16.75,15.25,16.0,15.25
Harry Kane,28049320.0,13.0,12.9,12.4,14.5
Gabriel Jesus,19220266.0,11.0,11.3,10.8,12.7
Rodrygo,19306929.0,11.7,12.95,11.55,15.55
Dejan Kulusevski,43295814.0,12.1,12.8,11.9,14.2
Rayan Cherki,49056279.0,9.8,10.8,9.2,12.2
Unai Simón,67200923.0,11.1,11.3,10.6,10.3
Sergio Reguilón,67211900.0,16.1,15.65,15.8,18.75
Tomás Esteves,83228786.0,12.6,12.9,12.2,15.15
Sergi Ruiz,2000155987.0,0.0,0.0,0.0,0.0
Franck Lacroix,2000192663.0,12.75,13.1,12.3,15.7
Gennady Korshunov,2000238109.0,12.45,12.9,13.2,15.55
Joan Planchart,2000509911.0,15.9,14.0,16.0,15.45
