Player,UID,AF,CF,DLF,F9,P,PF,TM
0,35017428.0,8.4,10.5,13.0,10.6,8.4,8.9,11.1
Noël Roux,2000188122.0,15.1,13.35,14.35,14.9,15.1,13.9,12.6
Ronald Araújo,78085068.0,12.2,12.7,13.1,11.6,12.2,12.6,13.2
Alessandro Bastoni,43252460.0,14.2,14.15,15.15,14.35,14.2,14.2,14.7
Juan Vela,2000489085.0,18.75,14.8,17.05,15.95,18.75,17.9,16.45
Florentino Luís,83169817.0,13.7,13.1,14.3,13.4,13.7,13.8,13.6
Vítor Ferreira,83174762.0,15.2,14.4,15.9,15.6,15.2,14.0,12.9
Jonay Morán,2000194461.0,14.6,14.6,15.6,15.6,14.6,13.6,13.7
Péricles,2000410450.0,15.5,12.9,13.7,13.9,15.5,13.7,13.5
Pierre Fournier,2000435814.0,14.6,13.5,14.4,14.5,14.6,12.3,12.5
Radovan Drakulić,2000211170.0,15.8,15.0,16.0,15.1,15.8,14.1,15.4
Diego Laínez,51063318.0,15.5,13.3,14.5,15.1,15.5,13.5,11.9
Pau Torres,67217522.0,11.1,12.3,12.2,11.3,11.1,12.3,12.3
Ilaix Moriba,67279753.0,16.85,15.9,18.1,17.25,16.85,15.1,15.5
Phil Foden,28108494.0,15.9,15.2,16.1,16.5,15.9,13.8,13.9
Benoît Badiashile,49038942.0,16.6,14.3,16.35,14.9,16.6,14.5,15.15
Harry Kane,28049320.0,13.1,15.9,15.6,15.3,13.1,13.8,14.7
Gabriel Jesus,19220266.0,14.6,14.6,14.4,14.2,14.6,14.0,13.6
Rodrygo,19306929.0,19.4,17.6,18.95,19.65,19.4,16.25,16.2
Dejan Kulusevski,43295814.0,15.5,15.1,16.1,16.3,15.5,14.4,14.4
Rayan Cherki,49056279.0,15.3,14.1,15.4,15.3,15.3,13.0,13.4
Unai Simón,67200923.0,9.7,10.7,12.1,9.8,9.7,9.9,10.2
Sergio Reguilón,67211900.0,20.4,18.95,19.7,20.2,20.4,20.35,17.6
Tomás Esteves,83228786.0,15.4,14.25,15.35,15.6,15.4,14.3,13.7
Sergi Ruiz,2000155987.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Franck Lacroix,2000192663.0,21.95,17.8,19.1,19.95,21.95,17.35,17.4
Gennady Korshunov,2000238109.0,20.2,17.95,20.25,19.45,20.2,16.4,17.55
Joan Planchart,2000509911.0,17.75,15.15,16.7,15.0,17.75,16.65,15.2
