Player,UID,DM,AM,BWM,HB,SV,RGA
0,35017428.0,10.7,10.8,10.8,11.7,11.8,12.0
Noël Roux,2000188122.0,13.2,13.0,13.0,13.1,12.9,15.0
Ronald Araújo,78085068.0,15.2,15.4,15.4,14.9,15.2,12.9
Alessandro Bastoni,43252460.0,14.9,14.9,14.9,14.6,14.5,15.05
Juan Vela,2000489085.0,17.45,17.65,17.65,17.6,17.45,16.35
Florentino Luís,83169817.0,16.0,16.2,16.2,16.0,15.9,14.5
Vítor Ferreira,83174762.0,13.8,13.7,13.7,13.6,14.5,15.6
Jonay Morán,2000194461.0,13.1,12.7,12.7,12.1,13.9,15.0
Péricles,2000410450.0,10.0,10.1,10.1,10.6,10.3,12.7
Pierre Fournier,2000435814.0,10.8,10.5,10.5,10.1,12.0,14.2
Radovan Drakulić,2000211170.0,12.5,12.2,12.2,12.4,12.8,14.3
Diego Laínez,51063318.0,11.8,11.7,11.7,12.2,12.6,14.3
Pau Torres,67217522.0,15.2,14.9,14.9,14.8,15.0,12.7
Ilaix Moriba,67279753.0,15.65,14.5,14.5,14.45,16.05,17.9
Phil Foden,28108494.0,12.9,12.7,12.7,12.3,13.8,16.2
Benoît Badiashile,49038942.0,16.15,16.5,16.5,16.6,15.95,15.35
Harry Kane,28049320.0,13.5,13.6,13.6,13.6,14.3,15.4
Gabriel Jesus,19220266.0,11.7,11.8,11.8,12.2,12.4,14.2
Rodrygo,19306929.0,14.7,13.5,13.5,13.85,15.25,18.55
Dejan Kulusevski,43295814.0,13.2,12.9,12.9,13.2,13.7,15.7
Rayan Cherki,49056279.0,10.9,10.7,10.7,10.4,11.5,14.2
Unai Simón,67200923.0,11.1,10.8,10.8,11.3,11.4,11.7
Sergio Reguilón,67211900.0,18.75,18.9,18.9,19.45,18.65,19.85
Tomás Esteves,83228786.0,13.6,13.5,13.5,12.8,13.8,15.95
Sergi Ruiz,2000155987.0,0.0,0.0,0.0,0.0,0.0,0.0
Franck Lacroix,2000192663.0,14.85,14.25,14.25,14.1,15.15,18.25
Gennady Korshunov,2000238109.0,12.75,11.75,11.75,13.2,14.3,17.75
Joan Planchart,2000509911.0,16.2,16.6,16.6,17.8,15.8,15.85
