Player,UID,FB,WB,IWB,CWB,NNFB
0,35017428.0,9.8,5.7,11.2,7.77,10.6
Noël Roux,2000188122.0,14.0,14.45,13.75,14.04,13.1
Ronald Araújo,78085068.0,15.3,12.7,14.9,12.92,14.9
Alessandro Bastoni,43252460.0,14.6,13.9,14.65,13.77,14.5
Juan Vela,2000489085.0,18.5,16.3,16.75,15.96,17.0
Florentino Luís,83169817.0,15.7,13.6,15.6,13.62,15.7
Vítor Ferreira,83174762.0,14.1,13.7,14.6,14.31,13.3
Jonay Morán,2000194461.0,13.4,13.8,14.3,14.31,12.4
Péricles,2000410450.0,10.9,11.1,10.1,11.77,9.3
Pierre Fournier,2000435814.0,11.9,12.3,11.9,13.23,9.8
Radovan Drakulić,2000211170.0,12.4,12.4,12.5,13.08,11.7
Diego Laínez,51063318.0,12.6,13.2,12.6,13.54,11.5
Pau Torres,67217522.0,14.9,12.8,14.9,12.92,15.2
Ilaix Moriba,67279753.0,15.0,14.45,15.7,14.96,14.9
Phil Foden,28108494.0,13.3,13.6,14.1,14.46,11.9
Benoît Badiashile,49038942.0,16.15,14.35,15.65,14.54,16.25
Harry Kane,28049320.0,12.8,12.2,14.2,13.08,12.9
Gabriel Jesus,19220266.0,12.2,12.0,12.3,12.85,11.5
Rodrygo,19306929.0,13.9,15.15,14.75,16.46,13.4
Dejan Kulusevski,43295814.0,13.2,13.4,14.0,14.15,12.7
Rayan Cherki,49056279.0,10.9,12.0,11.4,12.92,9.8
Unai Simón,67200923.0,11.1,7.6,11.3,8.85,10.3
Sergio Reguilón,67211900.0,19.15,19.1,18.75,19.12,18.65
Tomás Esteves,83228786.0,14.2,15.45,14.35,14.96,12.8
Sergi Ruiz,2000155987.0,0.0,0.0,0.0,0.0,0.0
Franck Lacroix,2000192663.0,14.9,16.05,14.95,16.46,13.7
Gennady Korshunov,2000238109.0,12.5,14.25,13.6,15.27,13.35
Joan Planchart,2000509911.0,16.2,14.45,15.8,14.19,17.6
