Player,UID,Aerial,Awareness,Clearing,Closing,Control,Creativity,Crossing,Decision,Defensive,Dribbling,Focus,Endeavour,Intelligence,Marking,Mobility,Movement,Off The Ball,Passing,Physical,Tackling
0,35017428.0,16.0,14.333333333333334,7.0,15.5,13.5,11.666666666666666,12.75,13.5,15.5,8.0,16.5,14.25,12.2,11.333333333333334,9.25,14.666666666666666,9.5,16.333333333333332,12.5,9.5
Noël Roux,2000188122.0,6.0,15.166666666666666,9.0,12.0,13.5,16.166666666666668,13.125,13.0,12.0,12.5,13.0,12.5,16.0,12.0,17.75,13.333333333333334,13.5,11.666666666666666,15.5,12.5
Ronald Araújo,78085068.0,17.0,14.333333333333334,16.0,15.5,13.5,12.666666666666666,11.75,14.0,15.5,11.5,15.5,13.5,13.0,15.333333333333334,13.5,14.666666666666666,10.5,14.0,14.0,15.5
Alessandro Bastoni,43252460.0,17.0,16.166666666666668,15.0,15.5,13.0,15.666666666666666,14.0,16.0,15.5,11.5,15.5,14.0,16.1,15.333333333333334,15.0,15.666666666666666,16.0,14.333333333333334,15.5,15.0
Juan Vela,2000489085.0,16.0,17.833333333333332,15.0,17.5,13.25,17.166666666666668,16.125,19.0,17.5,12.75,22.0,16.125,17.1,16.333333333333332,22.0,19.166666666666668,18.75,17.5,18.5,18.5
Florentino Luís,83169817.0,14.0,16.0,11.0,16.5,13.5,14.666666666666666,12.75,16.0,16.5,12.5,17.0,14.5,14.8,15.666666666666666,13.75,16.666666666666668,14.0,14.333333333333334,14.0,16.5
Vítor Ferreira,83174762.0,4.0,16.333333333333332,8.0,15.5,16.5,15.0,15.0,15.5,15.5,16.0,15.5,14.0,15.6,14.333333333333334,15.75,15.666666666666666,16.5,16.666666666666668,13.5,14.0
Jonay Morán,2000194461.0,9.0,15.0,13.0,13.0,16.0,14.666666666666666,14.25,14.0,13.0,14.0,12.5,12.75,14.8,13.666666666666666,15.25,14.333333333333334,15.5,15.0,14.0,11.5
Péricles,2000410450.0,13.0,13.666666666666666,10.0,10.5,15.0,14.333333333333334,13.0,13.5,10.5,16.0,11.5,10.5,13.8,7.333333333333333,16.5,14.0,14.0,14.0,13.5,10.5
Pierre Fournier,2000435814.0,7.0,12.666666666666666,13.0,12.5,17.5,14.333333333333334,14.25,12.5,12.5,16.0,13.5,11.0,13.6,11.0,16.5,12.666666666666666,14.5,15.333333333333334,12.5,10.0
Radovan Drakulić,2000211170.0,15.0,14.0,17.0,14.0,16.0,14.666666666666666,13.75,13.5,14.0,16.0,15.0,11.75,14.0,11.0,16.75,14.333333333333334,16.0,15.333333333333334,18.5,12.0
Diego Laínez,51063318.0,5.0,14.0,7.0,11.5,15.0,14.666666666666666,14.75,12.5,11.5,16.5,15.0,13.5,14.2,9.333333333333334,16.25,13.333333333333334,16.0,15.0,13.0,11.0
Pau Torres,67217522.0,17.0,13.0,16.0,14.5,13.0,12.0,11.5,13.5,14.5,11.0,14.5,13.25,11.8,15.0,11.5,14.333333333333334,9.0,12.666666666666666,11.0,14.0
Ilaix Moriba,67279753.0,15.0,17.0,12.0,16.75,17.0,21.166666666666668,15.875,17.75,16.75,16.5,18.5,13.75,18.5,16.666666666666668,15.75,19.166666666666668,19.75,17.833333333333332,14.5,16.25
Phil Foden,28108494.0,6.0,15.666666666666666,10.0,12.5,17.5,16.0,15.5,15.0,12.5,17.0,15.5,12.25,16.0,11.666666666666666,16.5,15.0,16.5,16.333333333333332,13.5,12.0
Benoît Badiashile,49038942.0,18.0,16.333333333333332,16.0,17.25,16.25,14.666666666666666,15.625,15.75,17.25,17.0,20.5,14.875,15.8,16.166666666666668,18.375,15.166666666666666,16.25,18.0,20.0,17.75
Harry Kane,28049320.0,11.0,17.333333333333332,13.0,15.0,15.5,15.666666666666666,17.0,16.5,15.0,13.0,16.5,16.0,16.4,13.333333333333334,9.75,16.666666666666668,17.5,17.333333333333332,11.0,15.0
Gabriel Jesus,19220266.0,9.0,14.0,13.0,11.5,16.0,14.333333333333334,14.25,13.5,11.5,15.5,14.5,13.5,14.2,10.0,14.75,13.666666666666666,15.5,15.666666666666666,12.5,11.0
