Player,UID,AML,AMR,IW_AML,IW_AMR,W_AML,W_AMR,IF_AML,IF_AMR,WG_AML,WG_AMR
0,35017428.0,11.0,11.0,11.0,11.0,7.4,7.4,9.9,9.9,8.08,8.08
Noël Roux,2000188122.0,13.85,13.85,13.85,13.85,15.6,15.6,13.2,13.2,14.25,14.25
Ronald Araújo,78085068.0,12.8,12.8,12.8,12.8,11.7,11.7,12.2,12.2,12.5,12.5
Alessandro Bastoni,43252460.0,14.25,14.25,14.25,14.25,14.3,14.3,13.5,13.5,14.58,14.58
Juan Vela,2000489085.0,16.05,16.05,16.05,16.05,17.6,17.6,15.6,15.6,17.25,17.25
Florentino Luís,83169817.0,14.2,14.2,14.2,14.2,13.1,13.1,13.7,13.7,13.0,13.0
Vítor Ferreira,83174762.0,15.9,15.9,15.9,15.9,14.4,14.4,15.2,15.2,13.0,13.0
Jonay Morán,2000194461.0,15.7,15.7,15.7,15.7,14.4,14.4,14.9,14.9,13.83,13.83
Péricles,2000410450.0,13.6,13.6,13.6,13.6,14.2,14.2,14.0,14.0,13.75,13.75
Pierre Fournier,2000435814.0,14.4,14.4,14.4,14.4,14.2,14.2,14.0,14.0,13.5,13.5
Radovan Drakulić,2000211170.0,15.1,15.1,15.1,15.1,14.5,14.5,14.8,14.8,14.75,14.75
Diego Laínez,51063318.0,15.4,15.4,15.4,15.4,15.6,15.6,14.8,14.8,14.0,14.0
Pau Torres,67217522.0,12.6,12.6,12.6,12.6,10.3,10.3,12.1,12.1,11.33,11.33
Ilaix Moriba,67279753.0,17.45,17.45,17.45,17.45,14.8,14.8,17.05,17.05,14.58,14.58
Phil Foden,28108494.0,16.4,16.4,16.4,16.4,15.4,15.4,16.0,16.0,14.17,14.17
Benoît Badiashile,49038942.0,15.3,15.3,15.3,15.3,15.8,15.8,14.45,14.45,16.0,16.0
Harry Kane,28049320.0,15.4,15.4,15.4,15.4,13.3,13.3,15.5,15.5,13.08,13.08
Gabriel Jesus,19220266.0,14.7,14.7,14.7,14.7,14.2,14.2,14.8,14.8,13.67,13.67
Rodrygo,19306929.0,19.45,19.45,19.45,19.45,18.15,18.15,20.4,20.4,16.71,16.71
Dejan Kulusevski,43295814.0,16.2,16.2,16.2,16.2,15.1,15.1,15.8,15.8,14.42,14.42
Rayan Cherki,49056279.0,14.8,14.8,14.8,14.8,14.4,14.4,14.6,14.6,13.5,13.5
Unai Simón,67200923.0,11.2,11.2,11.2,11.2,7.9,7.9,9.8,9.8,8.83,8.83
Sergio Reguilón,67211900.0,20.9,20.9,20.9,20.9,20.95,20.95,20.5,20.5,18.96,18.96
Tomás Esteves,83228786.0,15.45,15.45,15.45,15.45,16.25,16.25,14.4,14.4,15.54,15.54
Sergi Ruiz,2000155987.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Franck Lacroix,2000192663.0,20.05,20.05,20.05,20.05,19.5,19.5,20.7,20.7,18.33,18.33
Gennady Korshunov,2000238109.0,18.25,18.25,18.25,18.25,17.05,17.05,18.8,18.8,16.46,16.46
Joan Planchart,2000509911.0,15.0,15.0,15.0,15.0,16.3,16.3,14.6,14.6,15.08,15.08
