Player,UID,DLP,Regista,BWM,BBM,CM,AP,Mezzala,Carrilero
0,35017428.0,14.7,11.7,11.7,12.3,13.4,11.5,11.2,12.4
Noël Roux,2000188122.0,13.55,14.7,13.1,13.2,13.55,14.8,14.95,13.2
Ronald Araújo,78085068.0,14.3,12.5,14.9,13.7,14.3,12.0,12.3,15.0
Alessandro Bastoni,43252460.0,15.05,14.75,14.6,14.6,14.75,14.95,14.65,14.6
Juan Vela,2000489085.0,17.45,16.15,17.6,16.85,16.6,16.8,17.0,17.75
Florentino Luís,83169817.0,15.4,14.2,16.0,15.1,15.2,13.8,14.1,16.1
Vítor Ferreira,83174762.0,16.0,15.3,13.6,15.5,15.7,15.9,16.3,14.7
Jonay Morán,2000194461.0,14.4,14.9,12.1,15.0,15.1,15.4,15.8,13.8
Péricles,2000410450.0,12.8,12.2,10.6,12.9,12.7,13.7,14.6,11.5
Pierre Fournier,2000435814.0,13.7,13.7,10.1,13.6,13.6,14.6,15.0,12.2
Radovan Drakulić,2000211170.0,14.2,13.9,12.4,14.3,14.2,14.8,15.8,13.3
Diego Laínez,51063318.0,13.9,14.1,12.2,14.2,14.0,15.1,15.5,13.1
Pau Torres,67217522.0,13.8,13.0,14.8,13.4,13.9,12.0,11.7,14.9
Ilaix Moriba,67279753.0,17.45,17.1,14.45,16.65,16.45,17.9,17.95,15.9
Phil Foden,28108494.0,15.5,15.8,12.3,15.3,15.3,16.6,17.1,14.3
Benoît Badiashile,49038942.0,17.2,14.6,16.6,15.35,15.9,15.15,16.0,15.65
Harry Kane,28049320.0,16.1,15.6,13.6,15.4,15.6,15.8,14.5,14.7
Gabriel Jesus,19220266.0,14.1,13.6,12.2,14.1,13.9,14.5,14.8,12.9
Rodrygo,19306929.0,18.45,18.25,13.85,18.1,17.45,19.5,20.15,16.25
Dejan Kulusevski,43295814.0,15.5,15.6,13.2,15.2,15.5,16.2,16.4,14.3
Rayan Cherki,49056279.0,14.0,14.0,10.4,13.5,13.6,15.4,15.6,11.8
Unai Simón,67200923.0,14.2,11.7,11.3,12.2,13.6,11.7,11.0,12.3
Sergio Reguilón,67211900.0,19.2,19.95,19.45,20.8,19.9,20.5,20.65,19.7
Tomás Esteves,83228786.0,14.55,15.7,12.8,14.8,14.45,15.9,15.55,13.7
Sergi Ruiz,2000155987.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Franck Lacroix,2000192663.0,17.7,17.15,14.1,18.15,17.55,19.2,21.45,15.65
Gennady Korshunov,2000238109.0,17.75,17.0,13.2,16.75,16.2,19.2,20.0,13.55
Joan Planchart,2000509911.0,16.1,14.8,17.8,15.35,15.6,16.1,16.95,15.5
