Player,UID,DLP,Regista,BWM,BBM,CM,AP,Mezzala,Carrilero
Diego Aizpurua,2000193388.0,15.65,12.6,12.35,13.45,14.7,12.8,12.75,13.1
Asier Grande,2000048078.0,16.8,14.9,15.85,15.35,15.7,15.25,15.85,15.8
Unai Núñez,67214595.0,14.25,12.45,15.4,12.6,13.0,12.7,12.65,14.15
Josema,2000682315.0,18.9,17.9,17.8,19.65,20.1,18.35,20.05,19.55
Oier López,67277836.0,17.15,16.1,16.7,16.8,16.8,16.75,17.95,16.95
Unai Vencedor,67260207.0,17.4,16.7,16.15,16.7,16.8,17.2,17.75,17.1
Íñigo Herrera,2000510687.0,11.7,11.6,10.5,12.0,12.1,13.1,13.5,11.1
Mikel Garai,2000438623.0,17.7,16.95,15.6,18.1,17.75,18.9,18.7,17.1
Fran Alonso,2000570282.0,13.9,13.3,12.3,13.65,13.75,13.7,14.0,13.2
Carlos Bidaurrázaga,2000573859.0,12.1,12.3,11.5,13.5,12.8,14.2,13.9,12.2
Romain Bertrand,2000438620.0,18.05,16.7,15.25,17.2,17.1,17.3,18.05,16.45
Yeray,67192475.0,17.1,14.7,16.6,14.75,15.3,14.4,13.15,15.85
Oihan Sancet,67260204.0,17.65,16.3,15.3,16.55,16.45,17.0,16.8,16.4
Ander Guevara,67246381.0,18.95,16.85,18.3,18.7,18.6,16.8,17.85,18.25
Javier Arrue,2000438617.0,10.9,11.2,8.3,11.9,11.6,13.3,13.7,9.5
Javier Karanka,2000193733.0,15.5,14.25,13.9,17.15,17.05,16.15,16.7,15.15
Aimar Oroz,67276375.0,19.5,18.55,14.1,18.15,18.8,18.55,19.1,16.95
Jon Magunazelaia,2000438619.0,18.15,16.3,15.0,18.9,18.65,18.6,19.25,17.05
Íñigo Merino,2000442705.0,17.7,15.45,17.55,16.6,17.45,15.2,15.2,16.85
Julen Letamendia,2000570277.0,13.6,13.7,14.5,13.2,13.4,13.4,13.6,14.3
