Player,UID,Defending,Physical,Speed,Vision,Attacking,Technical,Aerial,Mental
Diego Aizpurua,2000193388.0,6.67,16.75,16.0,11.0,7.5,10.83,10.0,15.08
Asier Grande,2000048078.0,13.0,19.0,16.0,17.17,12.0,15.17,8.5,16.5
Unai Núñez,67214595.0,15.0,15.5,12.5,12.0,12.83,9.83,13.5,16.5
Josema,2000682315.0,13.33,21.5,17.75,15.67,13.5,16.83,11.5,21.42
Oier López,67277836.0,14.0,19.0,19.5,14.17,11.83,15.67,10.5,18.0
Unai Vencedor,67260207.0,17.17,19.12,22.0,13.67,16.17,15.83,8.5,19.58
Íñigo Herrera,2000510687.0,7.33,14.5,16.5,10.67,11.0,14.0,9.5,11.17
Mikel Garai,2000438623.0,11.67,20.5,13.5,18.83,19.17,16.67,12.0,17.92
Fran Alonso,2000570282.0,8.83,13.75,16.0,13.67,11.67,14.0,13.5,13.08
Carlos Bidaurrázaga,2000573859.0,8.67,14.5,14.5,11.0,17.0,13.67,10.0,12.17
Romain Bertrand,2000438620.0,14.67,19.12,13.0,15.67,18.33,15.33,14.5,18.5
Yeray,67192475.0,14.67,15.12,12.5,14.5,12.33,12.5,13.0,18.33
Oihan Sancet,67260204.0,14.67,17.0,15.0,16.5,17.0,13.67,13.5,17.67
Ander Guevara,67246381.0,17.67,17.12,12.75,14.83,14.83,18.17,16.0,19.5
Javier Arrue,2000438617.0,3.0,14.5,16.0,12.0,11.33,14.33,14.5,10.17
Javier Karanka,2000193733.0,8.83,17.38,15.0,22.5,14.0,16.83,9.0,14.92
Aimar Oroz,67276375.0,11.67,15.62,13.0,20.33,13.5,20.17,6.0,16.67
Jon Magunazelaia,2000438619.0,8.5,16.88,13.0,23.67,17.67,17.83,8.5,18.67
Íñigo Merino,2000442705.0,12.67,17.25,17.25,17.0,7.83,14.0,13.0,19.67
Julen Letamendia,2000570277.0,14.67,14.0,14.0,12.0,11.33,12.0,9.0,15.67
