Player,UID,WM,W,DW,IW,IF,WG
Diego Aizpurua,2000193388.0,9.45,9.9,10.85,12.45,11.45,9.92
Asier Grande,2000048078.0,15.0,16.8,15.7,15.25,14.3,15.42
Unai Núñez,67214595.0,11.75,11.85,13.85,11.75,11.5,12.12
Josema,2000682315.0,18.45,18.65,17.75,19.95,18.85,17.46
Oier López,67277836.0,15.75,16.6,15.65,17.15,16.0,15.58
Unai Vencedor,67260207.0,15.15,16.65,16.9,16.4,16.45,15.29
Íñigo Herrera,2000510687.0,12.3,13.5,11.0,12.9,12.6,12.83
Mikel Garai,2000438623.0,16.95,17.7,16.3,18.1,18.35,16.75
Fran Alonso,2000570282.0,12.6,13.5,12.5,14.0,13.7,13.5
Carlos Bidaurrázaga,2000573859.0,13.3,14.2,11.7,13.8,14.4,13.5
Romain Bertrand,2000438620.0,15.1,15.45,14.95,16.1,16.3,15.29
Yeray,67192475.0,13.6,13.7,16.45,13.4,13.0,13.58
Oihan Sancet,67260204.0,14.35,14.45,15.0,15.7,15.3,14.29
Ander Guevara,67246381.0,16.5,15.75,17.95,18.1,17.95,15.79
Javier Arrue,2000438617.0,11.3,13.3,8.1,13.0,12.6,13.5
Javier Karanka,2000193733.0,18.0,19.2,15.15,16.85,16.5,17.5
Aimar Oroz,67276375.0,17.15,16.9,15.9,19.35,18.25,15.08
Jon Magunazelaia,2000438619.0,18.15,18.3,15.65,19.2,18.45,16.67
Íñigo Merino,2000442705.0,14.6,15.05,15.8,14.95,13.75,14.71
Julen Letamendia,2000570277.0,13.2,13.2,14.3,13.0,13.0,12.5
