Player,UID,AML,AMR,IW_AML,IW_AMR,W_AML,W_AMR,IF_AML,IF_AMR,WG_AML,WG_AMR
Diego Aizpurua,2000193388.0,12.45,12.45,12.45,12.45,9.9,9.9,11.45,11.45,9.92,9.92
Asier Grande,2000048078.0,15.25,15.25,15.25,15.25,16.8,16.8,14.3,14.3,15.42,15.42
Unai Núñez,67214595.0,11.75,11.75,11.75,11.75,11.85,11.85,11.5,11.5,12.12,12.12
Josema,2000682315.0,19.95,19.95,19.95,19.95,18.65,18.65,18.85,18.85,17.46,17.46
Oier López,67277836.0,17.15,17.15,17.15,17.15,16.6,16.6,16.0,16.0,15.58,15.58
Unai Vencedor,67260207.0,16.4,16.4,16.4,16.4,16.65,16.65,16.45,16.45,15.29,15.29
Íñigo Herrera,2000510687.0,12.9,12.9,12.9,12.9,13.5,13.5,12.6,12.6,12.83,12.83
Mikel Garai,2000438623.0,18.1,18.1,18.1,18.1,17.7,17.7,18.35,18.35,16.75,16.75
Fran Alonso,2000570282.0,14.0,14.0,14.0,14.0,13.5,13.5,13.7,13.7,13.5,13.5
Carlos Bidaurrázaga,2000573859.0,13.8,13.8,13.8,13.8,14.2,14.2,14.4,14.4,13.5,13.5
Romain Bertrand,2000438620.0,16.1,16.1,16.1,16.1,15.45,15.45,16.3,16.3,15.29,15.29
Yeray,67192475.0,13.4,13.4,13.4,13.4,13.7,13.7,13.0,13.0,13.58,13.58
Oihan Sancet,67260204.0,15.7,15.7,15.7,15.7,14.45,14.45,15.3,15.3,14.29,14.29
Ander Guevara,67246381.0,18.1,18.1,18.1,18.1,15.75,15.75,17.95,17.95,15.79,15.79
Javier Arrue,2000438617.0,13.0,13.0,13.0,13.0,13.3,13.3,12.6,12.6,13.5,13.5
Javier Karanka,2000193733.0,16.85,16.85,16.85,16.85,19.2,19.2,16.5,16.5,17.5,17.5
Aimar Oroz,67276375.0,19.35,19.35,19.35,19.35,16.9,16.9,18.25,18.25,15.08,15.08
Jon Magunazelaia,2000438619.0,19.2,19.2,19.2,19.2,18.3,18.3,18.45,18.45,16.67,16.67
Íñigo Merino,2000442705.0,14.95,14.95,14.95,14.95,15.05,15.05,13.75,13.75,14.71,14.71
Julen Letamendia,2000570277.0,13.0,13.0,13.0,13.0,13.2,13.2,13.0,13.0,12.5,12.5
