Player,UID,Defending,Physical,Speed,Vision,Attacking,Technical,Aerial,Mental
Gaizka Casado,2000629746,8.0,11.75,10.0,13.33,10.67,14.0,11.5,10.5
Diego Le Coz,2000566166,8.0,10.75,10.5,12.67,9.67,13.67,7.0,11.5
Pablo Pérez,2000511072,2.67,10.5,14.0,12.33,10.67,12.67,8.0,10.67
Cédric Basile,2000506654,11.67,11.75,11.5,10.0,10.67,10.0,10.5,11.83
Michele Faraone,2000439673,5.0,12.5,12.5,11.33,10.0,11.33,8.0,8.5
Roberto Aizpurua,2000439253,5.67,13.25,11.5,10.67,11.0,9.0,11.0,9.5
Pavel Sedlacek,2000567549,3.0,11.25,14.5,9.67,12.0,10.67,12.0,7.83
Adriano Ferazzoli,2000506119,5.33,12.75,13.0,12.67,12.0,12.33,7.5,10.0
Jason Faltermeier,2000435779,7.0,13.5,12.5,13.0,9.0,13.67,11.0,12.17
Nacer Brahimi,2000199524,12.0,12.0,8.5,7.0,7.33,8.33,11.5,13.17
Moussa Aboua,2000188777,4.0,12.75,12.0,13.67,10.0,13.0,8.5,11.17
Álejandro Gándara,2000737996,3.0,10.25,14.0,12.0,11.67,12.33,4.5,8.83
Vladimir Weber,2000709956,10.33,12.5,12.5,10.0,10.67,9.67,12.5,11.67
Lukas Majernik,2000709581,6.0,11.0,16.0,13.0,11.33,13.0,9.0,11.0
José Ángel Mansilla,2000631647,12.33,12.5,12.0,9.0,8.0,9.33,8.0,12.0
Frédéric Pelletier,2000573450,5.0,10.25,15.0,12.33,10.0,12.67,6.0,10.17
Pepe Martí,2000509918,11.0,11.0,10.0,11.33,8.33,8.67,14.0,11.33
Sebastian Stefansen,2000506681,2.33,11.75,14.5,9.67,12.0,11.33,10.5,8.67
Jonay,2000570836,12.33,11.25,11.5,10.33,8.0,9.67,10.5,13.17
Erik Kurdov,2000566868,11.67,12.5,10.5,8.33,5.67,6.0,11.0,11.83
Hervé Alves,2000566859,5.33,12.5,15.5,10.33,10.0,12.67,7.0,8.83
Cédric Picard,2000566055,10.67,11.25,10.0,7.67,7.33,5.67,11.0,13.33
Diego Sarriegi,2000439257,5.33,11.25,12.0,8.67,10.33,11.67,10.0,9.5
Juraj Horvath,2000189395,3.67,10.5,10.0,11.33,10.0,14.0,10.0,10.0
William Christoffersen,2000659946,4.67,10.5,10.5,6.67,4.0,4.67,7.0,11.5
Evangelos Alexopoulos,2000658599,3.33,10.75,15.5,10.33,8.67,11.0,7.0,8.17
Asgeir Granås,2000657174,12.0,11.5,13.5,6.33,5.67,9.33,12.0,10.33
Aitor Morcillo,2000631374,11.0,12.0,12.0,11.33,7.67,10.33,10.0,12.33
Juan Manuel,2000629223,5.0,11.0,7.5,6.67,3.67,4.0,7.5,10.33
Ruymán,2000442664,7.33,13.25,12.5,12.33,10.0,9.33,10.5,10.5
Iñaki Vélez,2000439250,11.0,12.25,11.0,8.67,7.33,6.67,12.5,11.33
Ramazan Cengiz,2000435409,4.33,10.25,14.0,9.33,10.33,10.0,7.0,8.0
Héctor Otiniano,2000647504,9.0,12.25,11.0,13.0,7.33,11.33,5.0,12.17
Jorge,2000571911,11.0,13.25,11.0,9.67,8.0,10.67,6.0,12.33
Armando D'Amato,2000567834,12.67,10.75,11.0,9.33,7.0,8.67,13.0,12.33
Cláudio Mendes,2000565719,6.33,12.25,11.5,9.0,3.67,5.0,7.0,11.5
Emanuel Busnja,2000567525,4.33,10.25,10.0,5.67,3.0,4.0,7.0,9.83
Mikel Oyarzun,2000439254,9.0,12.5,8.5,7.33,3.33,10.0,11.5,11.83
