Player,UID,CD,BPD,NNCB,Lib
Rubén Blanco,67156610.0,11.65,12.45,11.2,12.05
Luís Rodrigues,2000436535.0,14.4,14.2,14.0,14.2
Ricardo Graça,83107071.0,14.85,13.8,14.4,15.15
Andrejs Ciganiks,37075484.0,12.4,12.2,12.0,13.55
Billy Gilmour,61078265.0,14.7,13.6,15.3,16.0
Antonio Blanco,67256515.0,17.8,16.8,17.0,17.7
Gorka Alarcón,2000194477.0,11.05,10.9,11.8,11.5
Rodrigo Gogna,2000273938.0,15.55,15.25,13.6,19.1
Octavian Popescu,57175903.0,13.4,14.65,13.1,17.75
Yago Freitas,2000570843.0,7.9,8.4,7.9,10.3
Christian Kouamé,43201838.0,13.55,12.65,13.15,15.45
Sergio Rico,67171745.0,13.65,12.35,12.35,11.55
Timo Zaal,2000022712.0,15.15,15.9,14.85,13.95
Luis Garai,2000681737.0,8.9,9.0,9.3,9.7
Dawid Kownacki,96059679.0,14.4,12.65,14.35,13.05
Ali Tweed,2000432931.0,16.45,15.3,16.9,13.45
Reiss Nelson,28107919.0,11.0,11.2,11.3,14.8
Aarón Martín,67196209.0,15.35,15.25,14.7,17.45
Manu Morlanes,67228802.0,15.7,15.5,16.75,17.25
Unai Gómez,2000065899.0,12.2,12.95,12.05,15.5
Junior Esparragoza,2000179937.0,16.45,15.4,16.45,14.8
Germán,2000194475.0,16.65,15.35,17.85,14.25
Emil Bohinen,53126104.0,12.2,12.85,11.9,16.1
Pedro Esperancinha,2000437963.0,16.05,13.85,14.9,13.35
Nino,2000511282.0,12.65,12.7,11.45,15.2
