Player,UID,Defending,Physical,Speed,Vision,Attacking,Technical,Aerial,Mental
Rubén Blanco,67156610.0,6.83,14.75,15.25,16.5,9.5,10.67,11.25,15.75
Luís Rodrigues,2000436535.0,15.0,13.75,11.0,12.33,8.0,12.33,11.5,14.0
Ricardo Graça,83107071.0,13.67,18.38,13.5,14.33,16.67,14.83,12.5,15.75
Andrejs Ciganiks,37075484.0,12.0,18.25,12.0,14.67,14.0,13.33,9.5,13.5
Billy Gilmour,61078265.0,12.33,13.5,17.75,14.33,19.5,17.0,10.25,20.42
Antonio Blanco,67256515.0,18.17,18.38,19.0,15.5,17.67,14.33,15.5,20.75
Gorka Alarcón,2000194477.0,8.5,18.62,15.0,14.33,13.83,14.0,11.0,13.92
Rodrigo Gogna,2000273938.0,12.83,18.62,12.0,23.17,19.83,21.67,12.0,20.75
Octavian Popescu,57175903.0,14.0,17.62,14.0,20.5,17.33,18.0,9.5,16.75
Yago Freitas,2000570843.0,4.33,14.75,16.0,12.67,15.33,14.67,7.0,11.17
Christian Kouamé,43201838.0,6.5,18.25,16.0,19.17,20.67,17.17,12.0,19.67
Sergio Rico,67171745.0,7.33,11.5,6.25,17.17,9.0,8.17,13.5,18.17
Timo Zaal,2000022712.0,14.0,19.25,21.5,13.33,8.83,8.17,15.5,16.75
Luis Garai,2000681737.0,8.0,13.75,16.0,11.0,10.0,13.33,9.0,10.33
Dawid Kownacki,96059679.0,10.33,17.5,13.5,15.33,16.0,11.0,12.5,19.42
Ali Tweed,2000432931.0,13.33,18.0,18.5,13.0,10.0,10.5,15.5,18.42
Reiss Nelson,28107919.0,10.67,17.12,14.5,18.33,16.5,18.83,5.5,15.42
Aarón Martín,67196209.0,13.33,16.25,20.5,19.33,17.67,18.5,8.0,19.08
Manu Morlanes,67228802.0,18.83,18.75,20.25,13.33,14.5,15.5,12.0,18.25
Unai Gómez,2000065899.0,13.83,14.5,19.5,11.67,15.5,15.0,9.75,15.75
Junior Esparragoza,2000179937.0,14.0,20.12,16.5,14.17,9.83,10.17,11.0,19.25
Germán,2000194475.0,12.0,21.38,18.5,13.5,12.0,12.5,15.5,18.25
Emil Bohinen,53126104.0,11.0,17.38,13.5,20.0,17.83,17.0,8.5,17.0
Pedro Esperancinha,2000437963.0,12.33,22.0,17.5,15.17,8.67,11.33,10.5,20.08
Nino,2000511282.0,9.0,15.62,13.0,21.67,17.67,17.83,11.5,16.67
