Player,UID,Aerial,Awareness,Clearing,Closing,Control,Creativity,Crossing,Decision,Defensive,Dribbling,Focus,Endeavour,Intelligence,Marking,Mobility,Movement,Off The Ball,Passing,Physical,Shooting,Tackling
Rubén Blanco,67156610.0,14.0,13.0,1.5,15.75,10.5,11.17,9.17,12.75,15.75,5.0,14.25,11.5,11.5,11.17,11.5,13.5,3.0,11.75,10.75,3.83,1.5
Luís Rodrigues,2000436535.0,14.0,13.33,9.0,13.5,14.0,11.33,12.33,14.0,13.5,12.5,14.0,12.0,12.2,14.0,11.25,13.67,9.0,16.0,13.5,10.67,13.0
Ricardo Graça,83107071.0,13.0,12.33,12.0,13.25,12.25,11.67,11.83,12.5,13.25,11.25,12.75,12.75,11.6,13.5,13.75,13.0,12.0,13.25,13.0,11.0,13.0
Andrejs Ciganiks,37075484.0,9.0,11.33,10.0,11.5,12.0,11.33,12.0,11.25,11.5,11.0,12.0,11.0,11.4,11.33,13.0,11.17,10.0,12.0,12.5,9.83,13.0
Billy Gilmour,61078265.0,4.0,14.5,11.0,15.5,15.25,13.33,13.5,12.75,15.5,12.5,15.25,15.62,13.6,12.33,11.25,13.67,10.5,15.25,8.75,12.5,11.0
Antonio Blanco,67256515.0,8.0,14.83,14.0,14.75,12.25,13.0,11.67,13.75,14.75,10.5,14.25,12.88,13.6,14.5,13.5,14.33,15.5,12.75,12.5,9.67,13.0
Gorka Alarcón,2000194477.0,15.0,10.0,7.0,10.25,14.0,11.17,13.67,10.75,10.25,14.5,10.75,11.88,10.9,8.5,15.75,10.17,14.0,14.0,14.0,11.0,6.0
Rodrigo Gogna,2000273938.0,14.0,16.83,10.0,11.5,17.75,16.0,13.5,17.0,11.5,16.5,12.5,12.0,16.4,11.33,12.62,16.83,18.5,16.0,12.5,14.0,7.5
Octavian Popescu,57175903.0,11.0,14.0,8.0,14.25,14.0,13.5,15.33,13.25,14.25,14.0,13.25,10.25,13.7,12.67,13.62,13.5,13.0,15.75,11.25,10.5,7.5
Yago Freitas,2000570843.0,6.0,13.0,8.0,11.5,13.5,14.67,12.67,12.5,11.5,16.5,12.5,11.25,13.6,9.33,16.0,13.33,15.0,14.0,13.0,12.33,2.0
Christian Kouamé,43201838.0,13.0,14.33,11.0,9.5,13.0,14.5,10.33,13.25,9.5,13.5,14.5,12.25,14.3,7.83,15.38,13.83,17.0,12.0,12.25,11.83,5.5
Sergio Rico,67171745.0,13.5,12.33,5.5,11.5,7.75,12.17,6.17,13.75,11.5,4.75,13.0,9.75,11.9,8.33,8.0,13.83,6.0,8.5,9.0,3.67,3.5
Timo Zaal,2000022712.0,18.0,8.83,13.0,10.75,6.75,12.67,8.0,12.0,10.75,5.25,12.5,9.38,10.2,11.83,14.75,12.5,8.5,9.0,12.5,5.67,15.0
Luis Garai,2000681737.0,11.0,9.0,7.0,6.5,12.5,10.33,12.33,10.5,6.5,13.5,7.5,12.75,9.8,6.33,16.75,10.0,13.0,12.0,12.0,9.67,8.0
Dawid Kownacki,96059679.0,13.0,12.83,12.0,9.75,12.0,12.33,11.67,13.25,9.75,11.0,13.0,14.62,12.7,8.83,13.88,12.83,15.0,12.5,12.75,12.0,8.5
Ali Tweed,2000432931.0,18.0,10.5,13.0,11.25,9.0,9.33,8.17,12.75,11.25,5.5,11.25,15.88,9.8,11.5,13.0,12.0,5.5,9.25,13.0,5.83,16.0
Reiss Nelson,28107919.0,6.0,10.5,5.0,9.5,14.5,13.0,12.67,11.0,9.5,14.75,10.5,12.0,12.0,8.83,14.5,10.83,12.5,13.5,10.75,12.83,7.0
Aarón Martín,67196209.0,9.0,14.5,7.0,14.25,12.5,13.33,12.5,14.25,14.25,12.0,15.25,12.25,13.6,13.83,13.0,14.67,14.5,11.5,10.25,7.33,15.0
Manu Morlanes,67228802.0,8.5,11.83,8.5,11.5,13.75,14.17,12.0,11.5,11.5,11.75,9.25,14.75,12.8,12.17,14.0,12.33,13.0,14.25,12.5,14.0,14.0
Unai Gómez,2000065899.0,5.5,12.17,8.5,11.5,15.25,12.5,12.33,13.5,11.5,10.25,9.75,10.75,12.4,11.17,12.0,13.0,12.0,15.25,10.5,11.0,11.0
Junior Esparragoza,2000179937.0,13.0,11.83,9.0,11.5,6.75,12.67,6.83,12.0,11.5,7.0,12.0,12.5,11.6,12.33,12.62,13.17,9.5,8.0,13.0,5.67,13.0
Germán,2000194475.0,18.0,11.17,13.0,11.25,10.5,8.67,10.5,11.25,11.25,8.5,11.25,16.25,9.6,11.5,14.25,11.33,7.5,12.25,16.0,8.5,12.0
Emil Bohinen,53126104.0,14.0,13.33,3.0,12.25,14.0,12.83,14.67,12.75,12.25,13.0,12.25,11.5,13.1,10.33,14.12,12.83,13.0,15.25,11.75,11.83,8.5
Pedro Esperancinha,2000437963.0,11.0,13.33,10.0,11.25,8.25,12.83,7.67,15.75,11.25,8.5,10.5,11.88,12.7,11.5,14.0,15.5,6.0,9.0,14.0,6.5,11.0
Nino,2000511282.0,15.0,14.33,8.0,9.75,14.25,11.33,13.17,14.5,9.75,13.0,12.25,10.62,13.3,8.17,13.12,13.17,14.5,13.0,10.5,10.33,9.0
