Player,UID,DLP,Regista,BWM,BBM,CM,AP,Mezzala,Carrilero
Koke Vegas,67196252.0,15.8,13.1,15.55,14.0,15.15,13.45,12.95,14.9
Jose Alcaide,2000437774.0,17.8,16.65,19.35,18.05,18.6,16.4,17.15,18.65
Eugene Kulakov,2000434056.0,11.5,11.1,12.4,11.6,11.8,11.3,11.5,12.7
Jordan Torunarigha,91137260.0,12.1,11.5,12.9,11.8,11.9,11.5,11.7,11.9
Imanol,67276239.0,16.35,15.55,16.05,15.9,15.95,15.35,16.2,16.1
José,2000570829.0,18.0,16.25,14.0,16.65,17.85,17.7,18.45,15.95
Leo Díaz,2000630127.0,13.0,12.7,9.2,12.9,12.6,13.5,14.7,11.5
Beñat Sanz,2000439251.0,14.0,12.9,10.5,13.5,13.9,13.4,14.0,12.3
0,2000189953.0,16.85,15.35,13.6,16.9,16.8,17.4,17.8,14.75
Carlos Hernandez,2000511264.0,13.2,13.1,12.1,14.0,13.5,14.0,13.9,12.4
Anders Nygaard,2000569028.0,13.1,13.3,11.1,13.4,13.3,14.2,14.1,12.3
Clement Nwabueze,2000710897.0,13.1,12.0,12.8,13.0,13.2,12.0,12.4,13.3
Fajar Bayhaqi,2000439532.0,13.7,12.2,13.3,13.6,14.1,11.8,12.4,13.5
Gil Dias,55082920.0,16.3,16.5,14.35,16.3,16.1,17.8,17.65,14.85
Marian Vasilache,2000328740.0,13.7,12.1,13.45,13.6,13.4,13.25,14.75,13.45
Paul Akouokou,33066648.0,16.85,15.55,16.9,15.35,15.35,14.5,14.75,16.05
Isaiah Álvarez,2000630129.0,16.6,16.0,15.25,17.8,17.0,17.45,17.0,16.1
Nikola Katic,24047814.0,14.65,12.85,17.45,15.05,14.3,13.0,14.35,15.45
Enzo Loiodice,49045906.0,17.75,17.35,13.85,16.35,16.15,18.0,18.0,16.3
Javi Galán,67243881.0,19.35,19.1,17.35,19.75,19.55,19.1,19.55,19.2
0,85144993.0,17.1,15.6,16.95,16.85,16.4,16.6,16.45,15.85
Alfredo Iglesias,2000194460.0,15.4,12.7,13.7,13.65,15.9,12.3,13.6,14.35
Thomas Michel,2000434743.0,14.2,14.55,13.45,15.5,15.15,16.25,17.15,14.95
Adailson,2000664048.0,14.45,14.15,10.45,15.0,14.75,16.7,17.65,12.75
