Player,UID,CD,BPD,NNCB,Lib
Koke Vegas,67196252.0,14.7,14.3,14.65,11.8
Jose Alcaide,2000437774.0,16.75,14.85,16.05,16.3
Eugene Kulakov,2000434056.0,13.3,13.5,12.9,12.2
Jordan Torunarigha,91137260.0,13.4,12.9,13.7,12.4
Imanol,67276239.0,14.25,13.45,14.85,14.65
José,2000570829.0,12.1,12.3,11.95,15.4
Leo Díaz,2000630127.0,8.9,9.9,8.0,12.4
Beñat Sanz,2000439251.0,9.5,10.3,8.8,12.0
0,2000189953.0,11.25,11.4,10.95,14.05
Carlos Hernandez,2000511264.0,10.35,10.15,9.95,11.55
Anders Nygaard,2000569028.0,10.4,10.9,9.8,12.0
Clement Nwabueze,2000710897.0,12.8,12.2,12.2,12.1
Fajar Bayhaqi,2000439532.0,12.6,11.8,12.1,12.4
Gil Dias,55082920.0,11.9,12.3,12.2,14.95
Marian Vasilache,2000328740.0,13.5,12.5,12.85,11.0
Paul Akouokou,33066648.0,18.2,17.15,18.6,16.05
Isaiah Álvarez,2000630129.0,11.2,11.65,11.95,14.05
Nikola Katic,24047814.0,16.5,15.0,16.95,13.8
Enzo Loiodice,49045906.0,13.1,14.05,12.7,16.65
Javi Galán,67243881.0,14.95,14.55,13.65,18.25
0,85144993.0,14.45,13.3,14.75,15.25
Alfredo Iglesias,2000194460.0,12.2,10.75,11.5,11.1
Thomas Michel,2000434743.0,12.2,12.25,11.35,13.7
Adailson,2000664048.0,8.1,9.6,8.1,13.05
