Player,UID,AML,AMR,IW_AML,IW_AMR,W_AML,W_AMR,IF_AML,IF_AMR,WG_AML,WG_AMR
Koke Vegas,67196252.0,12.45,12.45,12.45,12.45,9.4,9.4,11.25,11.25,10.54,10.54
Jose Alcaide,2000437774.0,17.8,17.8,17.8,17.8,16.95,16.95,16.9,16.9,15.88,15.88
Eugene Kulakov,2000434056.0,11.3,11.3,11.3,11.3,10.1,10.1,10.7,10.7,10.67,10.67
Jordan Torunarigha,91137260.0,11.5,11.5,11.5,11.5,12.2,12.2,11.2,11.2,12.67,12.67
Imanol,67276239.0,15.55,15.55,15.55,15.55,14.55,14.55,15.65,15.65,13.88,13.88
José,2000570829.0,17.5,17.5,17.5,17.5,14.6,14.6,16.3,16.3,13.42,13.42
Leo Díaz,2000630127.0,13.4,13.4,13.4,13.4,14.1,14.1,13.3,13.3,12.75,12.75
Beñat Sanz,2000439251.0,14.1,14.1,14.1,14.1,12.0,12.0,13.3,13.3,11.58,11.58
0,2000189953.0,17.8,17.8,17.8,17.8,18.05,18.05,18.35,18.35,16.96,16.96
Carlos Hernandez,2000511264.0,13.9,13.9,13.9,13.9,15.1,15.1,13.9,13.9,14.0,14.0
Anders Nygaard,2000569028.0,13.8,13.8,13.8,13.8,13.1,13.1,13.5,13.5,12.75,12.75
Clement Nwabueze,2000710897.0,12.2,12.2,12.2,12.2,12.2,12.2,11.6,11.6,12.25,12.25
Fajar Bayhaqi,2000439532.0,13.2,13.2,13.2,13.2,10.8,10.8,12.65,12.65,10.67,10.67
Gil Dias,55082920.0,17.4,17.4,17.4,17.4,16.75,16.75,16.8,16.8,15.62,15.62
Marian Vasilache,2000328740.0,13.15,13.15,13.15,13.15,13.2,13.2,13.55,13.55,13.42,13.42
Paul Akouokou,33066648.0,14.2,14.2,14.2,14.2,13.85,13.85,13.9,13.9,14.83,14.83
Isaiah Álvarez,2000630129.0,18.1,18.1,18.1,18.1,17.75,17.75,18.6,18.6,16.38,16.38
Nikola Katic,24047814.0,14.45,14.45,14.45,14.45,13.9,13.9,14.65,14.65,14.42,14.42
Enzo Loiodice,49045906.0,16.7,16.7,16.7,16.7,15.2,15.2,15.95,15.95,13.58,13.58
Javi Galán,67243881.0,20.05,20.05,20.05,20.05,19.65,19.65,19.15,19.15,17.62,17.62
0,85144993.0,16.2,16.2,16.2,16.2,16.95,16.95,15.7,15.7,15.75,15.75
Alfredo Iglesias,2000194460.0,12.6,12.6,12.6,12.6,11.0,11.0,10.15,10.15,11.17,11.17
Thomas Michel,2000434743.0,16.75,16.75,16.75,16.75,16.45,16.45,15.85,15.85,15.54,15.54
Adailson,2000664048.0,16.75,16.75,16.75,16.75,16.1,16.1,16.15,16.15,14.25,14.25
