Player,UID,AF,CF,DLF,F9,P,PF,TM
Koke Vegas,67196252.0,11.65,12.55,14.45,11.25,11.65,12.85,13.55
Jose Alcaide,2000437774.0,17.55,15.95,16.9,16.1,17.55,18.15,15.3
Eugene Kulakov,2000434056.0,11.5,10.9,12.2,10.8,11.5,11.1,12.0
Jordan Torunarigha,91137260.0,12.0,11.8,11.9,11.6,12.0,12.1,12.3
Imanol,67276239.0,15.3,13.65,14.8,15.35,15.3,15.4,13.2
José,2000570829.0,16.1,14.9,17.65,16.8,16.1,13.95,13.4
Leo Díaz,2000630127.0,14.3,12.2,13.1,13.8,14.3,12.1,11.8
Beñat Sanz,2000439251.0,12.2,13.6,14.2,13.3,12.2,11.3,12.2
0,2000189953.0,18.95,16.2,16.95,17.4,18.95,16.25,15.35
Carlos Hernandez,2000511264.0,14.8,13.0,13.2,13.6,14.8,15.0,12.7
Anders Nygaard,2000569028.0,13.7,13.4,14.7,14.0,13.7,12.9,14.0
Clement Nwabueze,2000710897.0,12.1,11.3,12.2,11.9,12.1,11.8,11.6
Fajar Bayhaqi,2000439532.0,11.45,11.65,12.5,11.7,11.45,11.95,11.35
Gil Dias,55082920.0,16.4,15.55,16.8,18.05,16.4,15.05,14.6
Marian Vasilache,2000328740.0,15.45,13.0,15.05,13.5,15.45,13.85,15.2
Paul Akouokou,33066648.0,15.1,13.8,15.1,14.05,15.1,15.05,14.7
Isaiah Álvarez,2000630129.0,16.65,15.5,16.45,17.25,16.65,16.75,14.0
Nikola Katic,24047814.0,15.15,13.7,14.0,12.85,15.15,15.25,14.55
Enzo Loiodice,49045906.0,17.55,13.85,17.55,17.25,17.55,14.0,13.25
Javi Galán,67243881.0,18.3,16.9,18.25,19.4,18.3,17.4,15.6
0,85144993.0,17.7,14.55,15.95,15.5,17.7,17.45,13.8
Alfredo Iglesias,2000194460.0,11.4,9.75,13.1,11.95,11.4,12.5,11.45
Thomas Michel,2000434743.0,16.15,13.6,14.7,16.1,16.15,14.25,13.35
Adailson,2000664048.0,16.0,14.35,16.15,17.1,16.0,13.7,12.85
