Player,UID,WM,W,DW,IW,IF,WG
Koke Vegas,67196252.0,10.35,9.4,12.25,12.45,11.25,10.54
Jose Alcaide,2000437774.0,16.5,16.95,17.55,17.8,16.9,15.88
Eugene Kulakov,2000434056.0,11.2,10.1,12.0,11.3,10.7,10.67
Jordan Torunarigha,91137260.0,11.5,12.2,12.2,11.5,11.2,12.67
Imanol,67276239.0,14.75,14.55,15.2,15.55,15.65,13.88
José,2000570829.0,14.2,14.6,13.8,17.5,16.3,13.42
Leo Díaz,2000630127.0,12.2,14.1,10.9,13.4,13.3,12.75
Beñat Sanz,2000439251.0,11.6,12.0,10.6,14.1,13.3,11.58
0,2000189953.0,16.4,18.05,14.4,17.8,18.35,16.96
Carlos Hernandez,2000511264.0,13.5,15.1,11.95,13.9,13.9,14.0
Anders Nygaard,2000569028.0,12.9,13.1,10.9,13.8,13.5,12.75
Clement Nwabueze,2000710897.0,12.6,12.2,13.1,12.2,11.6,12.25
Fajar Bayhaqi,2000439532.0,11.7,10.8,12.4,13.2,12.65,10.67
Gil Dias,55082920.0,17.0,16.75,14.85,17.4,16.8,15.62
Marian Vasilache,2000328740.0,12.2,13.2,11.25,13.15,13.55,13.42
Paul Akouokou,33066648.0,12.95,13.85,15.75,14.2,13.9,14.83
Isaiah Álvarez,2000630129.0,18.2,17.75,15.75,18.1,18.6,16.38
Nikola Katic,24047814.0,13.45,13.9,14.35,14.45,14.65,14.42
Enzo Loiodice,49045906.0,15.35,15.2,15.7,16.7,15.95,13.58
Javi Galán,67243881.0,19.25,19.65,18.45,20.05,19.15,17.62
0,85144993.0,15.45,16.95,15.3,16.2,15.7,15.75
Alfredo Iglesias,2000194460.0,10.45,11.0,12.1,12.6,10.15,11.17
Thomas Michel,2000434743.0,16.55,16.45,14.65,16.75,15.85,15.54
Adailson,2000664048.0,15.4,16.1,12.4,16.75,16.15,14.25
