Player,UID,DM,AM,BWM,HB,SV,RGA
Koke Vegas,67196252.0,14.1,14.15,14.15,15.55,13.75,13.2
Jose Alcaide,2000437774.0,18.7,18.8,18.8,19.35,17.35,16.6
Eugene Kulakov,2000434056.0,12.9,12.8,12.8,12.4,13.0,10.9
Jordan Torunarigha,91137260.0,11.9,12.2,12.2,12.9,12.4,11.8
Imanol,67276239.0,16.2,15.3,15.3,16.05,14.65,15.35
José,2000570829.0,14.9,14.0,14.0,14.0,15.15,17.95
Leo Díaz,2000630127.0,10.4,10.8,10.8,9.2,11.2,13.3
Beñat Sanz,2000439251.0,10.7,10.6,10.6,10.5,11.6,13.9
0,2000189953.0,13.45,13.5,13.5,13.6,14.75,15.65
Carlos Hernandez,2000511264.0,11.75,12.25,12.25,12.1,11.35,13.0
Anders Nygaard,2000569028.0,10.8,11.0,11.0,11.1,11.6,13.4
Clement Nwabueze,2000710897.0,13.6,13.6,13.6,12.8,12.7,11.5
Fajar Bayhaqi,2000439532.0,13.5,13.4,13.4,13.3,12.8,12.6
Gil Dias,55082920.0,13.05,13.15,13.15,14.35,14.4,15.9
Marian Vasilache,2000328740.0,13.7,13.4,13.4,13.45,12.15,12.7
Paul Akouokou,33066648.0,17.2,16.5,16.5,16.9,16.2,15.7
Isaiah Álvarez,2000630129.0,14.75,14.0,14.0,15.25,15.15,15.7
Nikola Katic,24047814.0,15.6,15.75,15.75,17.45,15.35,13.8
Enzo Loiodice,49045906.0,16.05,15.15,15.15,13.85,16.9,17.1
Javi Galán,67243881.0,17.65,18.05,18.05,17.35,17.95,19.35
0,85144993.0,15.65,16.05,16.05,16.95,15.7,15.7
Alfredo Iglesias,2000194460.0,13.85,13.8,13.8,13.7,11.0,12.8
Thomas Michel,2000434743.0,14.5,14.45,14.45,13.45,13.85,14.35
Adailson,2000664048.0,10.95,10.6,10.6,10.45,12.3,14.45
