Player,UID,Defending,Physical,Speed,Vision,Attacking,Technical,Aerial,Mental
Koke Vegas,67196252.0,7.67,15.88,12.25,11.83,8.0,10.0,16.25,18.25
Jose Alcaide,2000437774.0,13.67,19.38,18.25,14.67,14.17,13.33,10.5,21.25
Eugene Kulakov,2000434056.0,13.33,13.75,13.0,9.0,9.0,10.33,13.5,12.83
Jordan Torunarigha,91137260.0,14.0,11.75,14.0,12.67,11.0,11.67,15.0,12.5
Imanol,67276239.0,14.0,16.12,15.5,12.67,12.0,14.67,10.5,18.83
José,2000570829.0,11.33,17.12,12.5,17.67,14.17,15.33,7.5,17.25
Leo Díaz,2000630127.0,8.33,12.75,17.0,14.67,12.33,16.33,6.0,11.5
Beñat Sanz,2000439251.0,6.0,12.5,11.0,14.67,12.0,13.0,9.5,12.0
0,2000189953.0,9.83,17.75,14.5,17.0,21.0,18.0,11.5,13.92
Carlos Hernandez,2000511264.0,7.17,13.5,17.5,14.67,14.0,14.0,8.5,13.17
Anders Nygaard,2000569028.0,6.0,13.75,12.5,14.0,15.33,13.0,11.0,13.33
Clement Nwabueze,2000710897.0,13.67,14.5,13.0,11.0,9.33,11.0,12.5,13.17
Fajar Bayhaqi,2000439532.0,11.67,12.75,10.5,11.67,9.5,12.0,10.0,14.5
Gil Dias,55082920.0,10.5,15.12,13.0,17.0,16.83,17.17,10.0,15.0
Marian Vasilache,2000328740.0,8.17,18.0,12.5,12.17,13.83,13.0,14.5,16.17
Paul Akouokou,33066648.0,18.0,15.88,18.5,11.33,12.0,13.17,19.75,18.5
Isaiah Álvarez,2000630129.0,10.67,16.62,14.0,17.5,17.67,16.33,9.5,14.58
Nikola Katic,24047814.0,12.67,16.75,13.5,13.17,12.33,14.67,17.0,17.58
Enzo Loiodice,49045906.0,15.33,16.25,16.25,13.33,16.67,15.67,5.5,17.08
Javi Galán,67243881.0,13.67,16.0,18.25,20.17,16.17,19.33,7.5,19.83
0,85144993.0,14.0,16.0,20.25,14.83,16.33,16.5,9.75,17.5
Alfredo Iglesias,2000194460.0,8.5,15.62,14.5,12.67,3.83,5.67,12.0,17.42
Thomas Michel,2000434743.0,10.5,17.25,13.5,14.67,12.17,15.83,11.0,15.17
Adailson,2000664048.0,7.5,15.5,15.5,18.0,14.0,16.0,5.0,12.83
