Player,UID,Aerial,Awareness,Clearing,Closing,Control,Creativity,Crossing,Decision,Defensive,Dribbling,Focus,Endeavour,Intelligence,Marking,Mobility,Movement,Off The Ball,Passing,Physical,Shooting,Tackling
Ignacio Otaño,67240441.0,7.0,6.333333333333333,0.0,9.0,3.5,8.0,4.666666666666667,11.5,9.0,1.0,8.0,11.75,6.6,6.0,10.25,11.0,0.0,7.0,8.0,0.6666666666666666,0.0
Diogo Fonseca,2000197949.0,6.5,9.833333333333334,6.5,12.0,7.5,8.833333333333334,5.333333333333333,14.0,12.0,2.75,11.0,8.75,8.4,10.166666666666666,5.5,14.0,0.0,8.0,5.25,1.8333333333333333,9.5
Carlos Lourenço,2000190859.0,11.0,7.666666666666667,16.0,10.5,9.5,9.0,8.0,9.5,10.5,10.0,11.0,11.0,8.0,10.0,11.75,9.666666666666666,7.0,9.5,13.0,5.666666666666667,11.0
Luis Iglesias,2000440882.0,16.0,13.333333333333334,12.0,10.0,7.5,10.333333333333334,5.333333333333333,15.5,10.0,8.0,10.5,12.25,11.8,10.0,11.25,14.333333333333334,5.0,8.0,12.0,4.0,13.0
Chechu,2000629747.0,5.0,12.0,10.0,8.5,8.0,11.333333333333334,9.333333333333334,13.0,8.5,8.0,10.5,11.75,11.8,9.0,12.0,12.333333333333334,5.0,11.5,10.5,6.0,13.0
Isma Aizpiri,29164025.0,9.0,10.333333333333334,8.0,11.5,12.5,11.0,7.666666666666667,12.5,11.5,8.5,9.0,12.25,9.8,11.0,8.75,13.333333333333334,6.0,11.5,9.5,6.333333333333333,10.0
Xabier Cárdenas,67220146.0,10.0,11.0,4.0,8.0,12.5,9.333333333333334,11.666666666666666,11.0,8.0,9.0,8.5,8.75,10.4,8.333333333333334,10.5,10.333333333333334,8.0,13.0,7.5,8.666666666666666,8.0
Echu,67229627.0,7.0,10.0,6.0,6.0,11.0,10.333333333333334,9.666666666666666,8.0,6.0,11.5,10.0,10.25,10.0,4.0,10.0,9.0,13.0,10.0,5.5,9.666666666666666,7.0
Jaume Pérez,2000198633.0,8.0,10.0,7.0,4.5,11.0,9.666666666666666,9.666666666666666,13.0,4.5,10.5,7.0,10.25,10.2,3.0,13.5,11.333333333333334,8.0,10.5,9.5,10.333333333333334,3.0
Roberto Proietti,2000514073.0,12.0,7.0,6.0,5.5,9.5,8.0,9.333333333333334,8.0,5.5,12.0,6.5,9.25,7.8,4.0,15.25,7.333333333333333,13.0,8.5,12.5,7.0,4.0
Israel,2000631088.0,12.5,9.833333333333334,5.5,6.0,13.75,11.833333333333334,12.166666666666666,10.0,6.0,13.5,9.25,10.875,10.9,4.0,13.25,10.166666666666666,11.5,14.5,13.75,12.833333333333334,3.5
Jorge Bríngola,2000512567.0,12.5,3.8333333333333335,0.0,8.75,1.75,8.333333333333334,1.0,6.75,8.75,0.0,6.0,4.375,5.0,5.833333333333333,7.375,8.333333333333334,0.0,1.5,6.5,0.0,0.0
Vladimir Fati,2000680262.0,15.0,8.666666666666666,10.0,6.5,6.0,7.666666666666667,4.666666666666667,14.5,6.5,3.0,8.5,8.25,7.8,7.333333333333333,5.5,13.0,0.0,7.0,4.0,2.0,15.0
Diego Muñoz,2000439850.0,10.5,3.8333333333333335,12.5,4.25,10.5,2.8333333333333335,7.833333333333333,3.75,4.25,9.5,0.0,9.875,4.0,2.8333333333333335,8.875,2.5,3.5,9.75,8.0,8.5,10.5
Julen Gurrutxaga,2000682714.0,14.5,9.833333333333334,7.5,6.25,14.0,10.833333333333334,8.166666666666666,10.0,6.25,15.0,10.0,8.625,10.5,4.166666666666667,12.625,9.833333333333334,8.5,10.0,7.25,12.0,3.0
José Antonio Zubillaga,2000443802.0,11.5,7.666666666666667,5.0,9.0,6.5,5.0,5.333333333333333,13.5,9.0,3.25,9.5,10.625,6.5,8.5,6.125,10.833333333333334,0.0,8.0,5.75,2.1666666666666665,12.0
Juan Vizcarra,2000681579.0,4.5,7.666666666666667,5.0,7.25,9.5,1.1666666666666667,9.333333333333334,7.5,7.25,3.5,0.0,6.875,5.3,4.833333333333333,4.875,5.0,0.0,10.75,6.5,6.0,9.0
Edmilson Santos,83169922.0,7.5,5.333333333333333,5.5,6.0,11.75,8.666666666666666,10.5,11.0,6.0,11.5,6.0,11.625,8.4,4.0,11.5,7.333333333333333,11.5,12.5,10.75,10.5,0.0
Bilal Aceña,2000514725.0,15.5,4.666666666666667,4.0,7.5,5.25,7.0,4.166666666666667,10.0,7.5,3.75,6.0,8.0,5.5,9.166666666666666,3.625,9.166666666666666,0.0,6.25,2.25,2.5,11.5
Juan Carlos Abengózar,2000570111.0,7.0,8.833333333333334,7.0,6.5,11.0,10.166666666666666,10.0,9.0,6.5,9.0,6.5,10.5,9.9,6.0,7.75,8.5,8.0,12.5,7.5,7.0,7.0
Sandro,2000515229.0,14.5,1.8333333333333333,3.5,1.75,6.0,5.333333333333333,8.833333333333334,3.75,1.75,8.0,1.75,7.25,4.3,1.1666666666666667,6.625,2.5,6.5,8.75,3.25,8.166666666666666,0.0
Rafael Díaz,2000680769.0,7.5,9.0,12.5,7.5,8.0,7.333333333333333,11.833333333333334,9.5,7.5,9.25,6.5,11.25,8.2,6.166666666666667,15.125,9.0,12.0,10.5,11.5,5.666666666666667,8.5
Joaquín,2000742083.0,15.5,1.3333333333333333,5.5,1.75,9.0,7.0,10.5,3.75,1.75,8.75,1.75,8.875,5.0,1.1666666666666667,3.625,2.5,5.0,10.75,1.25,9.333333333333334,0.0
